time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,task2_q4_limit_active,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm,log_file,time_rel_s
0.0696,0.04963,20.15,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58672,1.46022,0.19666,0.58633,1.46158,0.19667,0.55642,1.56775,0.19756,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,151.177,175.274,150.672,101.857,148.529,151.177,150.012,158.661,29.271,0.0,0.66047,0,0.0,0.007,3.526,-80.736,0.523,61.478,0.0,0.03,-23.293,5.701,7.199,28.375,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.0
0.1223,0.01287,77.71,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58387,1.47402,0.19425,0.5835,1.47539,0.19427,0.5546,1.58183,0.19582,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,145.153,162.309,144.754,94.573,142.627,145.153,141.911,168.509,29.818,0.0,0.64463,0,0.0,0.005,2.306,-80.441,0.906,62.945,0.0,-0.077,-23.029,5.558,7.301,27.379,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.05270000000000001
0.1903,0.02334,42.85,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58022,1.49184,0.19113,0.57987,1.49321,0.19116,0.55214,1.59994,0.19361,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,139.158,145.937,138.913,87.878,136.834,139.158,131.444,182.242,30.461,0.0,0.62626,0,0.0,-0.005,0.754,-80.072,1.408,64.762,0.0,-0.214,-22.714,5.357,7.458,26.215,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.1207
0.2456,0.02012,49.71,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.57727,1.50632,0.18861,0.57693,1.5077,0.18865,0.55006,1.61463,0.19184,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,135.929,133.021,135.823,85.114,133.811,135.929,122.925,194.076,30.935,0.0,0.61099,0,0.0,-0.018,-0.493,-79.782,1.817,66.181,0.0,-0.265,-22.486,5.228,7.426,25.246,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.17600000000000002
0.2982,0.01751,57.12,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.57447,1.52014,0.1862,0.57414,1.52151,0.18625,0.54801,1.62861,0.19016,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,134.335,121.151,134.367,84.947,132.442,134.335,114.798,205.798,31.346,0.0,0.59741,0,0.0,-0.034,-1.669,-79.514,2.208,67.486,0.0,-0.33,-22.255,5.055,7.456,24.394,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.22860000000000003
0.3609,0.01618,61.81,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.57115,1.53658,0.18335,0.57083,1.53796,0.18341,0.54548,1.64521,0.18818,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,134.399,107.789,134.598,87.88,132.803,134.399,105.122,220.194,31.787,0.0,0.58132,0,0.0,-0.054,-3.055,-79.205,2.669,68.983,0.0,-0.32,-22.003,4.853,7.273,23.424,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.2913
0.42,0.01447,69.11,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56805,1.55204,0.18069,0.56773,1.55342,0.18076,0.54301,1.66078,0.18633,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,136.398,96.275,136.749,93.45,135.098,136.398,96.021,234.084,32.153,0.0,0.56698,0,0.0,-0.072,-4.346,-78.925,3.093,70.338,0.0,-0.276,-21.801,4.713,7.032,22.546,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.3504
0.4755,0.01286,77.79,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56514,1.56656,0.1782,0.56483,1.56794,0.17828,0.54063,1.67538,0.18459,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,139.915,86.766,140.401,100.747,138.896,139.915,87.479,247.373,32.456,0.0,0.55324,0,0.0,-0.086,-5.552,-78.664,3.476,71.561,0.0,-0.22,-21.683,4.746,6.777,21.59,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.4059
0.5341,0.01391,71.9,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56208,1.58186,0.17561,0.56178,1.58324,0.1757,0.53804,1.69073,0.18275,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,145.21,78.623,145.822,110.145,144.476,145.21,79.179,261.585,32.731,0.0,0.53844,0,0.0,-0.094,-6.815,-78.394,3.857,72.8,0.0,-0.069,-21.474,4.58,6.281,20.741,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.4645
0.591,0.01556,64.27,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55915,1.59663,0.17313,0.55885,1.59801,0.17323,0.53547,1.70554,0.18095,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,151.706,73.174,152.427,120.503,151.23,151.706,73.488,275.481,32.954,0.0,0.51825,0,0.0,-0.093,-8.032,-78.132,4.198,73.946,0.0,-0.046,-21.089,4.534,6.051,19.488,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.5214
0.6503,0.0143,69.93,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55643,1.61101,0.17074,0.55613,1.61239,0.17084,0.533,1.71991,0.17928,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,159.062,70.565,159.875,131.45,158.815,159.062,70.604,289.116,33.118,0.0,0.44771,0,0.0,-0.108,-9.208,-77.878,4.564,74.999,0.0,-0.172,-18.606,4.088,5.584,16.246,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.5807
0.7027,0.01214,82.36,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55436,1.62198,0.16894,0.55407,1.62336,0.16906,0.53107,1.73087,0.17798,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,165.337,70.618,166.212,140.279,165.25,165.337,70.437,299.598,33.214,0.0,0.37916,0,0.0,-0.109,-10.111,-77.673,4.814,75.765,0.0,0.137,-16.171,3.78,4.055,13.405,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.6331
0.7616,0.01443,69.32,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55238,1.63255,0.16725,0.55209,1.63393,0.16737,0.52917,1.74143,0.1767,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,171.867,72.359,172.795,149.102,171.92,171.867,71.975,309.754,33.28,0.0,0.31889,0,0.0,-0.093,-10.988,-77.458,5.01,76.47,0.0,0.401,-13.98,3.596,2.717,10.859,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.6920000000000001
0.8196,0.01403,71.3,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55073,1.64141,0.16587,0.55043,1.64279,0.16599,0.52755,1.75027,0.17557,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,177.669,75.013,178.636,156.699,177.826,177.669,74.475,318.31,33.314,0.0,0.26867,0,0.0,-0.062,-11.734,-77.259,5.128,77.031,0.0,0.66,-12.046,3.308,1.502,8.844,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.75
0.8754,0.01349,74.12,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54936,1.64871,0.16476,0.54907,1.65008,0.16489,0.5262,1.75756,0.1746,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,182.649,77.936,183.646,163.076,182.886,182.649,77.285,325.386,33.326,0.0,0.23029,0,0.0,-0.019,-12.36,-77.074,5.182,77.469,0.0,0.862,-10.556,3.287,0.542,7.129,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.8058
0.9343,0.01403,71.29,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54814,1.65526,0.1638,0.54785,1.65664,0.16393,0.52496,1.76411,0.17368,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,187.27,81.069,188.292,168.893,187.572,187.27,80.327,331.773,33.32,0.0,0.19841,0,0.0,0.039,-12.935,-76.883,5.182,77.84,0.0,1.059,-9.24,3.285,-0.346,5.642,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.8647
0.9926,0.0177,56.51,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54711,1.66079,0.16302,0.54681,1.66217,0.16314,0.52389,1.76964,0.17285,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,191.265,84.042,192.307,173.855,191.617,191.265,83.233,337.18,33.303,0.0,0.17256,0,0.0,0.107,-13.434,-76.697,5.135,78.13,0.0,1.241,-8.058,3.181,-1.139,4.456,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.923
1.0447,0.01264,79.13,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54631,1.66503,0.16245,0.54602,1.66641,0.16257,0.52307,1.77388,0.17217,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,194.387,86.507,195.443,177.696,194.774,194.387,85.651,341.342,33.28,0.0,0.15575,0,0.0,0.175,-13.829,-76.532,5.062,78.336,0.0,1.343,-7.232,3.228,-1.641,3.524,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,0.9751
1.0976,0.01398,71.55,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54561,1.66876,0.16196,0.54532,1.67014,0.16208,0.52233,1.77761,0.17153,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,197.167,88.793,198.236,181.092,197.582,197.167,87.898,345.009,33.251,0.0,0.14192,0,0.0,0.249,-14.188,-76.363,4.961,78.499,0.0,1.444,-6.465,3.178,-2.107,2.775,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.028
1.1531,0.01402,71.35,T3_safe_insertion,InsertionSequence,PierceEntry,0.0022,0.995,0.54498,1.67213,0.16155,0.54469,1.6735,0.16166,0.52166,1.78099,0.17091,0.55345,1.69955,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,199.712,90.95,200.791,184.182,200.151,199.712,90.023,348.337,33.218,0.0,0.13115,0,0.0,0.331,-14.525,-76.185,4.833,78.63,0.0,1.512,-5.793,3.208,-2.469,2.057,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.0835
1.2086,0.01205,83.0,T3_safe_insertion,InsertionSequence,PierceEntry,0.0111,0.995,0.5445,1.67496,0.16121,0.5442,1.67634,0.16132,0.52112,1.78383,0.17033,0.55408,1.69892,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,201.836,92.783,202.924,186.774,202.293,201.836,91.83,351.137,33.174,0.0,0.12019,0,0.0,0.417,-14.823,-76.007,4.685,78.714,0.0,1.58,-5.052,3.211,-2.803,1.112,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.1389999999999998
1.2655,0.01369,73.07,T3_safe_insertion,InsertionSequence,PierceEntry,0.0202,0.995,0.54418,1.67735,0.16093,0.54388,1.67873,0.16105,0.52072,1.78623,0.16977,0.55472,1.69828,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,203.579,94.302,204.675,188.935,204.05,203.579,93.328,353.487,33.119,0.0,0.11251,0,0.0,0.509,-15.088,-75.828,4.516,78.753,0.0,1.64,-4.393,3.139,-3.094,0.375,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.1959
1.3208,0.01359,73.6,T3_safe_insertion,InsertionSequence,PierceEntry,0.0291,0.995,0.544,1.67926,0.16072,0.5437,1.68064,0.16083,0.52045,1.78814,0.16926,0.55535,1.69766,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,204.909,95.466,206.012,190.622,205.392,204.909,94.475,355.341,33.056,0.0,0.10834,0,0.0,0.6,-15.314,-75.653,4.341,78.751,0.0,1.659,-3.872,3.173,-3.26,-0.302,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.2511999999999999
1.3728,0.01205,83.01,T3_safe_insertion,InsertionSequence,PierceEntry,0.0374,0.995,0.54395,1.68072,0.16057,0.54365,1.6821,0.16067,0.5203,1.7896,0.16881,0.55593,1.69707,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,205.876,96.311,206.985,191.888,206.367,205.876,95.306,356.752,32.99,0.0,0.10597,0,0.0,0.686,-15.502,-75.488,4.167,78.718,0.0,1.668,-3.432,3.185,-3.382,-0.849,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.3032
1.4246,0.01394,71.76,T3_safe_insertion,InsertionSequence,PierceEntry,0.0457,0.995,0.54399,1.68191,0.16045,0.54369,1.68328,0.16055,0.52024,1.79079,0.16839,0.55652,1.69648,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,206.602,96.94,207.716,192.882,207.1,206.602,95.924,357.88,32.92,0.0,0.10499,0,0.0,0.773,-15.668,-75.324,3.989,78.66,0.0,1.675,-3.066,3.189,-3.485,-1.29,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.355
1.4757,0.01307,76.51,T3_safe_insertion,InsertionSequence,PierceEntry,0.0539,0.995,0.5441,1.68284,0.16036,0.5438,1.68422,0.16045,0.52024,1.79172,0.16799,0.5571,1.6959,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.116,97.377,208.234,193.634,207.618,207.116,96.352,358.757,32.846,0.0,0.10463,0,0.0,0.858,-15.815,-75.159,3.809,78.581,0.0,1.661,-2.748,3.215,-3.525,-1.695,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.4061
1.5268,0.00752,133.0,T3_safe_insertion,InsertionSequence,PierceEntry,0.062,0.995,0.54428,1.68358,0.16029,0.54397,1.68496,0.16038,0.5203,1.79246,0.16761,0.55768,1.69532,0.161,0.62398,1.62898,0.15221,0.70297,1.54997,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.456,97.654,208.578,194.197,207.957,207.456,96.621,359.43,32.77,0.0,0.10561,0,0.0,0.943,-15.948,-74.994,3.628,78.483,0.0,1.665,-2.463,3.238,-3.6,-2.08,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.4571999999999998
1.579,0.0136,73.54,T3_safe_insertion,InsertionSequence,PierceEntry,0.0704,0.995,0.54452,1.68416,0.16024,0.54421,1.68554,0.16033,0.52041,1.79303,0.16725,0.55827,1.69473,0.161,0.62393,1.62893,0.15221,0.70291,1.54991,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.644,97.791,208.769,194.602,208.141,207.644,96.75,359.935,32.69,0.0,0.10642,0,0.0,1.028,-16.07,-74.822,3.442,78.365,0.0,1.623,-2.263,3.328,-3.556,-2.387,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.5093999999999999
1.6348,0.01725,57.96,T3_safe_insertion,InsertionSequence,PierceEntry,0.0793,0.995,0.54483,1.68461,0.16021,0.54453,1.68599,0.16029,0.52059,1.79346,0.16687,0.5589,1.6941,0.161,0.62388,1.62888,0.15221,0.70284,1.54984,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.694,97.796,208.822,194.865,208.186,207.694,96.748,360.298,32.602,0.0,0.10657,0,0.0,1.118,-16.188,-74.637,3.243,78.222,0.0,1.591,-2.041,3.336,-3.535,-2.638,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.5652
1.6961,0.01249,80.08,T3_safe_insertion,InsertionSequence,PierceEntry,0.0891,0.995,0.54524,1.68492,0.16019,0.54493,1.6863,0.16027,0.52083,1.79376,0.16648,0.55959,1.69341,0.161,0.62383,1.62883,0.15221,0.70277,1.54977,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.589,97.652,208.721,194.977,208.075,207.589,96.598,360.514,32.503,0.0,0.1087,0,0.0,1.215,-16.305,-74.43,3.026,78.047,0.0,1.56,-1.849,3.425,-3.514,-2.976,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.6265
1.7489,0.01431,69.9,T3_safe_insertion,InsertionSequence,PierceEntry,0.0976,0.995,0.54563,1.68507,0.16019,0.54532,1.68645,0.16026,0.52108,1.7939,0.16616,0.56019,1.69281,0.161,0.62378,1.62878,0.15221,0.7027,1.5497,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,207.387,97.423,208.522,194.949,207.867,207.387,96.364,360.57,32.416,0.0,0.1095,0,0.0,1.297,-16.398,-74.248,2.842,77.882,0.0,1.529,-1.705,3.455,-3.479,-3.173,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.6793
1.8126,0.01388,72.02,T3_safe_insertion,InsertionSequence,PierceEntry,0.1078,0.995,0.54614,1.68511,0.1602,0.54583,1.68649,0.16027,0.52142,1.79392,0.1658,0.56091,1.69209,0.161,0.62373,1.62873,0.15222,0.70263,1.54963,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,207.025,97.035,208.163,194.783,207.499,207.025,95.972,360.501,32.31,0.0,0.11086,0,0.0,1.392,-16.5,-74.026,2.623,77.671,0.0,1.483,-1.565,3.525,-3.41,-3.411,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.7429999999999999
1.8632,0.01346,74.29,T3_safe_insertion,InsertionSequence,PierceEntry,0.1159,0.995,0.54658,1.68506,0.16021,0.54627,1.68644,0.16028,0.52171,1.79385,0.16552,0.56148,1.69152,0.161,0.62368,1.62869,0.15222,0.70257,1.54957,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,206.658,96.652,207.799,194.562,207.126,206.658,95.585,360.355,32.225,0.0,0.11172,0,0.0,1.466,-16.576,-73.846,2.452,77.492,0.0,1.445,-1.47,3.572,-3.347,-3.573,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.7936
1.926,0.01364,73.31,T3_safe_insertion,InsertionSequence,PierceEntry,0.1259,0.995,0.54716,1.6849,0.16024,0.54684,1.68628,0.1603,0.5221,1.79367,0.16519,0.56219,1.69081,0.161,0.62363,1.62863,0.15222,0.70249,1.54949,0.17478,0.624,1.629,0.161,0.703,1.55,0.161,206.12,96.098,207.263,194.197,206.581,206.12,95.027,360.077,32.118,0.0,0.11287,0,0.0,1.555,-16.665,-73.619,2.245,77.259,0.0,1.395,-1.378,3.64,-3.259,-3.756,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.8563999999999998
1.977,0.01411,70.86,T3_safe_insertion,InsertionSequence,PierceEntry,0.1341,0.995,0.54765,1.68471,0.16027,0.54733,1.68609,0.16032,0.52244,1.79345,0.16494,0.56277,1.69023,0.161,0.62359,1.62859,0.15223,0.70243,1.54943,0.17478,0.624,1.629,0.161,0.703,1.55,0.161,205.625,95.593,206.77,193.835,206.08,205.625,94.519,359.784,32.031,0.0,0.11408,0,0.0,1.625,-16.733,-73.432,2.081,77.062,0.0,1.352,-1.327,3.717,-3.178,-3.9,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.9074
2.0392,0.01332,75.1,T3_safe_insertion,InsertionSequence,PierceEntry,0.144,0.995,0.54826,1.68441,0.1603,0.54794,1.68578,0.16036,0.52287,1.79312,0.16464,0.56347,1.68953,0.161,0.62353,1.62853,0.15223,0.70236,1.54936,0.17477,0.624,1.629,0.161,0.703,1.55,0.161,204.962,94.92,206.109,193.327,205.409,204.962,93.843,359.358,31.924,0.0,0.11588,0,0.0,1.708,-16.813,-73.198,1.885,76.813,0.0,1.305,-1.282,3.821,-3.09,-4.073,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,1.9696000000000002
2.1003,0.0125,80.01,T3_safe_insertion,InsertionSequence,PierceEntry,0.1538,0.995,0.54889,1.68405,0.16034,0.54857,1.68543,0.16039,0.52331,1.79273,0.16436,0.56416,1.68884,0.161,0.62348,1.62848,0.15224,0.70229,1.54929,0.17476,0.624,1.629,0.161,0.703,1.55,0.161,204.255,94.206,205.404,192.767,204.695,204.255,93.127,358.875,31.818,0.0,0.1163,0,0.0,1.786,-16.888,-72.964,1.699,76.559,0.0,1.259,-1.217,3.85,-3.004,-4.182,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.0307
2.1504,0.01236,80.89,T3_safe_insertion,InsertionSequence,PierceEntry,0.1618,0.995,0.54942,1.68372,0.16037,0.54909,1.6851,0.16042,0.52369,1.79238,0.16414,0.56473,1.68827,0.161,0.62344,1.62844,0.15224,0.70223,1.54923,0.17476,0.624,1.629,0.161,0.703,1.55,0.161,203.642,93.588,204.793,192.27,204.076,203.642,92.508,358.439,31.731,0.0,0.11752,0,0.0,1.848,-16.948,-72.769,1.55,76.346,0.0,1.225,-1.194,3.919,-2.939,-4.291,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.0808
2.2017,0.01293,77.34,T3_safe_insertion,InsertionSequence,PierceEntry,0.17,0.995,0.54997,1.68335,0.16041,0.54964,1.68473,0.16046,0.52408,1.79198,0.16393,0.56531,1.68769,0.161,0.62339,1.62839,0.15225,0.70216,1.54916,0.17475,0.624,1.629,0.161,0.703,1.55,0.161,202.985,92.929,204.138,191.73,203.413,202.985,91.846,357.96,31.641,0.0,0.11893,0,0.0,1.91,-17.009,-72.565,1.402,76.121,0.0,1.183,-1.189,4.011,-2.853,-4.403,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.1321000000000003
2.2538,0.0149,67.11,T3_safe_insertion,InsertionSequence,PierceEntry,0.1784,0.995,0.55053,1.68295,0.16045,0.5502,1.68433,0.16049,0.52448,1.79155,0.16372,0.5659,1.6871,0.161,0.62335,1.62835,0.15226,0.7021,1.5491,0.17474,0.624,1.629,0.161,0.703,1.55,0.161,202.294,92.236,203.449,191.155,202.716,202.294,91.152,357.445,31.549,0.0,0.11997,0,0.0,1.97,-17.07,-72.355,1.256,75.888,0.0,1.146,-1.18,4.08,-2.778,-4.493,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.1842
2.3152,0.01211,82.57,T3_safe_insertion,InsertionSequence,PierceEntry,0.1882,0.995,0.55121,1.68245,0.16049,0.55088,1.68383,0.16053,0.52496,1.79101,0.16348,0.5666,1.6864,0.161,0.62329,1.62829,0.15226,0.70203,1.54903,0.17473,0.624,1.629,0.161,0.703,1.55,0.161,201.453,91.394,202.609,190.447,201.867,201.453,90.308,356.807,31.44,0.0,0.12102,0,0.0,2.039,-17.141,-72.102,1.088,75.607,0.0,1.098,-1.161,4.145,-2.679,-4.601,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.2456
2.3665,0.01236,80.89,T3_safe_insertion,InsertionSequence,PierceEntry,0.1964,0.995,0.55179,1.68201,0.16053,0.55145,1.68338,0.16057,0.52537,1.79053,0.16329,0.56718,1.68582,0.161,0.62325,1.62825,0.15227,0.70197,1.54897,0.17472,0.624,1.629,0.161,0.703,1.55,0.161,200.728,90.668,201.885,189.831,201.135,200.728,89.581,356.248,31.349,0.0,0.12272,0,0.0,2.095,-17.2,-71.887,0.953,75.367,0.0,1.071,-1.17,4.236,-2.629,-4.698,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.2969
2.4173,0.01206,82.95,T3_safe_insertion,InsertionSequence,PierceEntry,0.2045,0.995,0.55236,1.68155,0.16057,0.55202,1.68293,0.1606,0.52578,1.79004,0.16311,0.56775,1.68525,0.161,0.62321,1.62821,0.15228,0.70191,1.54891,0.17471,0.624,1.629,0.161,0.703,1.55,0.161,199.996,89.938,201.155,189.205,200.397,199.996,88.849,355.678,31.258,0.0,0.12383,0,0.0,2.148,-17.259,-71.67,0.822,75.126,0.0,1.024,-1.179,4.316,-2.526,-4.785,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.3477
2.4678,0.01231,81.24,T3_safe_insertion,InsertionSequence,PierceEntry,0.2126,0.995,0.55294,1.68109,0.1606,0.5526,1.68246,0.16063,0.52619,1.78954,0.16294,0.56832,1.68468,0.161,0.62316,1.62816,0.15229,0.70185,1.54885,0.1747,0.624,1.629,0.161,0.703,1.55,0.161,199.254,89.197,200.414,188.568,199.649,199.254,88.107,355.095,31.167,0.0,0.1251,0,0.0,2.199,-17.318,-71.45,0.696,74.881,0.0,0.997,-1.185,4.384,-2.472,-4.863,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.3982
2.5182,0.01198,83.5,T3_safe_insertion,InsertionSequence,PierceEntry,0.2207,0.995,0.55352,1.68061,0.16064,0.55318,1.68198,0.16067,0.52661,1.78902,0.16278,0.56889,1.68411,0.161,0.62312,1.62812,0.1523,0.70179,1.54879,0.17469,0.624,1.629,0.161,0.703,1.55,0.161,198.502,88.446,199.664,187.919,198.891,198.502,87.356,354.5,31.076,0.0,0.12631,0,0.0,2.248,-17.378,-71.228,0.574,74.633,0.0,0.954,-1.199,4.463,-2.376,-4.946,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.4486000000000003
2.582,0.01404,71.22,T3_safe_insertion,InsertionSequence,PierceEntry,0.2309,0.995,0.55426,1.67999,0.16069,0.55392,1.68136,0.16071,0.52713,1.78835,0.16258,0.56961,1.68339,0.161,0.62306,1.62806,0.15231,0.70171,1.54871,0.17468,0.624,1.629,0.161,0.703,1.55,0.161,197.537,87.484,198.7,187.084,197.918,197.537,86.392,353.731,30.959,0.0,0.12795,0,0.0,2.307,-17.454,-70.941,0.425,74.314,0.0,0.919,-1.221,4.556,-2.305,-5.034,0.0,0,0,1,project4_multircm_20260714_193548_422.csv,2.5124
