time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,task2_q4_limit_active,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm,log_file,time_rel_s
0.1095,0.08947,11.18,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58672,1.46022,0.19666,0.58633,1.46158,0.19667,0.55642,1.56775,0.19756,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,151.177,175.274,150.672,101.857,148.529,151.177,150.012,158.661,29.271,0.0,0.66047,0,0.0,0.007,3.526,-80.736,0.523,61.478,0.0,0.03,-23.293,5.701,7.199,28.375,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.0
0.1642,0.00571,175.22,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58377,1.47454,0.19415,0.5834,1.47591,0.19418,0.55453,1.58236,0.19576,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,144.948,161.825,144.553,94.332,142.427,144.948,141.605,168.895,29.838,0.0,0.64395,0,0.0,0.004,2.261,-80.43,0.922,62.999,0.0,-0.092,-23.006,5.529,7.334,27.342,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.05470000000000001
0.2259,0.01453,68.82,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.58045,1.49073,0.19133,0.58009,1.4921,0.19136,0.5523,1.59882,0.19375,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,139.467,146.94,139.212,88.193,137.13,139.467,132.094,181.361,30.423,0.0,0.62679,0,0.0,-0.005,0.85,-80.095,1.377,64.652,0.0,-0.183,-22.687,5.281,7.384,26.316,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.11639999999999999
0.2835,0.01489,67.16,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.57737,1.50583,0.18869,0.57703,1.5072,0.18873,0.55013,1.61413,0.1919,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,136.018,133.46,135.906,85.169,133.891,136.018,123.221,193.662,30.92,0.0,0.61168,0,0.0,-0.018,-0.449,-79.794,1.804,66.134,0.0,-0.268,-22.478,5.202,7.443,25.307,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.174
0.3356,0.01359,73.57,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.5746,1.51949,0.18631,0.57426,1.52086,0.18636,0.5481,1.62795,0.19024,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,134.381,121.699,134.407,84.904,132.477,134.381,115.184,205.241,31.328,0.0,0.59814,0,0.0,-0.033,-1.612,-79.53,2.191,67.429,0.0,-0.32,-22.249,5.023,7.439,24.47,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.22610000000000002
0.3917,0.01134,88.19,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.57163,1.53421,0.18376,0.5713,1.53559,0.18382,0.54585,1.64281,0.18847,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,134.259,109.654,134.435,87.258,132.619,134.259,106.519,218.094,31.727,0.0,0.58362,0,0.0,-0.051,-2.854,-79.255,2.603,68.775,0.0,-0.331,-22.008,4.819,7.323,23.598,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.2822
0.4445,0.01089,91.86,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56885,1.54803,0.18138,0.56853,1.54941,0.18144,0.54366,1.65674,0.18681,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,135.7,99.144,136.013,91.766,134.323,135.7,98.382,230.45,32.062,0.0,0.57032,0,0.0,-0.068,-4.01,-79.002,2.984,69.994,0.0,-0.296,-21.834,4.722,7.113,22.762,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.335
0.5039,0.00962,103.92,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56574,1.56359,0.17871,0.56543,1.56496,0.17879,0.54113,1.67239,0.18495,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,139.063,88.587,139.522,99.104,137.987,139.063,89.226,244.629,32.396,0.0,0.55584,0,0.0,-0.084,-5.303,-78.723,3.4,71.315,0.0,-0.261,-21.641,4.609,6.904,21.839,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.39440000000000003
0.5585,0.00847,118.02,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.56289,1.57785,0.17628,0.56259,1.57922,0.17637,0.53874,1.6867,0.18323,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,143.663,80.533,144.244,107.527,142.856,143.663,81.146,257.834,32.662,0.0,0.54153,0,0.0,-0.093,-6.481,-78.471,3.76,72.481,0.0,-0.104,-21.489,4.557,6.394,20.959,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.449
0.6159,0.00949,105.42,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55992,1.59278,0.17377,0.55962,1.59416,0.17387,0.53615,1.70168,0.18142,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,149.889,74.328,150.583,117.698,149.347,149.889,74.709,271.845,32.899,0.0,0.52694,0,0.0,-0.093,-7.712,-78.206,4.109,73.655,0.0,0.074,-21.358,4.586,5.839,20.006,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.5064
0.6698,0.0085,117.71,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55733,1.6063,0.17152,0.55703,1.60767,0.17162,0.53382,1.7152,0.17983,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,156.526,71.082,157.311,127.771,156.207,156.526,71.214,284.631,33.067,0.0,0.47286,0,0.0,-0.105,-8.819,-77.968,4.449,74.661,0.0,-0.258,-19.502,4.239,6.078,17.283,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.5602999999999999
0.7246,0.0081,123.5,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55506,1.61835,0.16953,0.55477,1.61973,0.16964,0.53172,1.72724,0.17842,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,163.187,70.385,164.043,137.31,163.049,163.187,70.276,296.119,33.183,0.0,0.39897,0,0.0,-0.111,-9.808,-77.748,4.738,75.516,0.0,0.018,-16.883,3.908,4.569,14.19,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.6151
0.7806,0.00916,109.19,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55308,1.62893,0.16782,0.55278,1.63031,0.16794,0.52984,1.73781,0.17715,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,169.567,71.566,170.478,146.041,169.573,169.567,71.25,306.266,33.259,0.0,0.33713,0,0.0,-0.102,-10.684,-77.539,4.951,76.233,0.0,0.307,-14.642,3.64,3.157,11.637,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.6710999999999999
0.8362,0.00756,132.35,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.55139,1.63795,0.1664,0.55109,1.63933,0.16652,0.5282,1.74682,0.17602,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,175.36,73.841,176.312,153.709,175.478,175.36,73.361,314.965,33.302,0.0,0.28873,0,0.0,-0.077,-11.44,-77.343,5.09,76.816,0.0,0.553,-12.837,3.465,1.995,9.622,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.7267
0.8909,0.00976,102.51,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54996,1.64557,0.16523,0.54967,1.64695,0.16536,0.52679,1.75442,0.17503,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,180.476,76.59,181.461,160.317,180.68,180.476,75.986,322.339,33.321,0.0,0.24523,0,0.0,-0.04,-12.088,-77.159,5.165,77.283,0.0,0.787,-11.147,3.305,0.909,7.797,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.7814
0.9475,0.00928,107.81,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.5487,1.65233,0.16423,0.54841,1.65371,0.16435,0.52552,1.76118,0.1741,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,185.178,79.601,186.189,166.277,185.451,185.178,78.898,328.912,33.323,0.0,0.21096,0,0.0,0.011,-12.675,-76.974,5.187,77.676,0.0,0.99,-9.76,3.242,-0.013,6.274,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.838
1.002,0.00841,118.97,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54765,1.65794,0.16342,0.54736,1.65931,0.16355,0.52445,1.76678,0.17329,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,189.181,82.459,190.212,171.279,189.507,189.181,81.684,334.381,33.312,0.0,0.1844,0,0.0,0.07,-13.174,-76.799,5.164,77.982,0.0,1.142,-8.61,3.204,-0.731,5.039,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.8925
1.0583,0.00913,109.58,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54672,1.66289,0.16274,0.54643,1.66427,0.16286,0.52349,1.77173,0.17252,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,192.795,85.233,193.844,175.746,193.164,192.795,84.4,339.234,33.291,0.0,0.1636,0,0.0,0.139,-13.627,-76.62,5.102,78.233,0.0,1.292,-7.629,3.211,-1.395,3.967,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,0.9488
1.1138,0.00982,101.88,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54594,1.66708,0.16218,0.54564,1.66846,0.1623,0.52267,1.77593,0.17182,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,195.903,87.741,196.966,179.554,196.305,195.903,86.864,343.353,33.264,0.0,0.14773,0,0.0,0.214,-14.024,-76.443,5.009,78.427,0.0,1.398,-6.798,3.226,-1.901,3.074,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.0043
1.1699,0.0091,109.93,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.54525,1.67072,0.16172,0.54496,1.67209,0.16184,0.52195,1.77957,0.17117,0.55329,1.69971,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,198.637,90.03,199.712,182.882,199.066,198.637,89.116,346.941,33.231,0.0,0.13513,0,0.0,0.296,-14.382,-76.263,4.889,78.577,0.0,1.484,-6.052,3.21,-2.327,2.322,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.0604
1.2249,0.00747,133.84,T3_safe_insertion,InsertionSequence,PierceEntry,0.0073,0.995,0.54471,1.67375,0.16135,0.54441,1.67512,0.16147,0.52135,1.78261,0.17058,0.55381,1.6992,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,200.923,91.99,202.007,185.661,201.372,200.923,91.048,349.935,33.193,0.0,0.12383,0,0.0,0.379,-14.693,-76.088,4.75,78.681,0.0,1.535,-5.356,3.192,-2.616,1.501,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.1154000000000002
1.282,0.01002,99.82,T3_safe_insertion,InsertionSequence,PierceEntry,0.0164,0.995,0.54431,1.67635,0.16105,0.54402,1.67773,0.16116,0.52089,1.78522,0.17001,0.55445,1.69855,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,202.844,93.658,203.937,188.027,203.31,202.844,92.693,352.501,33.142,0.0,0.11471,0,0.0,0.47,-14.976,-75.906,4.588,78.738,0.0,1.61,-4.637,3.143,-2.963,0.67,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.1725
1.3377,0.00971,102.95,T3_safe_insertion,InsertionSequence,PierceEntry,0.0253,0.995,0.54408,1.67844,0.16081,0.54379,1.67982,0.16092,0.52057,1.78732,0.16948,0.55508,1.69792,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,204.33,94.956,205.431,189.893,204.808,204.33,93.972,354.542,33.082,0.0,0.10945,0,0.0,0.561,-15.217,-75.73,4.416,78.751,0.0,1.646,-4.068,3.155,-3.18,-0.045,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.2282
1.3923,0.01008,99.2,T3_safe_insertion,InsertionSequence,PierceEntry,0.0341,0.995,0.54398,1.68011,0.16063,0.54368,1.68149,0.16074,0.52038,1.78899,0.169,0.5557,1.6973,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,205.464,95.947,206.57,191.356,205.951,205.464,94.948,356.162,33.015,0.0,0.10676,0,0.0,0.651,-15.424,-75.557,4.237,78.73,0.0,1.666,-3.6,3.181,-3.339,-0.644,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.2828000000000002
1.4474,0.00979,102.14,T3_safe_insertion,InsertionSequence,PierceEntry,0.0429,0.995,0.54399,1.68148,0.16049,0.54369,1.68286,0.16059,0.52027,1.79036,0.16854,0.55632,1.69668,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,206.327,96.698,207.438,192.515,206.822,206.327,95.686,357.468,32.942,0.0,0.10586,0,0.0,0.743,-15.609,-75.382,4.05,78.678,0.0,1.678,-3.195,3.222,-3.464,-1.178,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.3379
1.5029,0.00918,108.96,T3_safe_insertion,InsertionSequence,PierceEntry,0.0518,0.995,0.54409,1.68257,0.16038,0.54379,1.68395,0.16048,0.52025,1.79145,0.1681,0.55695,1.69605,0.161,0.624,1.629,0.15221,0.703,1.55,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,206.949,97.231,208.066,193.405,207.449,206.949,96.208,358.496,32.864,0.0,0.10489,0,0.0,0.836,-15.774,-75.204,3.856,78.599,0.0,1.663,-2.826,3.226,-3.511,-1.62,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.3934
1.5604,0.00998,100.23,T3_safe_insertion,InsertionSequence,PierceEntry,0.061,0.995,0.54427,1.68345,0.1603,0.54397,1.68483,0.1604,0.52031,1.79232,0.16767,0.5576,1.6954,0.161,0.62395,1.62895,0.15221,0.70293,1.54993,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.372,97.58,208.493,194.092,207.868,207.372,96.548,359.301,32.779,0.0,0.10497,0,0.0,0.931,-15.926,-75.017,3.652,78.492,0.0,1.641,-2.514,3.255,-3.535,-2.017,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.4509
1.6174,0.00963,103.88,T3_safe_insertion,InsertionSequence,PierceEntry,0.0701,0.995,0.54453,1.6841,0.16025,0.54423,1.68548,0.16034,0.52043,1.79296,0.16726,0.55825,1.69475,0.161,0.6239,1.6289,0.15221,0.70286,1.54986,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.593,97.744,208.718,194.552,208.085,207.593,96.703,359.87,32.691,0.0,0.10526,0,0.0,1.025,-16.061,-74.831,3.45,78.365,0.0,1.617,-2.239,3.268,-3.54,-2.351,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.5079
1.6718,0.00965,103.67,T3_safe_insertion,InsertionSequence,PierceEntry,0.0788,0.995,0.54484,1.68454,0.16021,0.54453,1.68592,0.1603,0.52059,1.7934,0.1669,0.55886,1.69414,0.161,0.62385,1.62885,0.15221,0.7028,1.5498,0.1748,0.624,1.629,0.161,0.703,1.55,0.161,207.648,97.754,208.777,194.817,208.135,207.648,96.707,360.233,32.606,0.0,0.10657,0,0.0,1.112,-16.176,-74.65,3.256,78.227,0.0,1.605,-2.028,3.305,-3.566,-2.638,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.5623
1.7275,0.00852,117.4,T3_safe_insertion,InsertionSequence,PierceEntry,0.0877,0.995,0.5452,1.68485,0.1602,0.54489,1.68622,0.16028,0.52081,1.79369,0.16654,0.55949,1.69351,0.161,0.6238,1.6288,0.15221,0.70273,1.54973,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,207.569,97.639,208.701,194.937,208.051,207.569,96.586,360.448,32.516,0.0,0.10827,0,0.0,1.2,-16.284,-74.463,3.059,78.07,0.0,1.571,-1.86,3.39,-3.534,-2.929,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.618
1.7814,0.00952,105.0,T3_safe_insertion,InsertionSequence,PierceEntry,0.0963,0.995,0.54559,1.68501,0.16019,0.54528,1.68639,0.16027,0.52106,1.79384,0.16621,0.5601,1.6929,0.161,0.62376,1.62876,0.15221,0.70266,1.54966,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,207.381,97.422,208.515,194.928,207.857,207.381,96.364,360.526,32.427,0.0,0.10896,0,0.0,1.284,-16.38,-74.278,2.87,77.905,0.0,1.527,-1.712,3.434,-3.468,-3.145,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.6719000000000002
1.8366,0.00772,129.59,T3_safe_insertion,InsertionSequence,PierceEntry,0.1052,0.995,0.54603,1.68508,0.1602,0.54572,1.68645,0.16027,0.52134,1.79389,0.16589,0.56073,1.69228,0.161,0.62371,1.62871,0.15222,0.7026,1.5496,0.17479,0.624,1.629,0.161,0.703,1.55,0.161,207.089,97.107,208.226,194.808,207.559,207.089,96.044,360.491,32.336,0.0,0.11045,0,0.0,1.367,-16.47,-74.087,2.68,77.724,0.0,1.492,-1.584,3.495,-3.42,-3.376,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.7271
1.8926,0.01005,99.49,T3_safe_insertion,InsertionSequence,PierceEntry,0.1141,0.995,0.54651,1.68504,0.16021,0.54619,1.68642,0.16028,0.52166,1.79384,0.16558,0.56136,1.69164,0.161,0.62366,1.62866,0.15222,0.70253,1.54953,0.17478,0.624,1.629,0.161,0.703,1.55,0.161,206.705,96.703,207.845,194.589,207.169,206.705,95.637,360.354,32.242,0.0,0.11145,0,0.0,1.45,-16.556,-73.889,2.49,77.529,0.0,1.455,-1.484,3.552,-3.366,-3.537,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.7831000000000001
1.9493,0.00883,113.19,T3_safe_insertion,InsertionSequence,PierceEntry,0.1232,0.995,0.54702,1.68492,0.16023,0.5467,1.6863,0.1603,0.52201,1.79369,0.16528,0.562,1.691,0.161,0.62361,1.62861,0.15222,0.70246,1.54947,0.17478,0.624,1.629,0.161,0.703,1.55,0.161,206.239,96.222,207.381,194.28,206.697,206.239,95.152,360.126,32.146,0.0,0.11269,0,0.0,1.53,-16.637,-73.685,2.302,77.322,0.0,1.405,-1.399,3.629,-3.276,-3.722,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.8398
2.0034,0.00759,131.81,T3_safe_insertion,InsertionSequence,PierceEntry,0.1319,0.995,0.54753,1.68474,0.16026,0.54721,1.68611,0.16032,0.52236,1.79348,0.16501,0.56261,1.69039,0.161,0.62356,1.62856,0.15223,0.7024,1.5494,0.17477,0.624,1.629,0.161,0.703,1.55,0.161,205.731,95.702,206.876,193.916,206.183,205.731,94.63,359.836,32.053,0.0,0.11358,0,0.0,1.605,-16.71,-73.487,2.127,77.115,0.0,1.366,-1.315,3.667,-3.205,-3.877,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.8939000000000001
2.0609,0.0102,98.01,T3_safe_insertion,InsertionSequence,PierceEntry,0.1411,0.995,0.54809,1.68448,0.16029,0.54777,1.68585,0.16035,0.52276,1.7932,0.16473,0.56326,1.68974,0.161,0.62351,1.62851,0.15223,0.70233,1.54933,0.17477,0.624,1.629,0.161,0.703,1.55,0.161,205.135,95.097,206.282,193.466,205.58,205.135,94.021,359.461,31.955,0.0,0.11551,0,0.0,1.682,-16.785,-73.272,1.945,76.887,0.0,1.326,-1.292,3.788,-3.135,-4.025,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,1.9514000000000002
2.1168,0.00973,102.78,T3_safe_insertion,InsertionSequence,PierceEntry,0.15,0.995,0.54866,1.68417,0.16033,0.54834,1.68555,0.16038,0.52315,1.79287,0.16447,0.5639,1.6891,0.161,0.62347,1.62847,0.15224,0.70227,1.54927,0.17476,0.624,1.629,0.161,0.703,1.55,0.161,204.508,94.461,205.656,192.974,204.946,204.508,93.384,359.041,31.858,0.0,0.11708,0,0.0,1.755,-16.855,-73.059,1.773,76.658,0.0,1.282,-1.26,3.881,-3.051,-4.17,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.0073
2.1718,0.00909,109.99,T3_safe_insertion,InsertionSequence,PierceEntry,0.1588,0.995,0.54923,1.68383,0.16036,0.54891,1.6852,0.16041,0.52356,1.79249,0.16423,0.56452,1.68848,0.161,0.62342,1.62842,0.15225,0.7022,1.5492,0.17475,0.624,1.629,0.161,0.703,1.55,0.161,203.849,93.798,205.0,192.446,204.281,203.849,92.718,358.58,31.763,0.0,0.11714,0,0.0,1.824,-16.922,-72.846,1.609,76.426,0.0,1.234,-1.204,3.9,-2.955,-4.259,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.0623
2.2292,0.0093,107.58,T3_safe_insertion,InsertionSequence,PierceEntry,0.168,0.995,0.54984,1.68343,0.1604,0.54952,1.6848,0.16045,0.52399,1.79206,0.16399,0.56517,1.68783,0.161,0.62337,1.62837,0.15225,0.70213,1.54913,0.17475,0.624,1.629,0.161,0.703,1.55,0.161,203.126,93.071,204.278,191.853,203.55,203.126,91.988,358.057,31.662,0.0,0.1187,0,0.0,1.894,-16.99,-72.619,1.441,76.176,0.0,1.194,-1.19,3.991,-2.876,-4.383,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.1197
2.2835,0.00815,122.77,T3_safe_insertion,InsertionSequence,PierceEntry,0.1767,0.995,0.55043,1.68302,0.16044,0.5501,1.68439,0.16048,0.52441,1.79161,0.16377,0.56578,1.68722,0.161,0.62332,1.62832,0.15226,0.70207,1.54907,0.17474,0.624,1.629,0.161,0.703,1.55,0.161,202.411,92.354,203.565,191.26,202.829,202.411,91.27,357.528,31.567,0.0,0.11995,0,0.0,1.957,-17.054,-72.401,1.288,75.934,0.0,1.147,-1.179,4.074,-2.779,-4.495,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.174
2.3397,0.00903,110.8,T3_safe_insertion,InsertionSequence,PierceEntry,0.1857,0.995,0.55105,1.68256,0.16048,0.55072,1.68394,0.16052,0.52485,1.79113,0.16355,0.56642,1.68658,0.161,0.62327,1.62827,0.15227,0.702,1.549,0.17473,0.624,1.629,0.161,0.703,1.55,0.161,201.646,91.587,202.801,190.617,202.057,201.646,90.502,356.949,31.467,0.0,0.12147,0,0.0,2.02,-17.12,-72.169,1.134,75.678,0.0,1.114,-1.177,4.159,-2.714,-4.598,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.2302
2.3946,0.00816,122.6,T3_safe_insertion,InsertionSequence,PierceEntry,0.1945,0.995,0.55166,1.68209,0.16052,0.55133,1.68347,0.16056,0.52529,1.79062,0.16334,0.56704,1.68596,0.161,0.62323,1.62823,0.15228,0.70194,1.54894,0.17472,0.624,1.629,0.161,0.703,1.55,0.161,200.877,90.818,202.034,189.965,201.281,200.877,89.731,356.359,31.37,0.0,0.12224,0,0.0,2.08,-17.183,-71.94,0.988,75.423,0.0,1.075,-1.163,4.21,-2.634,-4.679,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.2851
2.4503,0.00904,110.6,T3_safe_insertion,InsertionSequence,PierceEntry,0.2034,0.995,0.55229,1.6816,0.16056,0.55196,1.68297,0.16059,0.52574,1.79009,0.16315,0.56767,1.68533,0.161,0.62318,1.62818,0.15228,0.70187,1.54887,0.17471,0.624,1.629,0.161,0.703,1.55,0.161,200.077,90.019,201.236,189.283,200.475,200.077,88.931,355.738,31.27,0.0,0.12377,0,0.0,2.139,-17.248,-71.703,0.844,75.159,0.0,1.033,-1.176,4.305,-2.546,-4.777,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.3407999999999998
2.509,0.01043,95.88,T3_safe_insertion,InsertionSequence,PierceEntry,0.2128,0.995,0.55296,1.68106,0.1606,0.55262,1.68243,0.16063,0.52621,1.78951,0.16294,0.56833,1.68467,0.161,0.62313,1.62813,0.15229,0.7018,1.5488,0.1747,0.624,1.629,0.161,0.703,1.55,0.161,199.218,89.161,200.378,188.546,199.608,199.218,88.071,355.063,31.164,0.0,0.12497,0,0.0,2.198,-17.317,-71.449,0.698,74.875,0.0,0.992,-1.184,4.382,-2.459,-4.861,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.3994999999999997
2.5643,0.0114,87.69,T3_safe_insertion,InsertionSequence,PierceEntry,0.2216,0.995,0.5536,1.68054,0.16064,0.55326,1.68191,0.16067,0.52667,1.78894,0.16276,0.56896,1.68404,0.161,0.62308,1.62808,0.1523,0.70173,1.54874,0.17468,0.624,1.629,0.161,0.703,1.55,0.161,198.395,88.34,199.556,187.836,198.778,198.395,87.249,354.412,31.064,0.0,0.12656,0,0.0,2.252,-17.382,-71.204,0.564,74.603,0.0,0.961,-1.202,4.47,-2.395,-4.949,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.4547999999999996
2.6219,0.00938,106.65,T3_safe_insertion,InsertionSequence,PierceEntry,0.2308,0.995,0.55427,1.67998,0.16068,0.55392,1.68135,0.16071,0.52714,1.78834,0.16258,0.56961,1.68339,0.161,0.62303,1.62803,0.15231,0.70167,1.54867,0.17467,0.624,1.629,0.161,0.703,1.55,0.161,197.523,87.471,198.686,187.081,197.9,197.523,86.379,353.717,30.959,0.0,0.12804,0,0.0,2.306,-17.451,-70.945,0.429,74.314,0.0,0.921,-1.216,4.554,-2.309,-5.042,0.0,0,0,1,project4_multircm_20260716_121041_177.csv,2.5124
