time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.09680,0.07680,13.02010,ApproachEntry,Double,757.29660,563.35420,91.75002,879.01250,879.01250,0.00000,757.29660,88.24998,81.24998,0.00000,0.00000,0.15601,1.00000,6,6,1,0.68060,1.22472,0.04515,1.01241,1.42840,0.13692,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.06301,25.75862,-27.00000,22.67546,25.33015,27.00000
0.14760,0.02526,39.58112,ApproachEntry,Double,867.58970,631.24340,109.19430,1004.13000,1004.13000,0.00000,867.58970,70.80575,63.80575,0.00000,0.00000,0.15601,1.00000,6,6,1,0.63719,1.26395,-0.02059,0.89675,1.56373,0.03194,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-0.03494,37.02235,-45.00000,40.67546,43.33015,45.00000
0.19335,0.02141,46.71777,ApproachEntry,Double,417.65410,302.35470,94.73299,551.57570,551.57570,0.00000,417.65410,85.26701,78.26701,0.00000,0.00000,0.15601,1.00000,6,6,1,0.56876,0.88914,0.01374,0.88101,1.10558,0.13887,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-2.19057,23.18256,-63.00000,58.67546,50.75466,63.00000
0.23470,0.02217,45.11532,ApproachEntry,Double,337.23760,353.65340,84.65863,481.03110,481.03110,0.00000,337.23760,84.65863,77.65863,0.00000,0.00000,0.15601,1.00000,6,6,1,0.47163,0.87118,0.02172,0.82006,1.02740,0.14088,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-7.11171,33.59185,-81.00000,59.90064,32.75466,68.99791
0.27483,0.01866,53.58844,ApproachEntry,Double,230.89090,447.52830,60.46599,387.11650,387.11650,0.00000,230.89090,60.46599,53.46599,0.00000,0.00000,0.15601,1.00000,6,6,1,0.37382,0.92410,0.00421,0.75999,0.91767,0.10827,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-12.39200,51.59185,-99.00000,41.90064,14.75466,50.99791
0.31562,0.02457,40.70556,ApproachEntry,Double,289.53170,516.84940,47.32668,443.22800,443.22800,0.00000,289.53170,47.32668,40.32668,0.00000,0.00000,0.15601,1.00000,6,6,1,0.39551,1.07907,0.01425,0.77582,0.98412,0.09397,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-13.18760,63.19907,-91.25295,23.90064,-3.24534,32.99791
0.35608,0.01250,79.98558,ApproachEntry,Double,120.71870,424.80580,20.76968,271.26770,271.26770,0.00000,120.71870,20.76968,13.76968,0.00000,0.00000,0.15601,1.00000,6,6,1,0.50708,1.06985,0.02294,0.81578,0.81549,0.02511,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-8.91750,49.22839,-64.25295,-3.09936,-30.24534,30.88181
0.38995,0.01059,94.46277,ApproachEntry,Double,121.92940,419.57510,9.68672,260.49150,260.49150,0.00000,121.92940,9.68672,2.68672,0.00000,0.00000,0.15601,1.00000,6,6,1,0.54331,1.09241,0.04411,0.74940,0.75605,-0.02210,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-6.51046,36.33852,-37.25295,-30.09936,-57.18568,53.45214
0.43067,0.01348,74.20979,AlignAtEntry,Double,49.27027,49.27027,1.59434,208.11110,208.11110,0.00000,49.27027,1.59434,0.00000,0.00000,0.00000,1.00000,1.00000,6,6,1,0.60541,1.09105,0.05628,0.81196,0.74856,0.06220,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-4.00524,25.96888,-20.73782,-41.23462,-53.96082,53.18851
0.47544,0.01790,55.85950,InsertToTarget,Double,1.55125,1.48773,0.28462,160.81760,160.81760,0.00251,1.48946,0.28462,0.00000,0.00000,0.00000,0.99900,1.00000,6,6,1,0.62115,1.04657,0.05967,0.82032,0.69968,0.06148,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.64708,21.11400,-17.52766,-43.43019,-51.87180,54.55636
