time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.10085,0.08085,12.36918,ApproachEntry,Double,410.60930,306.63370,94.18493,545.88250,545.88250,0.00000,410.60930,85.81507,78.81507,0.00000,0.00000,0.15601,1.00000,6,6,1,0.55725,0.88548,0.01804,0.87150,1.09867,0.14371,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-2.80351,24.14890,-64.79998,60.12848,48.68184,64.79998
0.13262,0.03177,31.47436,ApproachEntry,Double,307.87170,376.68720,77.96951,453.28310,453.28310,0.00000,307.87170,77.96951,70.96951,0.00000,0.00000,0.15601,1.00000,6,6,1,0.44600,0.88474,0.02051,0.81086,0.99721,0.13980,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-8.66127,38.48775,-86.40002,55.15462,27.08184,63.99782
0.16530,0.00889,112.47000,ApproachEntry,Double,101.68000,403.73370,15.56872,243.68820,243.68820,0.00000,101.68000,15.56872,8.56872,0.00000,0.00000,0.15601,1.00000,6,6,1,0.52499,1.05752,0.02358,0.80516,0.77383,-0.00833,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-8.00920,44.89997,-57.39407,-9.64537,-37.71814,36.31588
0.20709,0.01397,71.60645,InsertToTarget,Double,0.88952,0.82174,0.15195,160.90750,160.90750,0.00196,0.82245,0.15195,0.00000,0.00000,0.00000,0.99922,1.00000,6,6,1,0.62141,1.04683,0.05985,0.82023,0.69974,0.06082,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.62930,20.78382,-16.88625,-43.59604,-52.30720,54.92498
0.25705,0.02117,47.22738,InsertToTarget,Double,1.51247,0.42592,0.07133,159.79500,159.79500,0.00895,0.42763,0.07133,0.00000,0.00000,0.00000,0.99640,1.00000,6,6,1,0.62214,1.04597,0.05995,0.82073,0.69875,0.06043,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.60415,20.51072,-16.52163,-43.85197,-52.29679,55.22161
0.29905,0.01556,64.27286,InsertToTarget,Double,2.40314,0.19643,0.03426,158.85030,158.85030,0.01483,0.19776,0.03426,0.00000,0.00000,0.00000,0.99402,1.00000,6,6,1,0.62267,1.04518,0.05997,0.82119,0.69792,0.06020,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.58734,20.34010,-16.31985,-43.96468,-52.26826,55.35067
0.33854,0.01238,80.79767,InsertToTarget,Double,3.28692,0.11286,0.00000,157.96030,157.96030,0.02036,0.11393,0.00000,0.00000,0.00000,0.00000,0.99179,1.00000,6,6,1,0.62313,1.04442,0.05998,0.82163,0.69715,0.06011,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.57306,20.20250,-16.17051,-44.03292,-52.23368,55.41539
0.37589,0.01221,81.90841,InsertToTarget,Double,4.12826,0.07996,0.00000,157.11770,157.11770,0.02559,0.08093,0.00000,0.00000,0.00000,0.00000,0.98969,1.00000,6,6,1,0.62356,1.04370,0.05999,0.82205,0.69642,0.06008,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.56011,20.08064,-16.04393,-44.08382,-52.19830,55.45624
0.43315,0.03366,29.71102,InsertToTarget,Double,5.42018,0.07337,0.01978,155.82550,155.82550,0.03360,0.07459,0.01978,0.00000,0.00000,0.00000,0.98646,1.00000,6,6,1,0.62419,1.04256,0.05997,0.82268,0.69529,0.06007,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.54137,19.90958,-15.87768,-44.13601,-52.14124,55.48568
0.47585,0.01486,67.28972,InsertToTarget,Double,6.38410,0.06688,0.00000,154.86150,154.86150,0.03958,0.06816,0.00000,0.00000,0.00000,0.00000,0.98405,1.00000,6,6,1,0.62468,1.04174,0.05998,0.82316,0.69446,0.06007,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.52634,19.76647,-15.72649,-44.20031,-52.09821,55.53468
