time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.07932,0.05932,16.85713,ApproachEntry,Double,757.29660,563.35420,91.75002,879.01250,879.01250,0.00000,757.29660,88.24998,81.24998,0.00000,0.00000,0.15601,1.00000,6,6,1,0.68060,1.22472,0.04515,1.01241,1.42840,0.13692,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.06301,25.75862,-27.00000,22.67546,25.33015,27.00000
0.11917,0.01090,91.71850,ApproachEntry,Double,621.88450,419.97470,103.21400,755.45920,755.45920,0.00000,621.88450,76.78601,69.78601,0.00000,0.00000,0.15601,1.00000,6,6,1,0.62532,1.04765,-0.00078,0.90847,1.31477,0.09126,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-0.29867,28.02235,-54.00000,49.67546,52.33015,54.00000
0.15920,0.01013,98.76315,ApproachEntry,Double,295.09070,398.71920,73.31950,442.47040,442.47040,0.00000,295.09070,73.31950,66.31950,0.00000,0.00000,0.15601,1.00000,6,6,1,0.42709,0.90308,0.01992,0.80121,0.98463,0.13558,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-9.83033,42.59185,-90.00000,50.90064,23.75466,59.99791
0.20415,0.01627,61.47632,ApproachEntry,Double,289.53170,516.84940,47.32668,443.22800,443.22800,0.00000,289.53170,47.32668,40.32668,0.00000,0.00000,0.15601,1.00000,6,6,1,0.39551,1.07907,0.01425,0.77582,0.98412,0.09397,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-13.18760,63.19907,-91.25295,23.90064,-3.24534,32.99791
0.24600,0.01454,68.75287,ApproachEntry,Double,120.71870,424.80580,20.76968,271.26770,271.26770,0.00000,120.71870,20.76968,13.76968,0.00000,0.00000,0.15601,1.00000,6,6,1,0.50708,1.06985,0.02294,0.81578,0.81549,0.02511,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-8.91750,49.22839,-64.25295,-3.09936,-30.24534,30.88181
0.28667,0.01388,72.02462,ApproachEntry,Double,121.92940,419.57510,9.68672,260.49150,260.49150,0.00000,121.92940,9.68672,2.68672,0.00000,0.00000,0.15601,1.00000,6,6,1,0.54331,1.09241,0.04411,0.74940,0.75605,-0.02210,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-6.51046,36.33852,-37.25295,-30.09936,-57.18568,53.45214
0.32347,0.01203,83.10675,AlignAtEntry,Double,49.27027,49.27027,1.59434,208.11110,208.11110,0.00000,49.27027,1.59434,0.00000,0.00000,0.00000,1.00000,1.00000,6,6,1,0.60541,1.09105,0.05628,0.81196,0.74856,0.06220,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-4.00524,25.96888,-20.73782,-41.23462,-53.96082,53.18851
0.35357,0.01208,82.79848,InsertToTarget,Double,1.51913,1.48781,0.28393,160.94920,160.94920,0.00169,1.48894,0.28393,0.00000,0.00000,0.00000,0.99933,1.00000,6,6,1,0.62109,1.04668,0.05968,0.82026,0.69980,0.06148,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.64885,21.12930,-17.54088,-43.42824,-51.87745,54.55708
0.38972,0.01224,81.68236,InsertToTarget,Double,1.34974,0.77703,0.12667,160.14500,160.14500,0.00675,0.77934,0.12667,0.00000,0.00000,0.00000,0.99728,1.00000,6,6,1,0.62189,1.04623,0.05993,0.82058,0.69906,0.06078,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.61863,20.75479,-16.96238,-43.89082,-51.93144,55.12411
0.42267,0.03295,30.35095,InsertToTarget,Double,1.92738,0.56318,0.09279,159.40380,159.40380,0.01137,0.56605,0.09279,0.00000,0.00000,0.00000,0.99542,1.00000,6,6,1,0.62229,1.04560,0.05994,0.82093,0.69841,0.06057,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.60593,20.62709,-16.81455,-43.96803,-51.91236,55.21769
0.45494,0.00918,108.95970,InsertToTarget,Double,2.57742,0.24214,0.03956,158.67950,158.67950,0.01588,0.24386,0.03956,0.00000,0.00000,0.00000,0.99360,1.00000,6,6,1,0.62275,1.04503,0.05997,0.82128,0.69778,0.06024,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.59111,20.46572,-16.60574,-44.10228,-51.89968,55.38635
0.49138,0.00858,116.60860,InsertToTarget,Double,3.38695,0.09188,0.01978,157.85950,157.85950,0.02099,0.09277,0.01978,0.00000,0.00000,0.00000,0.99154,1.00000,6,6,1,0.62319,1.04434,0.05999,0.82168,0.69706,0.06009,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.57728,20.32783,-16.44849,-44.18264,-51.87201,55.47385
0.52521,0.00890,112.33480,InsertToTarget,Double,4.14879,0.05232,0.00000,157.09670,157.09670,0.02572,0.05295,0.00000,0.00000,0.00000,0.00000,0.98963,1.00000,6,6,1,0.62358,1.04368,0.05999,0.82206,0.69640,0.06005,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.56554,20.21652,-16.33206,-44.22955,-51.84101,55.51310
