time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.08272,0.06272,15.94500,ApproachEntry,Double,757.29660,563.35420,91.75002,879.01250,879.01250,0.00000,757.29660,88.24998,81.24998,0.00000,0.00000,0.15601,1.00000,6,6,1,0.68060,1.22472,0.04515,1.01241,1.42840,0.13692,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.06301,25.75862,-27.00000,22.67546,25.33015,27.00000
0.12586,0.01357,73.69798,ApproachEntry,Double,621.88450,419.97470,103.21400,755.45920,755.45920,0.00000,621.88450,76.78601,69.78601,0.00000,0.00000,0.15601,1.00000,6,6,1,0.62532,1.04765,-0.00078,0.90847,1.31477,0.09126,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-0.29867,28.02235,-54.00000,49.67546,52.33015,54.00000
0.16352,0.00874,114.39670,ApproachEntry,Double,295.09070,398.71920,73.31950,442.47040,442.47040,0.00000,295.09070,73.31950,66.31950,0.00000,0.00000,0.15601,1.00000,6,6,1,0.42709,0.90308,0.01992,0.80121,0.98463,0.13558,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-9.83033,42.59185,-90.00000,50.90064,23.75466,59.99791
0.20143,0.01469,68.08133,ApproachEntry,Double,289.53170,516.84940,47.32668,443.22800,443.22800,0.00000,289.53170,47.32668,40.32668,0.00000,0.00000,0.15601,1.00000,6,6,1,0.39551,1.07907,0.01425,0.77582,0.98412,0.09397,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-13.18760,63.19907,-91.25295,23.90064,-3.24534,32.99791
0.23189,0.01759,56.84106,ApproachEntry,Double,197.17680,475.86080,29.37979,348.55540,348.55540,0.00000,197.17680,29.37979,22.37979,0.00000,0.00000,0.15601,1.00000,6,6,1,0.47432,1.10610,0.01925,0.80776,0.89519,0.08507,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-9.96950,56.52867,-73.25295,5.90064,-21.24534,22.80902
0.27214,0.01482,67.46556,ApproachEntry,Double,122.25460,406.14820,13.12928,253.52620,253.52620,0.00000,122.25460,13.12928,6.12928,0.00000,0.00000,0.15601,1.00000,6,6,1,0.53828,1.07099,0.03463,0.77855,0.75963,-0.03835,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-7.28198,39.80555,-46.25295,-21.09936,-48.24534,48.03878
0.31165,0.01190,84.00210,ApproachEntry,Double,133.39230,470.95920,0.24629,294.62010,294.62010,0.00000,133.39230,0.24629,0.00000,0.00000,0.00000,0.15601,1.00000,6,6,1,0.55363,1.16208,0.05925,0.75245,0.81500,0.05757,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-5.47756,33.76888,-25.46525,-42.12599,-60.75683,56.63744
0.35039,0.00994,100.59130,InsertToTarget,Double,1.51010,1.48787,0.28324,160.99730,160.99730,0.00139,1.48876,0.28324,0.00000,0.00000,0.00000,0.99945,1.00000,6,6,1,0.62107,1.04673,0.05968,0.82023,0.69984,0.06148,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.64951,21.13490,-17.54571,-43.42748,-51.87952,54.55731
0.38346,0.01155,86.60862,InsertToTarget,Double,1.25300,0.77355,0.12667,160.26280,160.26280,0.00602,0.77559,0.12667,0.00000,0.00000,0.00000,0.99758,1.00000,6,6,1,0.62184,1.04633,0.05993,0.82052,0.69917,0.06077,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.62030,20.76966,-16.97628,-43.88734,-51.93662,55.12326
0.42886,0.03293,30.36971,InsertToTarget,Double,2.04486,0.40947,0.06853,159.24270,159.24270,0.01238,0.41177,0.06853,0.00000,0.00000,0.00000,0.99501,1.00000,6,6,1,0.62241,1.04549,0.05995,0.82100,0.69826,0.06041,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.60188,20.57954,-16.74753,-44.01665,-51.91421,55.28542
0.46116,0.01012,98.80029,InsertToTarget,Double,2.73504,0.18786,0.03426,158.51680,158.51680,0.01690,0.18930,0.03426,0.00000,0.00000,0.00000,0.99319,1.00000,6,6,1,0.62284,1.04490,0.05998,0.82136,0.69763,0.06019,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.58811,20.43446,-16.56766,-44.12427,-51.89575,55.41324
0.49855,0.00945,105.76650,InsertToTarget,Double,3.57122,0.07966,0.00000,157.67490,157.67490,0.02213,0.08048,0.00000,0.00000,0.00000,0.00000,0.99108,1.00000,6,6,1,0.62329,1.04418,0.05999,0.82177,0.69690,0.06008,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.57443,20.30069,-16.41994,-44.19393,-51.86496,55.48371
0.53766,0.01017,98.33701,InsertToTarget,Double,4.45332,0.05392,0.00000,156.79220,156.79220,0.02761,0.05463,0.00000,0.00000,0.00000,0.00000,0.98887,1.00000,6,6,1,0.62373,1.04342,0.05999,0.82221,0.69613,0.06005,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.56108,20.17537,-16.29130,-44.24249,-51.82811,55.52055
0.56949,0.01093,91.47254,InsertToTarget,Double,5.17169,0.05148,0.00000,156.07370,156.07370,0.03207,0.05227,0.00000,0.00000,0.00000,0.00000,0.98707,1.00000,6,6,1,0.62409,1.04279,0.05999,0.82256,0.69551,0.06005,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.55042,20.07629,-16.19178,-44.27716,-51.79698,55.54300
0.60334,0.01119,89.35390,InsertToTarget,Double,5.93581,0.05387,0.00000,155.30960,155.30960,0.03680,0.05483,0.00000,0.00000,0.00000,0.00000,0.98516,1.00000,6,6,1,0.62447,1.04213,0.05999,0.82294,0.69485,0.06005,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.53911,19.97122,-16.08647,-44.31362,-51.76339,55.56570
0.63825,0.01180,84.74438,InsertToTarget,Double,6.72393,0.05644,0.00000,154.52150,154.52150,0.04169,0.05759,0.00000,0.00000,0.00000,0.00000,0.98319,1.00000,6,6,1,0.62485,1.04145,0.05999,0.82333,0.69416,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.52743,19.86248,-15.97729,-44.35196,-51.72838,55.58976
0.67174,0.00877,114.01100,InsertToTarget,Double,7.48013,0.05938,0.00000,153.76530,153.76530,0.04638,0.06070,0.00000,0.00000,0.00000,0.00000,0.98130,1.00000,6,6,1,0.62523,1.04079,0.05999,0.82371,0.69351,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.51613,19.75635,-15.86937,-44.39180,-51.69443,55.61597
0.70719,0.01028,97.30427,InsertToTarget,Double,8.28052,0.06047,0.00000,152.96490,152.96490,0.05134,0.06197,0.00000,0.00000,0.00000,0.00000,0.97930,1.00000,6,6,1,0.62563,1.04009,0.05999,0.82411,0.69281,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.50426,19.64532,-15.75752,-44.43201,-51.65814,55.64167
