time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.15977,0.13977,7.15439,ApproachEntry,Double,757.29660,563.35420,91.75002,879.01250,879.01250,0.00000,757.29660,88.24998,81.24998,0.00000,0.00000,0.15601,1.00000,6,6,1,0.68060,1.22472,0.04515,1.01241,1.42840,0.13692,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.06301,25.75862,-27.00000,22.67546,25.33015,27.00000
0.19686,0.01118,89.43465,ApproachEntry,Double,867.58970,631.24340,109.19430,1004.13000,1004.13000,0.00000,867.58970,70.80575,63.80575,0.00000,0.00000,0.15601,1.00000,6,6,1,0.63719,1.26395,-0.02059,0.89675,1.56373,0.03194,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-0.03494,37.02235,-45.00000,40.67546,43.33015,45.00000
0.23839,0.01324,75.55154,ApproachEntry,Double,337.23760,353.65340,84.65863,481.03110,481.03110,0.00000,337.23760,84.65863,77.65863,0.00000,0.00000,0.15601,1.00000,6,6,1,0.47163,0.87118,0.02172,0.82006,1.02740,0.14088,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-7.11171,33.59185,-81.00000,59.90064,32.75466,68.99791
0.28418,0.03319,30.12738,ApproachEntry,Double,230.89090,447.52830,60.46599,387.11650,387.11650,0.00000,230.89090,60.46599,53.46599,0.00000,0.00000,0.15601,1.00000,6,6,1,0.37382,0.92410,0.00421,0.75999,0.91767,0.10827,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-12.39200,51.59185,-99.00000,41.90064,14.75466,50.99791
0.31813,0.01787,55.94862,ApproachEntry,Double,289.53170,516.84940,47.32668,443.22800,443.22800,0.00000,289.53170,47.32668,40.32668,0.00000,0.00000,0.15601,1.00000,6,6,1,0.39551,1.07907,0.01425,0.77582,0.98412,0.09397,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-13.18760,63.19907,-91.25295,23.90064,-3.24534,32.99791
0.35573,0.00935,106.96500,ApproachEntry,Double,112.21830,404.62180,15.80011,249.47080,249.47080,0.00000,112.21830,15.80011,8.80012,0.00000,0.00000,0.15601,1.00000,6,6,1,0.52814,1.06096,0.02617,0.80406,0.77533,-0.02163,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-7.96249,43.91209,-55.25295,-12.09936,-39.24534,39.88181
0.50533,0.14148,7.06792,ApproachEntry,Double,121.92940,419.57510,9.68672,260.49150,260.49150,0.00000,121.92940,9.68672,2.68672,0.00000,0.00000,0.15601,1.00000,6,6,1,0.54331,1.09241,0.04411,0.74940,0.75605,-0.02210,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-6.51046,36.33852,-37.25295,-30.09936,-57.18568,53.45214
0.55039,0.02437,41.03817,ApproachEntry,Double,133.39230,470.95920,0.24629,294.62010,294.62010,0.00000,133.39230,0.24629,0.00000,0.00000,0.00000,0.15601,1.00000,6,6,1,0.55363,1.16208,0.05925,0.75245,0.81500,0.05757,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-5.47756,33.76888,-25.46525,-42.12599,-60.75683,56.63744
0.58826,0.00956,104.62550,InsertToTarget,Double,1.50877,1.48799,0.28393,161.00570,161.00570,0.00134,1.48884,0.28393,0.00000,0.00000,0.00000,0.99947,1.00000,6,6,1,0.62106,1.04673,0.05968,0.82023,0.69985,0.06148,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.64963,21.13593,-17.54666,-43.42741,-51.87980,54.55738
0.61848,0.01056,94.68834,InsertToTarget,Double,1.19464,0.77099,0.12511,160.33600,160.33600,0.00557,0.77286,0.12511,0.00000,0.00000,0.00000,0.99776,1.00000,6,6,1,0.62180,1.04639,0.05993,0.82049,0.69923,0.06077,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.62132,20.77859,-16.98440,-43.88579,-51.93975,55.12339
0.65342,0.00699,143.09440,InsertToTarget,Double,1.70521,0.21883,0.03426,159.55430,159.55430,0.01046,0.21985,0.03426,0.00000,0.00000,0.00000,0.99578,1.00000,6,6,1,0.62232,1.04580,0.05998,0.82085,0.69854,0.06022,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.60368,20.57925,-16.71450,-44.07149,-51.93816,55.37421
0.71066,0.03318,30.14282,InsertToTarget,Double,2.98289,0.11132,0.01978,158.26440,158.26440,0.01847,0.11231,0.01978,0.00000,0.00000,0.00000,0.99255,1.00000,6,6,1,0.62297,1.04468,0.05997,0.82147,0.69741,0.06011,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.58415,20.39600,-16.52630,-44.14288,-51.88840,55.43718
0.74182,0.00685,145.90370,InsertToTarget,Double,3.68495,0.08644,0.00000,157.56130,157.56130,0.02284,0.08735,0.00000,0.00000,0.00000,0.00000,0.99080,1.00000,6,6,1,0.62334,1.04408,0.05999,0.82183,0.69680,0.06009,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.57274,20.28508,-16.40420,-44.19878,-51.86030,55.48589
