time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg
0.08376,0.06376,15.68292,ApproachEntry,Double,410.60930,306.63370,94.18493,545.88250,545.88250,0.00000,410.60930,85.81507,78.81507,0.00000,0.00000,0.15601,1.00000,6,6,1,0.55725,0.88548,0.01804,0.87150,1.09867,0.14371,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-2.80351,24.14890,-64.79998,60.12848,48.68184,64.79998
0.12913,0.01695,59.00862,ApproachEntry,Double,274.08680,494.08020,54.68492,430.23250,430.23250,0.00000,274.08680,54.68492,47.68492,0.00000,0.00000,0.15601,1.00000,6,6,1,0.37084,1.00957,0.00769,0.75873,0.96490,0.09457,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-13.55849,60.08775,-98.02733,33.55463,5.48185,42.39783
0.16305,0.00936,106.78560,ApproachEntry,Double,119.62010,423.16170,8.38736,261.08580,261.08580,0.00000,119.62010,8.38736,1.38736,0.00000,0.00000,0.15601,1.00000,6,6,1,0.54360,1.09732,0.04506,0.74353,0.75579,-0.01314,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-6.32812,35.90763,-35.79408,-31.24536,-58.98808,53.16642
0.19387,0.01191,83.94034,InsertToTarget,Double,0.87280,0.82172,0.15195,160.95370,160.95370,0.00167,0.82230,0.15195,0.00000,0.00000,0.00000,0.99933,1.00000,6,6,1,0.62139,1.04687,0.05985,0.82021,0.69978,0.06082,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.62993,20.78921,-16.89091,-43.59532,-52.30922,54.92521
0.23144,0.03757,26.61863,InsertToTarget,Double,1.35869,0.74891,0.12667,160.11470,160.11470,0.00693,0.75125,0.12667,0.00000,0.00000,0.00000,0.99721,1.00000,6,6,1,0.62188,1.04618,0.05991,0.82059,0.69903,0.06075,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.61365,20.62411,-16.68791,-43.72173,-52.28939,55.04990
0.26400,0.00683,146.46190,InsertToTarget,Double,1.88779,0.33047,0.05234,159.38720,159.38720,0.01149,0.33215,0.05234,0.00000,0.00000,0.00000,0.99537,1.00000,6,6,1,0.62238,1.04563,0.05997,0.82093,0.69839,0.06033,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.59659,20.43291,-16.42720,-43.90736,-52.28465,55.28418
0.30385,0.01335,74.90291,InsertToTarget,Double,2.75635,0.11517,0.01978,158.49130,158.49130,0.01706,0.11608,0.01978,0.00000,0.00000,0.00000,0.99312,1.00000,6,6,1,0.62287,1.04488,0.05998,0.82137,0.69761,0.06012,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.58099,20.27595,-16.24450,-44.00711,-52.25617,55.39834
0.33852,0.01216,82.26830,InsertToTarget,Double,3.53678,0.07739,0.00000,157.70930,157.70930,0.02192,0.07819,0.00000,0.00000,0.00000,0.00000,0.99117,1.00000,6,6,1,0.62327,1.04421,0.05999,0.82175,0.69693,0.06008,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.56889,20.16160,-16.12479,-44.05625,-52.22395,55.43929
0.37801,0.01222,81.85168,InsertToTarget,Double,4.42771,0.06901,0.00000,156.81800,156.81800,0.02745,0.06991,0.00000,0.00000,0.00000,0.00000,0.98894,1.00000,6,6,1,0.62371,1.04344,0.05999,0.82219,0.69616,0.06007,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.55552,20.03741,-15.99918,-44.10204,-52.18522,55.47070
0.43361,0.03205,31.19682,InsertToTarget,Double,5.68262,0.06930,0.00000,155.56300,155.56300,0.03523,0.07051,0.00000,0.00000,0.00000,0.00000,0.98580,1.00000,6,6,1,0.62432,1.04234,0.05997,0.82281,0.69506,0.06007,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.53737,19.87201,-15.83900,-44.15153,-52.12938,55.49711
0.46475,0.00883,113.20080,InsertToTarget,Double,6.38587,0.07498,0.00000,154.85980,154.85980,0.03959,0.07638,0.00000,0.00000,0.00000,0.00000,0.98404,1.00000,6,6,1,0.62468,1.04174,0.05999,0.82317,0.69446,0.06008,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.52626,19.76543,-15.72486,-44.20179,-52.09757,55.53521
0.50084,0.00827,120.86620,InsertToTarget,Double,7.19998,0.05612,0.00000,154.04540,154.04540,0.04464,0.05732,0.00000,0.00000,0.00000,0.00000,0.98200,1.00000,6,6,1,0.62509,1.04103,0.05999,0.82357,0.69375,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.51384,19.64805,-15.60342,-44.25100,-52.06098,55.57257
0.53947,0.01076,92.93039,InsertToTarget,Double,8.07182,0.05202,0.00000,153.17350,153.17350,0.05005,0.05328,0.00000,0.00000,0.00000,0.00000,0.97982,1.00000,6,6,1,0.62552,1.04028,0.05999,0.82400,0.69299,0.06005,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.50080,19.52606,-15.47989,-44.29754,-52.02084,55.60392
0.57277,0.00898,111.30010,InsertToTarget,Double,8.82389,0.05956,0.00000,152.42150,152.42150,0.05471,0.06114,0.00000,0.00000,0.00000,0.00000,0.97795,1.00000,6,6,1,0.62590,1.03962,0.05999,0.82438,0.69234,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.48958,19.42110,-15.37381,-44.33716,-51.98546,55.62895
0.60718,0.01121,89.24416,InsertToTarget,Double,9.60069,0.06167,0.00000,151.64470,151.64470,0.05953,0.06346,0.00000,0.00000,0.00000,0.00000,0.97600,1.00000,6,6,1,0.62628,1.03895,0.05999,0.82476,0.69166,0.06006,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.47802,19.31273,-15.26440,-44.37833,-51.94869,55.65557
0.64188,0.01157,86.45941,InsertToTarget,Double,10.38414,0.06494,0.00000,150.86130,150.86130,0.06439,0.06698,0.00000,0.00000,0.00000,0.00000,0.97404,1.00000,6,6,1,0.62667,1.03827,0.05999,0.82515,0.69098,0.06007,0.82000,0.70000,0.06000,0.90000,0.56000,0.06000,-3.46629,19.20242,-15.15233,-44.42175,-51.91109,55.68416
