log_file,task,phase,samples,duration_s,tip_target_error_mm_max,tip_target_error_mm_mean,tip_target_error_mm_final,entry_rcm_error_mm_max,entry_rcm_error_mm_mean,entry_rcm_error_mm_final,target_rcm_error_mm_max,target_rcm_error_mm_mean,target_rcm_error_mm_final,task2_entry_cone_error_mm_max,task2_entry_cone_error_mm_mean,task2_entry_cone_error_mm_final,task4_tip_cone_error_mm_max,task4_tip_cone_error_mm_mean,task4_tip_cone_error_mm_final,active_task_error_mm_max,active_task_error_mm_mean,active_task_error_mm_final,skull_violation_mm_max,skull_violation_mm_mean,skull_violation_mm_final,qdot_norm_rad_s_max,qdot_norm_rad_s_mean,qdot_norm_rad_s_final,lambda_max,lambda_mean,lambda_final,fps_max,fps_mean,fps_final
control.csv,T1_entry_rcm_tip_target,Done,149,9.866599999999998,374.385,31.558919463087246,0.163,445.209,28.73141610738255,0.043,364.556,277.1288993288591,282.843,262.679,34.78377181208054,22.297,367.672,54.13693959731544,34.877,445.209,35.09880536912752,0.163,234.942,12.414859060402684,0.0,0.8239,0.23790161073825505,0.00032,0.96585,0.6302960402684565,0.60703,15.0,15.0,15.0
control.csv,T2_target_rcm_entry_cone,Done,1800,119.9333,1.132,0.6108861111111111,0.817,279.286,278.9085938888889,278.77,4.167,3.9823033333333333,4.158,19.774,2.361212777777778,2.6,36.063,35.09430722222223,35.591,19.774,2.361212777777778,2.6,0.0,0.0,0.0,0.53234,0.08090038333333331,0.09937,0.995,0.9949999999999998,0.995,15.0,15.0,15.0
