time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,raw_task_qdot_norm_rad_s,nullspace_joint_contrib_norm_rad_s,boosted_damping,task2_nullspace_disabled,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm,log_file,time_rel_s
0.0677,0.0477,20.96,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71481,1.04169,0.1956,0.71379,1.04514,0.19562,0.63487,1.31299,0.1975,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,396.482,472.729,394.983,276.733,389.527,396.482,396.026,396.026,28.585,0.0,0.52704,0.52686,0.01232,0.055,0,0.0,-0.086,3.693,-80.987,0.469,60.879,0.0,-1.234,-21.094,2.37,6.418,20.459,0.0,0,0,1,bug.csv,0.0
0.1256,0.00816,122.51,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71451,1.05713,0.1921,0.7135,1.06058,0.19214,0.63497,1.32854,0.19554,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,385.972,457.232,384.572,265.539,379.147,385.972,384.794,393.198,28.675,0.0,0.51798,0.51779,0.01232,0.055,0,0.0,-0.161,2.479,-80.855,0.841,62.047,0.0,-1.319,-20.865,2.234,6.403,19.942,0.0,0,0,1,bug.csv,0.05789999999999999
0.1988,0.02473,40.44,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71416,1.07668,0.18768,0.71315,1.08014,0.18774,0.63497,1.34816,0.1931,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,373.181,437.638,371.916,252.19,366.54,373.181,370.553,405.713,28.757,0.0,0.50767,0.5075,0.01231,0.055,0,0.0,-0.261,0.96,-80.695,1.309,63.483,0.0,-1.406,-20.578,2.013,6.382,19.387,0.0,0,0,1,bug.csv,0.1311
0.2561,0.02162,46.26,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71391,1.09201,0.18421,0.7129,1.09547,0.1843,0.63486,1.36349,0.19121,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,363.591,422.302,362.442,242.446,357.111,363.591,359.372,416.052,28.797,0.0,0.50017,0.4999,0.01231,0.055,0,0.0,-0.344,-0.216,-80.576,1.676,64.576,0.0,-1.481,-20.463,2.057,6.389,18.85,0.0,0,0,1,bug.csv,0.1884
0.3158,0.02621,38.16,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71368,1.10801,0.1806,0.71267,1.11146,0.18071,0.63466,1.37945,0.18925,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,354.034,406.328,353.016,233.034,347.739,354.034,347.693,427.276,28.818,0.0,0.49225,0.49192,0.01231,0.055,0,0.0,-0.434,-1.432,-80.457,2.055,65.685,0.0,-1.525,-20.299,1.994,6.349,18.352,0.0,0,0,1,bug.csv,0.24810000000000004
0.3668,0.02466,40.56,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71349,1.12167,0.17753,0.71249,1.12512,0.17766,0.63441,1.39304,0.18759,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,346.265,392.712,345.365,225.67,340.143,346.265,337.71,437.174,28.819,0.0,0.48574,0.48536,0.01231,0.055,0,0.0,-0.513,-2.462,-80.357,2.378,66.608,0.0,-1.554,-20.175,1.96,6.313,17.928,0.0,0,0,1,bug.csv,0.29910000000000003
0.4248,0.00932,107.28,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.7133,1.13726,0.17403,0.71229,1.14071,0.17418,0.63405,1.40852,0.18571,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,337.877,377.207,337.121,218.1,331.969,337.877,326.31,448.783,28.802,0.0,0.47845,0.47803,0.0123,0.055,0,0.0,-0.604,-3.628,-80.247,2.743,67.636,0.0,-1.583,-20.024,1.89,6.271,17.468,0.0,0,0,1,bug.csv,0.35710000000000003
0.48,0.01498,66.76,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71314,1.15208,0.17071,0.71213,1.15553,0.17088,0.63362,1.4232,0.18393,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,330.407,362.495,329.796,211.796,324.722,330.407,315.462,460.1,28.768,0.0,0.4719,0.4715,0.01229,0.055,0,0.0,-0.691,-4.727,-80.15,3.087,68.591,0.0,-1.563,-19.85,1.722,6.173,17.132,0.0,0,0,1,bug.csv,0.4123
0.5364,0.01597,62.6,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71299,1.16725,0.16733,0.71197,1.1707,0.16751,0.63311,1.43818,0.18211,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,323.313,347.484,322.858,206.323,317.873,323.313,304.355,471.925,28.716,0.0,0.4654,0.46499,0.01228,0.055,0,0.0,-0.78,-5.843,-80.053,3.434,69.543,0.0,-1.558,-19.701,1.599,6.101,16.755,0.0,0,0,1,bug.csv,0.4687
0.5921,0.00647,154.53,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71286,1.18225,0.164,0.71183,1.18569,0.1642,0.63252,1.45295,0.18031,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,316.881,332.694,316.589,201.951,311.703,316.881,293.371,483.827,28.647,0.0,0.4588,0.45832,0.01227,0.055,0,0.0,-0.866,-6.938,-79.964,3.771,70.462,0.0,-1.526,-19.603,1.595,5.999,16.306,0.0,0,0,1,bug.csv,0.5244
0.6479,0.01363,73.34,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71274,1.19726,0.16068,0.71171,1.20071,0.16091,0.63186,1.46771,0.17851,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,311.056,317.935,310.935,198.665,306.159,311.056,282.367,495.934,28.561,0.0,0.45249,0.45198,0.01226,0.055,0,0.0,-0.949,-8.027,-79.876,4.101,71.358,0.0,-1.472,-19.481,1.506,5.871,15.93,0.0,0,0,1,bug.csv,0.5802
0.7152,0.02414,41.42,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71262,1.21542,0.15669,0.71158,1.21886,0.15694,0.63096,1.48551,0.17631,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,304.889,300.17,304.983,196.216,300.356,304.889,269.059,510.794,28.435,0.0,0.44509,0.44448,0.01225,0.055,0,0.0,-1.045,-9.335,-79.777,4.489,72.413,0.0,-1.381,-19.387,1.493,5.687,15.428,0.0,0,0,1,bug.csv,0.6475
0.7774,0.01444,69.27,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71252,1.2322,0.15304,0.71147,1.23563,0.15331,0.63003,1.50191,0.17426,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,300.093,283.848,300.392,195.474,295.919,300.093,256.76,524.711,28.297,0.0,0.43814,0.43751,0.01223,0.055,0,0.0,-1.126,-10.535,-79.692,4.835,73.361,0.0,-1.239,-19.255,1.362,5.442,15.047,0.0,0,0,1,bug.csv,0.7097
0.835,0.01528,65.44,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71244,1.24775,0.14968,0.71138,1.25117,0.14997,0.62909,1.51708,0.17234,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,296.463,268.822,296.958,196.093,292.639,296.463,245.368,537.739,28.151,0.0,0.43167,0.43106,0.01222,0.055,0,0.0,-1.193,-11.639,-79.617,5.141,74.216,0.0,-1.087,-19.119,1.199,5.19,14.718,0.0,0,0,1,bug.csv,0.7673
0.891,0.00709,140.99,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71237,1.26287,0.14645,0.7113,1.2663,0.14675,0.62809,1.5318,0.17044,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,293.708,254.305,294.396,197.881,290.238,293.708,234.285,550.524,27.991,0.0,0.42567,0.42496,0.0122,0.055,0,0.0,-1.249,-12.709,-79.548,5.423,75.026,0.0,-0.912,-19.071,1.207,4.915,14.306,0.0,0,0,1,bug.csv,0.8233
0.9507,0.01574,63.55,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71231,1.279,0.14303,0.71123,1.28242,0.14335,0.62695,1.54746,0.16838,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,291.645,238.963,292.539,201.031,288.564,291.645,222.477,564.256,27.803,0.0,0.41935,0.41858,0.01219,0.055,0,0.0,-1.296,-13.845,-79.479,5.706,75.868,0.0,-0.694,-18.991,1.137,4.581,13.923,0.0,0,0,1,bug.csv,0.883
1.0165,0.02459,40.67,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71226,1.29679,0.13931,0.71115,1.3002,0.13965,0.62559,1.5647,0.16604,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,290.436,222.227,291.557,205.917,287.795,290.436,209.456,579.513,27.571,0.0,0.41229,0.41144,0.01216,0.055,0,0.0,-1.33,-15.093,-79.408,5.989,76.769,0.0,-0.36,-18.937,1.101,4.087,13.468,0.0,0,0,1,bug.csv,0.9488
1.0799,0.01526,65.53,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.7122,1.3139,0.13579,0.71108,1.31731,0.13614,0.62418,1.58124,0.16372,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,290.345,206.373,291.681,211.909,288.132,290.345,196.951,594.273,27.325,0.0,0.40613,0.40519,0.01215,0.055,0,0.0,-1.34,-16.29,-79.341,6.23,77.609,0.0,-0.013,-18.895,1.069,3.582,13.056,0.0,0,0,1,bug.csv,1.0122
1.144,0.0214,46.72,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71216,1.3312,0.13229,0.71102,1.3346,0.13266,0.62265,1.59794,0.16129,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,291.326,190.639,292.874,219.142,289.544,291.326,184.325,609.276,27.052,0.0,0.39967,0.39867,0.01212,0.055,0,0.0,-1.324,-17.498,-79.278,6.435,78.432,0.0,0.458,-18.832,0.979,2.906,12.654,0.0,0,0,1,bug.csv,1.0762999999999998
1.1943,0.0105,95.23,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71212,1.34479,0.12959,0.71096,1.34818,0.12996,0.62138,1.61103,0.1593,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,292.845,178.539,294.554,225.575,291.397,292.845,174.422,621.108,26.819,0.0,0.39509,0.39403,0.0121,0.055,0,0.0,-1.289,-18.446,-79.229,6.565,79.06,0.0,0.904,-18.806,0.927,2.272,12.326,0.0,0,0,1,bug.csv,1.1265999999999998
1.2513,0.01545,64.72,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71207,1.36012,0.12659,0.71089,1.3635,0.12698,0.61987,1.62578,0.15697,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,295.342,165.224,297.225,233.554,294.263,295.342,163.266,634.513,26.535,0.0,0.39089,0.38972,0.01208,0.055,0,0.0,-1.221,-19.516,-79.178,6.671,79.751,0.0,1.446,-18.812,0.948,1.507,11.936,0.0,0,0,1,bug.csv,1.1836
1.315,0.02158,46.33,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71201,1.37725,0.12333,0.71081,1.38062,0.12372,0.61807,1.64224,0.15423,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,299.086,150.895,301.153,243.274,298.403,299.086,150.836,649.54,26.191,0.0,0.38671,0.38553,0.01205,0.055,0,0.0,-1.105,-20.713,-79.122,6.733,80.499,0.0,2.153,-18.747,0.807,0.514,11.572,0.0,0,0,1,bug.csv,1.2472999999999999
1.3652,0.00852,117.4,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71195,1.39071,0.12083,0.71073,1.39408,0.12122,0.61657,1.65516,0.15196,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,302.716,140.136,304.92,251.456,302.331,302.716,141.086,661.398,25.899,0.0,0.38518,0.38385,0.01203,0.055,0,0.0,-0.977,-21.657,-79.078,6.731,81.068,0.0,2.864,-18.785,0.871,-0.479,11.178,0.0,0,0,1,bug.csv,1.2974999999999999
1.422,0.00735,136.1,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71187,1.40588,0.11809,0.71063,1.40924,0.11848,0.61479,1.66971,0.14925,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,307.504,128.708,309.853,261.183,307.437,307.504,130.134,674.803,25.544,0.0,0.38504,0.38364,0.012,0.055,0,0.0,-0.788,-22.725,-79.026,6.668,81.69,0.0,3.713,-18.779,0.867,-1.66,10.806,0.0,0,0,1,bug.csv,1.3542999999999998
1.4794,0.01506,66.41,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71177,1.42112,0.11543,0.71051,1.42447,0.11582,0.61291,1.68431,0.14635,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,313.028,118.169,315.513,271.445,313.26,313.028,119.354,688.322,25.159,0.0,0.38824,0.38668,0.01198,0.055,0,0.0,-0.542,-23.804,-78.972,6.527,82.294,0.0,4.76,-18.825,0.985,-3.115,10.349,0.0,0,0,1,bug.csv,1.4117
1.5473,0.02019,49.54,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71161,1.43903,0.11243,0.71032,1.44237,0.11282,0.61054,1.70146,0.14266,0.72929,1.57071,0.1,0.7999,1.4999,0.07774,0.99986,1.29986,0.135,0.8,1.5,0.1,1.0,1.3,0.1,320.392,107.367,323.024,284.075,320.879,320.392,108.097,704.284,24.665,0.0,0.39684,0.39512,0.01194,0.055,0,0.0,-0.165,-25.083,-78.899,6.241,82.976,0.0,6.235,-18.832,1.148,-5.161,9.772,0.0,0,0,1,bug.csv,1.4795999999999998
1.6082,0.01138,87.89,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71147,1.45483,0.10992,0.71016,1.45816,0.11029,0.60832,1.71657,0.13914,0.72929,1.57071,0.1,0.79976,1.49976,0.07774,0.99967,1.29967,0.135,0.8,1.5,0.1,1.0,1.3,0.1,327.598,99.643,330.348,295.672,328.273,327.598,99.885,718.433,24.188,0.0,0.39063,0.38863,0.01191,0.055,0,0.0,0.251,-26.223,-78.824,5.874,83.548,0.0,6.816,-18.389,1.425,-6.079,8.793,0.0,0,0,1,bug.csv,1.5405
1.6665,0.01576,63.43,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71162,1.46924,0.10772,0.71028,1.47256,0.10808,0.60643,1.73026,0.13604,0.72929,1.57071,0.1,0.79963,1.49963,0.07775,0.9995,1.2995,0.13499,0.8,1.5,0.1,1.0,1.3,0.1,334.462,94.17,337.313,306.455,335.305,334.462,93.9,731.287,23.719,0.0,0.35925,0.35694,0.01187,0.055,0,0.0,0.624,-27.257,-78.74,5.544,84.019,0.0,6.109,-17.293,1.52,-5.383,7.487,0.0,0,0,1,bug.csv,1.5988
1.7251,0.00966,103.51,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.712,1.4826,0.10578,0.71063,1.48591,0.10613,0.60478,1.74289,0.13321,0.72929,1.57071,0.1,0.79951,1.49951,0.07775,0.99932,1.29932,0.13499,0.8,1.5,0.1,1.0,1.3,0.1,341.056,90.677,343.994,316.591,342.047,341.056,89.891,743.145,23.251,0.0,0.32763,0.32508,0.01183,0.055,0,0.0,0.982,-28.215,-78.644,5.216,84.408,0.0,6.394,-15.316,1.668,-6.192,5.984,0.0,0,0,1,bug.csv,1.6574
1.7839,0.01652,60.54,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71231,1.49405,0.10425,0.71092,1.49735,0.10459,0.60327,1.7537,0.13052,0.72929,1.57071,0.1,0.79938,1.49938,0.07776,0.99914,1.29914,0.13498,0.8,1.5,0.1,1.0,1.3,0.1,347.043,89.238,350.051,325.457,348.146,347.043,87.997,753.34,22.82,0.0,0.30484,0.30203,0.01179,0.055,0,0.0,1.376,-29.055,-78.532,4.816,84.715,0.0,6.907,-13.373,1.971,-7.275,4.658,0.0,0,0,1,bug.csv,1.7162
1.8455,0.02043,48.95,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71255,1.5042,0.10302,0.71114,1.5075,0.10333,0.60184,1.76329,0.12785,0.72929,1.57071,0.1,0.79924,1.49924,0.07777,0.99896,1.29896,0.13497,0.8,1.5,0.1,1.0,1.3,0.1,352.611,89.238,355.677,333.459,353.8,352.611,87.604,762.419,22.409,0.0,0.28791,0.28483,0.01176,0.055,0,0.0,1.814,-29.821,-78.397,4.338,84.96,0.0,7.263,-11.677,2.327,-8.09,3.487,0.0,0,0,1,bug.csv,1.7777999999999998
1.9095,0.01463,68.34,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71273,1.51306,0.10206,0.7113,1.51635,0.10235,0.60052,1.77165,0.12522,0.72929,1.57071,0.1,0.7991,1.4991,0.07778,0.99876,1.29876,0.13496,0.8,1.5,0.1,1.0,1.3,0.1,357.661,90.224,360.775,340.545,358.914,357.661,88.266,770.377,22.025,0.0,0.27397,0.27073,0.01172,0.055,0,0.0,2.288,-30.511,-78.241,3.798,85.149,0.0,7.485,-10.104,2.544,-8.68,2.543,0.0,0,0,1,bug.csv,1.8417999999999999
1.975,0.02241,44.63,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71286,1.52063,0.10134,0.71141,1.52391,0.10162,0.5993,1.77879,0.1227,0.72929,1.57071,0.1,0.79896,1.49896,0.07779,0.99856,1.29857,0.13494,0.8,1.5,0.1,1.0,1.3,0.1,362.118,91.774,365.272,346.68,363.414,362.118,89.562,777.212,21.674,0.0,0.26286,0.25929,0.01168,0.055,0,0.0,2.78,-31.126,-78.056,3.218,85.28,0.0,7.531,-8.833,2.957,-8.982,1.632,0.0,0,0,1,bug.csv,1.9073
2.0279,0.01273,78.57,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71293,1.52581,0.10093,0.71147,1.52909,0.10118,0.59842,1.78367,0.12077,0.72929,1.57071,0.1,0.79884,1.49884,0.0778,0.99841,1.29841,0.13493,0.8,1.5,0.1,1.0,1.3,0.1,365.241,93.195,368.42,350.918,366.559,365.241,90.822,781.909,21.421,0.0,0.25441,0.25067,0.01164,0.055,0,0.0,3.178,-31.564,-77.893,2.738,85.348,0.0,7.495,-7.898,3.172,-9.097,1.052,0.0,0,0,1,bug.csv,1.9601999999999997
2.0879,0.01524,65.63,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71298,1.53084,0.10059,0.71151,1.53411,0.10082,0.59752,1.7884,0.1187,0.72929,1.57071,0.1,0.79871,1.49871,0.07781,0.99822,1.29822,0.13491,0.8,1.5,0.1,1.0,1.3,0.1,368.33,94.843,371.534,355.066,369.664,368.33,92.326,786.49,21.162,0.0,0.24665,0.24266,0.01161,0.055,0,0.0,3.625,-32.01,-77.691,2.191,85.391,0.0,7.395,-7.056,3.462,-9.112,0.471,0.0,0,0,1,bug.csv,2.0202
2.1557,0.02291,43.65,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71301,1.53559,0.10034,0.71153,1.53887,0.10055,0.59661,1.79287,0.11651,0.72929,1.57071,0.1,0.79856,1.49856,0.07783,0.99802,1.29802,0.13489,0.8,1.5,0.1,1.0,1.3,0.1,371.305,96.635,374.532,359.02,372.646,371.305,93.991,790.844,20.903,0.0,0.23743,0.23309,0.01156,0.055,0,0.0,4.118,-32.458,-77.441,1.579,85.398,0.0,7.17,-6.254,3.799,-8.95,-0.115,0.0,0,0,1,bug.csv,2.088
2.2152,0.02039,49.04,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71302,1.53909,0.10022,0.71153,1.54237,0.1004,0.5959,1.79614,0.1147,0.72929,1.57071,0.1,0.79843,1.49843,0.07785,0.99784,1.29784,0.13487,0.8,1.5,0.1,1.0,1.3,0.1,373.527,98.091,376.77,361.95,374.868,373.527,95.361,794.062,20.703,0.0,0.23091,0.2262,0.01152,0.055,0,0.0,4.538,-32.812,-77.202,1.052,85.374,0.0,6.95,-5.697,4.149,-8.758,-0.603,0.0,0,0,1,bug.csv,2.1475
2.2847,0.0209,47.85,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71302,1.54251,0.10015,0.71152,1.54578,0.10031,0.59515,1.79932,0.11273,0.72929,1.57071,0.1,0.79828,1.49828,0.07787,0.99763,1.29763,0.13484,0.8,1.5,0.1,1.0,1.3,0.1,375.724,99.622,378.983,364.827,377.058,375.724,96.812,797.219,20.499,0.0,0.22251,0.21739,0.01147,0.055,0,0.0,5.009,-33.187,-76.9,0.456,85.313,0.0,6.627,-5.151,4.475,-8.421,-1.064,0.0,0,0,1,bug.csv,2.217
2.3374,0.01207,82.85,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71302,1.5447,0.10015,0.71151,1.54797,0.1003,0.59465,1.80134,0.11133,0.72929,1.57071,0.1,0.79816,1.49816,0.07789,0.99747,1.29747,0.13482,0.8,1.5,0.1,1.0,1.3,0.1,377.144,100.655,380.413,366.677,378.468,377.144,97.798,799.247,20.361,0.0,0.21793,0.21246,0.01143,0.055,0,0.0,5.352,-33.448,-76.655,0.018,85.247,0.0,6.399,-4.829,4.768,-8.18,-1.408,0.0,0,0,1,bug.csv,2.2697000000000003
2.3965,0.01154,86.66,T3_safe_insertion,InsertionSequence,PierceEntry,0.0033,0.995,0.71301,1.5468,0.10019,0.71149,1.55006,0.10031,0.59414,1.80327,0.10985,0.72952,1.57048,0.1,0.79803,1.49804,0.07791,0.99729,1.29729,0.13479,0.8,1.5,0.1,1.0,1.3,0.1,378.516,101.684,381.795,368.458,379.827,378.516,98.782,801.199,20.224,0.0,0.21238,0.20652,0.01138,0.055,0,0.0,5.721,-33.725,-76.36,-0.456,85.15,0.0,6.108,-4.504,5.065,-7.852,-1.782,0.0,0,0,1,bug.csv,2.3288
2.4555,0.01573,63.59,T3_safe_insertion,InsertionSequence,PierceEntry,0.0128,0.995,0.71307,1.54851,0.10026,0.71155,1.55177,0.10036,0.59374,1.80482,0.10846,0.73019,1.56981,0.1,0.79791,1.49791,0.07794,0.99712,1.29712,0.13476,0.8,1.5,0.1,1.0,1.3,0.1,379.587,102.487,382.873,369.878,380.883,379.587,99.549,802.767,20.1,0.0,0.20919,0.20285,0.01133,0.055,0,0.0,6.072,-33.979,-76.049,-0.909,85.026,0.0,5.846,-4.172,5.432,-7.563,-2.316,0.0,0,0,1,bug.csv,2.3878
2.5064,0.02249,44.47,T3_safe_insertion,InsertionSequence,PierceEntry,0.0209,0.995,0.7132,1.5497,0.10033,0.71168,1.55297,0.10042,0.5935,1.80587,0.10732,0.73077,1.56923,0.1,0.7978,1.4978,0.07796,0.99696,1.29697,0.13474,0.8,1.5,0.1,1.0,1.3,0.1,380.273,102.989,383.566,370.827,381.555,380.273,100.026,803.829,20.002,0.0,0.20542,0.19871,0.01129,0.055,0,0.0,6.362,-34.182,-75.766,-1.284,84.897,0.0,5.574,-3.912,5.687,-7.247,-2.697,0.0,0,0,1,bug.csv,2.4387000000000003
2.5704,0.01439,69.49,T3_safe_insertion,InsertionSequence,PierceEntry,0.0311,0.995,0.71345,1.55088,0.10044,0.71192,1.55414,0.10051,0.59331,1.80688,0.10598,0.73149,1.56851,0.1,0.79766,1.49766,0.07799,0.99677,1.29677,0.1347,0.8,1.5,0.1,1.0,1.3,0.1,380.857,103.389,384.157,371.699,382.121,380.857,100.399,804.826,19.89,0.0,0.20349,0.19628,0.01123,0.055,0,0.0,6.708,-34.42,-75.39,-1.736,84.704,0.0,5.262,-3.648,6.084,-6.889,-3.233,0.0,0,0,1,bug.csv,2.5027
2.6365,0.02215,45.15,T3_safe_insertion,InsertionSequence,PierceEntry,0.0417,0.995,0.71379,1.55178,0.10057,0.71225,1.55503,0.10062,0.59323,1.80761,0.10469,0.73224,1.56776,0.1,0.79751,1.49751,0.07802,0.99657,1.29658,0.13466,0.8,1.5,0.1,1.0,1.3,0.1,381.194,103.578,384.5,372.292,382.438,381.194,100.567,805.531,19.784,0.0,0.20046,0.19287,0.01116,0.055,0,0.0,7.044,-34.651,-74.979,-2.178,84.476,0.0,4.94,-3.433,6.356,-6.508,-3.602,0.0,0,0,1,bug.csv,2.5688
2.687,0.01191,83.93,T3_safe_insertion,InsertionSequence,PierceEntry,0.0498,0.995,0.7141,1.55228,0.10067,0.71256,1.55553,0.10071,0.59323,1.80798,0.10376,0.73281,1.56719,0.1,0.7974,1.4974,0.07804,0.99642,1.29642,0.13463,0.8,1.5,0.1,1.0,1.3,0.1,381.29,103.583,384.6,372.56,382.518,381.29,100.558,805.875,19.709,0.0,0.20147,0.19351,0.01111,0.055,0,0.0,7.287,-34.822,-74.645,-2.499,84.28,0.0,4.698,-3.336,6.726,-6.224,-4.011,0.0,0,0,1,bug.csv,2.6193
