log_file,samples,duration_s,mean_fps,tip_target_error_mm_mean,tip_target_error_mm_p95,tip_target_error_mm_max,tip_target_error_mm_final,entry_rcm_error_mm_mean,entry_rcm_error_mm_p95,entry_rcm_error_mm_max,entry_rcm_error_mm_final,target_rcm_error_mm_mean,target_rcm_error_mm_p95,target_rcm_error_mm_max,target_rcm_error_mm_final,task2_entry_cone_error_mm_mean,task2_entry_cone_error_mm_p95,task2_entry_cone_error_mm_max,task2_entry_cone_error_mm_final,task4_tip_cone_error_mm_mean,task4_tip_cone_error_mm_p95,task4_tip_cone_error_mm_max,task4_tip_cone_error_mm_final,active_task_error_mm_mean,active_task_error_mm_p95,active_task_error_mm_max,active_task_error_mm_final,tip_line_distance_mm_mean,tip_line_distance_mm_p95,tip_line_distance_mm_max,tip_line_distance_mm_final,shaft_line_max_distance_mm_mean,shaft_line_max_distance_mm_p95,shaft_line_max_distance_mm_max,shaft_line_max_distance_mm_final,skull_violation_mm_mean,skull_violation_mm_p95,skull_violation_mm_max,skull_violation_mm_final
project4_multircm_20260619_222549_881.csv,1712,109.4057,54.57507593457944,57.825699766355136,328.82679999999993,396.521,25.679,99.08362967289719,279.34435,472.729,2.761,198.96732359813083,331.49994999999996,395.022,282.75,56.39740654205607,320.3850999999999,373.224,21.831,61.15190887850466,328.90989999999994,389.568,25.295,49.13429556074767,328.82679999999993,396.521,25.295,22.435156542056077,67.23964999999983,396.062,25.679,476.82406191588785,754.9571999999998,806.075,435.196,27.60532768691589,259.8798,261.254,0.0
