time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.12362,0.10362,9.65109,ApproachEntry,Double,410.6093,306.6337,94.18493,545.8825,545.8825,0.0,410.6093,85.81507,78.81507,0.0,0.0,0.15601,1.0,6,6,1,0.55725,0.88548,0.01804,0.8715,1.09867,0.14371,0.82,0.7,0.06,0.9,0.56,0.06,-2.80351,24.1489,-64.79998,60.12848,48.68184,64.79998,double_rcm_log_20260616_133152_647.csv,9.65109,Unknown,Task3_Insertion,0.0,85.81519808669682,160.81525426893873,219.55721392563518,141.33166613437194,256.5513143722987,545.8800078771892,5330.923729780904,69145.26453085327,2011506.6660989728,895.018452983016,25147.555024316604
0.15771,0.01264,79.08421,ApproachEntry,Double,274.0868,494.0802,54.68492,430.2325,430.2325,0.0,274.0868,54.68492,47.68492,0.0,0.0,0.15601,1.0,6,6,1,0.37084,1.00957,0.00769,0.75873,0.9649,0.09457,0.82,0.7,0.06,0.9,0.56,0.06,-13.55849,60.08775,-98.02733,33.55463,5.48185,42.39783,double_rcm_log_20260616_133152_647.csv,79.08421,Unknown,Task3_Insertion,0.0,54.68470859707902,131.57335999417748,148.12183571172844,161.81708508091413,85.52782926312099,430.22820432881895,6244.856852573725,50582.39841926572,2008738.2163114476,950.4197980558404,18031.19815595035
0.18861,0.01068,93.6507,ApproachEntry,Double,119.6201,423.1617,8.38736,261.0858,261.0858,0.0,119.6201,8.38736,1.38736,0.0,0.0,0.15601,1.0,6,6,1,0.5436,1.09732,0.04506,0.74353,0.75579,-0.01314,0.82,0.7,0.06,0.9,0.56,0.06,-6.32812,35.90763,-35.79408,-31.24536,-58.98808,53.16642,double_rcm_log_20260616_133152_647.csv,93.6507,Unknown,Task3_Insertion,0.0,8.38748952649822,23.52035000295068,23.58349559011171,136.22765872854606,82.7545035632502,261.08627807680733,3621.7132738696646,87387.60177955117,795485.8509503211,936.2959477681555,11239.85420199783
0.23186,0.04325,23.12282,ApproachEntry,Double,134.6086,472.2034,0.04423,295.8525,295.8525,0.0,134.6086,0.04423,0.0,0.0,0.0,0.15601,1.0,6,6,1,0.55411,1.1638,0.05965,0.75276,0.81661,0.05941,0.82,0.7,0.06,0.9,0.56,0.06,-5.44081,33.39986,-24.59061,-42.26598,-61.44238,56.69931,double_rcm_log_20260616_133152_647.csv,23.12282,Unknown,Task3_Insertion,0.0,0.04683119862435602,0.13179510083977392,0.13179511186217058,179.66358078356546,0.7903660301014586,295.85242571255003,1496.6345845825417,27188.577714505343,1082460.3712805118,135.93698951984484,10444.114193433514
0.27218,0.04032,24.80128,AlignAtEntry,Double,1.23384,1.23384,0.13562,162.4079,162.4079,0.0,1.23384,0.13562,0.0,0.0,0.0,1.0,1.0,6,6,1,0.62065,1.04812,0.05949,0.81978,0.70121,0.06002,0.82,0.7,0.06,0.9,0.56,0.06,-3.65075,21.07327,-17.23053,-43.3605,-52.35106,54.79358,double_rcm_log_20260616_133152_647.csv,24.80128,Unknown,Task3_Insertion,0.0,0.13480634093372135,0.37937958893407076,0.37937985146037984,160.5385146176255,0.4098029545262962,162.40539676993492,1633.1151759030308,19583.660466666937,292726.51398237096,87.19889221956508,1687.0449092476074
0.31016,0.03798,26.32975,InsertToTarget,Double,1.20737,0.82321,0.15451,160.3657,160.3657,0.00532,0.82529,0.15451,0.0,0.0,0.0,0.99786,1.0,6,6,1,0.62166,1.04635,0.05983,0.82049,0.69927,0.06082,0.82,0.7,0.06,0.9,0.56,0.06,-3.62196,20.72063,-16.8315,-43.60424,-52.28363,54.92212,double_rcm_log_20260616_133152_647.csv,26.32975,Unknown,Task3_Insertion,0.0,0.1547713478879346,0.4355661068992767,0.43556650418231385,43.16346734817191,0.8224363431059885,160.37033827987008,38.142007781389616,19497.36168582627,313992.7665989222,5.103458938304028,1029.793349892375
0.34227,0.03212,31.13717,InsertToTarget,Double,1.77798,0.77522,0.1327,159.6486,159.6486,0.00981,0.77868,0.1327,0.0,0.0,0.0,0.99605,1.0,6,6,1,0.6221,1.04578,0.05991,0.82083,0.69863,0.06078,0.82,0.7,0.06,0.9,0.56,0.06,-3.60702,20.56502,-16.6324,-43.73568,-52.26822,55.05215,double_rcm_log_20260616_133152_647.csv,31.13717,Unknown,Task3_Insertion,0.0,0.13235403770986012,0.3724781916229736,0.372478440079665,26.00210073088907,0.7810732261544941,159.6457772695538,22.718225379161986,320.6713462181211,312749.94088009326,3.5343921693561486,34.151247910183784
0.37648,0.0342,29.23678,InsertToTarget,Double,2.44501,0.61265,0.10279,158.8804,158.8804,0.0146,0.61671,0.10279,0.0,0.0,0.0,0.99412,1.0,6,6,1,0.62253,1.04514,0.05993,0.82119,0.69795,0.06062,0.82,0.7,0.06,0.9,0.56,0.06,-3.59327,20.42654,-16.46873,-43.8279,-52.24673,55.15419,double_rcm_log_20260616_133152_647.csv,29.23678,Unknown,Task3_Insertion,0.0,0.10421115231407001,0.29327699670269275,0.2932771179810496,14.663177227161588,0.6202096419760045,158.87606175884392,22.879837309548353,8.492053627711428,4800.322035833354,2.950997184916063,15.752907016711578
0.40667,0.03019,33.11959,InsertToTarget,Double,3.08359,0.48147,0.08156,158.2008,158.2008,0.01883,0.4856,0.08156,0.0,0.0,0.0,0.99241,1.0,6,6,1,0.62291,1.04457,0.05994,0.82152,0.69736,0.06049,0.82,0.7,0.06,0.9,0.56,0.06,-3.58151,20.30884,-16.33241,-43.90081,-52.22491,55.23401,double_rcm_log_20260616_133152_647.csv,33.11959,Unknown,Task3_Insertion,0.0,0.08277680046612469,0.23295526283073922,0.23295532361181948,9.139667123374357,0.49010046065930934,158.19962104885073,22.69585866252665,33.56978265721281,725.1170874636742,2.584217828735243,11.112732857571988
0.50243,0.09575,10.44333,InsertToTarget,Double,5.22021,0.39795,0.07402,156.0411,156.0411,0.03223,0.40412,0.07402,0.0,0.0,0.0,0.98701,1.0,6,6,1,0.62394,1.04267,0.05991,0.82256,0.69547,0.0604,0.82,0.7,0.06,0.9,0.56,0.06,-3.55026,20.02447,-16.05717,-43.98612,-52.13407,55.28967,double_rcm_log_20260616_133152_647.csv,10.44333,Unknown,Task3_Insertion,0.0,0.07533221186766827,0.2120042833878583,0.21200432920374132,4.40437512704151,0.4007684925432465,156.04241250378053,22.63733035759197,51.738731952904246,261.3994445286481,2.4283633747789457,17.860392222196122
