time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,entry_error_mm,target_error_mm,needle_skull_violation_mm,lambda,stage,valid_post_insertion_context,raw_needle_skull_penetration_mm,intentional_needle_inside_skull,unsafe_needle_skull_violation_mm,source_file,fps_est,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.72951,ApproachEntry,Double,405.5722,160.399,11.17576,260.2005,260.2005,0.0,405.5722,11.17576,4.17576,0.0,0.0,0.0,1.0,6,6,1,0.67974,0.6333,0.01991,0.89142,0.3023,0.09493,0.82,0.7,0.06,0.9,0.56,0.06,1.37083,-58.36887,73.03983,-46.91411,-61.03988,47.03994,160.399,260.2005,0.0,0.0,T3_safe_insertion,False,0.0,False,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,35.17411185367575,Task3_Insertion,0.0,11.176178145954143,31.253581276167395,31.402818003358362,20.154591963186775,139.74054849558237,260.1980232438364,2150.014962926202,19451.521585887225,1568907.3414644508,102.70737591615985,395.9580678308173
0.75639,ApproachEntry,Double,352.8,148.4935,12.7239,206.5493,206.5493,0.0,352.8,12.7239,5.7239,0.0,0.0,0.0,1.0,6,6,1,0.6777,0.68306,0.02108,0.89588,0.35834,0.1045,0.82,0.7,0.06,0.9,0.56,0.06,1.60606,-56.77957,76.39981,-50.2741,-64.39986,50.39993,148.4935,206.5493,0.0,0.0,T3_safe_insertion,False,0.0,False,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.202380952380935,Task3_Insertion,0.0,12.72329261939946,35.513080072544675,35.733113378674204,18.64275154574386,112.77909519873879,206.55260831081273,1858.9468889361624,17913.664110812115,676712.826442521,103.51905003054138,343.5242612436071
0.78338,ApproachEntry,Double,310.7405,157.9183,13.88454,166.0918,166.0918,0.0,310.7405,13.88454,6.88454,154.1342,0.0,0.0,1.0,6,6,1,0.66912,0.72183,0.0188,0.8911,0.40144,0.10865,0.82,0.7,0.06,0.9,0.56,0.06,1.83667,-55.97693,79.7598,-53.63408,-67.75985,53.75991,157.9183,166.0918,154.1342,0.0,T3_safe_insertion,False,154.1342,False,154.1342,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.05075954057064,Task3_Insertion,154.1342,13.884904336416612,38.694367542304896,38.98016793372104,18.607260148296568,99.1511227369616,166.09426871508845,1368.8675752979018,17112.887817620503,151127.67055910727,94.81766798010874,351.7149526671633
0.81531,ApproachEntry,Double,276.3747,177.8994,14.74255,135.7658,135.7658,0.0,276.3747,14.74255,7.74255,137.0235,0.0,0.0,1.0,6,6,1,0.65625,0.75214,0.01401,0.88055,0.43478,0.10872,0.82,0.7,0.06,0.9,0.56,0.06,2.06967,-55.77205,83.11978,-56.99407,-71.11983,57.1199,177.8994,135.7658,137.0235,0.0,T3_safe_insertion,False,137.0235,False,137.0235,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,31.31850923896021,Task3_Insertion,137.0235,14.742212402471266,41.03213613016686,41.374051838081606,19.62583251728125,92.82686256599521,135.76446258133979,1122.0863893077533,8084.925021708785,244466.96754984494,95.55206145231858,263.7951448408694
0.84183,ApproachEntry,Double,246.8729,202.0397,15.43783,113.1396,113.1396,0.0,246.8729,15.43783,8.43783,131.5229,0.0,0.0,1.0,6,6,1,0.64064,0.77678,0.00751,0.86701,0.46205,0.10603,0.82,0.7,0.06,0.9,0.56,0.06,2.30061,-55.95813,86.47977,-60.35405,-74.47982,60.47988,202.0397,113.1396,131.5229,0.0,T3_safe_insertion,False,131.5229,False,131.5229,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.707390648567134,Task3_Insertion,131.5229,15.437979733038313,42.92267504588464,43.315165128140116,21.358966247455903,89.91552543274256,113.14284555375127,1116.792098448072,3579.1164010576795,244830.80596906785,103.3483736936762,270.1797492551768
0.86848,ApproachEntry,Double,219.7758,227.9083,16.11514,96.70547,96.70547,0.0,219.7758,16.11514,9.11515,129.5676,0.0,0.0,1.0,6,6,1,0.62338,0.79828,-0.00019,0.8526,0.48667,0.10157,0.82,0.7,0.06,0.9,0.56,0.06,2.52675,-56.34481,89.83975,-63.71404,-77.83981,63.83987,227.9083,96.70547,129.5676,0.0,T3_safe_insertion,False,129.5676,False,129.5676,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.52345215759841,Task3_Insertion,129.5676,16.115841608759247,44.75847636517328,45.20478905791006,23.597434717263408,87.97720272014533,96.70632761096871,1149.5720977582682,6903.791011087368,231033.8298331875,108.8228206300582,468.2266785373629
0.89261,ApproachEntry,Double,192.3782,254.9931,16.94709,85.53824,85.53824,0.0,192.3782,16.94711,9.94711,125.6106,0.0,0.0,1.0,6,6,1,0.60521,0.81906,-0.00866,0.83916,0.51205,0.09629,0.82,0.7,0.06,0.9,0.56,0.06,2.74286,-56.73186,93.19974,-67.07403,-81.19979,67.19985,254.9931,85.53824,125.6106,0.0,T3_safe_insertion,False,125.6106,False,125.6106,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,41.44218814753422,Task3_Insertion,125.6106,16.947772431770815,47.00294178248629,47.521730432953994,26.14625056280691,84.77402077559813,85.54339366660646,1415.616695303724,9915.32839650597,179331.40482256506,125.83702784217084,238.184091584472
0.91282,ApproachEntry,Double,161.3791,283.7575,18.1683,80.46632,80.46632,0.0,161.3791,18.1683,11.1683,114.7782,0.0,0.0,1.0,6,6,1,0.58658,0.84161,-0.01734,0.82816,0.54192,0.09141,0.82,0.7,0.06,0.9,0.56,0.06,2.92546,-56.89133,96.55972,-70.43401,-84.55978,70.55984,283.7575,80.46632,114.7782,0.0,T3_safe_insertion,False,114.7782,False,114.7782,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,49.48045522018815,Task3_Insertion,114.7782,18.167702536982432,50.27613812995359,50.91469268327185,28.88476196082769,77.95297068400629,80.46402985185372,1505.5306357726015,10453.537904120623,134808.4411457652,120.5365209585695,470.8114723021944
0.94032,ApproachEntry,Double,123.8675,315.0511,20.03668,86.71869,86.71869,0.0,123.8675,20.03668,13.03668,96.58101,0.0,0.0,1.0,6,6,1,0.56747,0.86772,-0.02578,0.82024,0.57934,0.08801,0.82,0.7,0.06,0.9,0.56,0.06,3.04327,-56.62825,99.91971,-73.794,-87.91976,73.91982,315.0511,86.71869,96.58101,0.0,T3_safe_insertion,False,96.58101,False,96.58101,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,36.36363636363626,Task3_Insertion,96.58101,20.037067286321548,55.24710532180862,56.102583833502976,32.14401315825789,65.90423449684694,86.7193940246356,1691.7362806035046,11526.848805827478,309734.50728013157,106.6773291486791,855.6033030651712
0.96346,ApproachEntry,Double,79.27026,348.1881,22.32037,106.9006,106.9006,0.0,79.27026,22.32037,15.32037,71.52567,0.0,0.0,1.0,6,6,1,0.54801,0.89627,-0.03344,0.81722,0.62393,0.08211,0.82,0.7,0.06,0.9,0.56,0.06,2.9721,-55.91626,103.2797,-76.35077,-91.27975,77.27981,348.1881,106.9006,71.52567,0.0,T3_safe_insertion,False,71.52567,False,71.52567,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,43.21521175453771,Task3_Insertion,71.52567,22.320787121356,61.23958830150024,62.42000121306888,35.33079038671526,45.839682859018424,106.90381377668434,1873.4400843804408,8057.831383032093,695401.2201193993,100.686570518481,1222.3517370560276
0.98978,ApproachEntry,Double,31.98515,380.2501,24.52894,137.255,137.255,0.0,31.98515,24.52894,17.52894,0.0,0.0,0.0,1.0,6,6,1,0.52593,0.92186,-0.03431,0.81834,0.66982,0.07046,0.82,0.7,0.06,0.9,0.56,0.06,2.04611,-55.08004,106.6397,-76.23562,-94.63973,80.63979,380.2501,137.255,0.0,0.0,T3_safe_insertion,False,0.0,False,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.99392097264436,Task3_Insertion,0.0,24.52819201196024,66.93946405888512,68.50277432682218,37.485035174634056,19.46421948088338,137.25232092755297,1409.4093997898922,26048.86300818736,482146.31706366106,75.77621486328898,1373.6657213013941
