time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,entry_error_mm,target_error_mm,needle_skull_violation_mm,lambda,stage,valid_post_insertion_context,raw_needle_skull_penetration_mm,intentional_needle_inside_skull,unsafe_needle_skull_violation_mm,source_file,fps_est,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
2.11582,InsertToTarget,Double,21.45774,0.58132,0.09487,139.7975,139.7975,0.13331,0.61519,0.09487,0.0,0.0,0.0,0.94627,1.0,6,6,1,0.63238,1.02879,0.05994,0.83047,0.68128,0.05942,0.82,0.7,0.06,0.9,0.56,0.06,-1.73869,-33.95424,76.44546,-104.2532,-59.98145,122.4704,0.58132,139.7975,0.0,0.94627,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,24.4140625000002,Task3_Insertion,0.0,0.09601163092522995,0.2702014562547595,0.27020155110509325,1.6360694873711574,0.6126123130935335,139.79841093517473,28.91677391585581,27.370101294570073,718.5658425079637,1.9853139226892142,2.0977123591449938
2.14283,InsertToTarget,Double,22.23265,0.6513,0.10653,139.0248,139.0248,0.13817,0.69038,0.10653,0.0,0.0,0.0,0.94432,1.0,6,6,1,0.63279,1.02813,0.05992,0.83083,0.68059,0.05935,0.82,0.7,0.06,0.9,0.56,0.06,-1.72165,-33.96918,76.38383,-104.2235,-60.0645,122.4077,0.6513,139.0248,0.0,0.94432,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,37.023324694557296,Task3_Insertion,0.0,0.10685433695374394,0.3007155898670369,0.30071572060123697,1.7742945658590235,0.6884922210610107,139.02107574033514,28.88741980244958,7.288200941333592,1153.1037542415559,1.9794833409459323,1.1302550460139158
2.16859,InsertToTarget,Double,22.98144,0.68027,0.11191,138.2768,138.2768,0.1428,0.72262,0.11191,0.0,0.0,0.0,0.94245,1.0,6,6,1,0.63317,1.02748,0.05992,0.83119,0.67994,0.05932,0.82,0.7,0.06,0.9,0.56,0.06,-1.70565,-33.98388,76.3245,-104.1935,-60.15098,122.3425,0.68027,138.2768,0.0,0.94245,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,38.81987577639751,Task3_Insertion,0.0,0.11174846166537385,0.31448889861807,0.3144890481621964,1.795674833529406,0.7200865332615255,138.2782777590175,28.904685779419893,33.84559983937948,662.4772931466142,2.0380369419202053,2.9564928828578068
2.19584,InsertToTarget,Double,23.77012,0.71386,0.11703,137.4892,137.4892,0.14771,0.75989,0.11703,0.0,0.0,0.0,0.94047,1.0,6,6,1,0.63357,1.0268,0.05992,0.83157,0.67925,0.05928,0.82,0.7,0.06,0.9,0.56,0.06,-1.68872,-33.99939,76.26214,-104.1618,-60.24197,122.2739,0.71386,137.4892,0.0,0.94047,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,36.697247706422026,Task3_Insertion,0.0,0.1182055385733451,0.3326607478986673,0.33266092489329085,1.8370267459048717,0.7619418512034496,137.49089351662528,29.220375810226876,40.77024122098757,416.00155694544947,2.112793620680801,3.4802446138280794
2.21985,InsertToTarget,Double,24.47121,0.69842,0.11535,136.7872,136.7872,0.15203,0.74505,0.11535,0.0,0.0,0.0,0.93873,1.0,6,6,1,0.63391,1.02619,0.05993,0.83193,0.67864,0.0593,0.82,0.7,0.06,0.9,0.56,0.06,-1.67398,-34.01422,76.20797,-104.1327,-60.33036,122.207,0.69842,136.7872,0.0,0.93873,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,41.649312786338875,Task3_Insertion,0.0,0.1155260770244519,0.3251200651892306,0.32512023041938987,1.7320768479382882,0.7398014286591686,136.78254457349448,29.11150499870794,19.59764057738461,773.4682065469957,2.1822111366761514,2.0869567487579017
2.24326,InsertToTarget,Double,25.15167,0.6822,0.11191,136.1059,136.1059,0.15625,0.72907,0.11191,0.0,0.0,0.0,0.93703,1.0,6,6,1,0.63425,1.0256,0.05993,0.83227,0.67806,0.05931,0.82,0.7,0.06,0.9,0.56,0.06,-1.65956,-34.02893,76.15594,-104.1046,-60.41662,122.1417,0.6822,136.1059,0.0,0.93703,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,42.71678769756567,Task3_Insertion,0.0,0.11396647509455345,0.32073095044664957,0.3207311090595903,1.6587702657409022,0.7279412486859459,136.11022224653075,29.06938673909274,7.143035030401126,199.88062939828956,2.1903954938450525,0.42649143562915065
2.26567,InsertToTarget,Double,25.80343,0.66142,0.10835,135.4532,135.4532,0.16028,0.70808,0.10835,0.0,0.0,0.0,0.9354,1.0,6,6,1,0.63456,1.02503,0.05993,0.8326,0.67749,0.05933,0.82,0.7,0.06,0.9,0.56,0.06,-1.64574,-34.04312,76.10625,-104.0776,-60.50024,122.0784,0.66142,135.4532,0.0,0.9354,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,44.62293618920073,Task3_Insertion,0.0,0.11017256937073559,0.3100539380869961,0.3100540814033347,1.5717465743214065,0.7078037537666192,135.45150054539818,29.135807526579402,15.759673896925412,242.3195674164063,2.1946177025277334,0.9604749559319499
2.28772,InsertToTarget,Double,26.44351,0.64465,0.10835,134.8123,134.8123,0.16425,0.69127,0.10835,0.0,0.0,0.0,0.9338,1.0,6,6,1,0.63487,1.02447,0.05993,0.83292,0.67694,0.05935,0.82,0.7,0.06,0.9,0.56,0.06,-1.63212,-34.05687,76.05727,-104.0511,-60.58191,122.0165,0.64465,134.8123,0.0,0.9338,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,45.35147392290224,Task3_Insertion,0.0,0.10671640221818376,0.3003274064899881,0.300327536724224,1.4894578127043843,0.6872744385222948,134.81510486588655,29.149365429463053,6.102158188180804,1112.2094644205356,2.227542219349449,0.86068802957725
2.30775,InsertToTarget,Double,27.02777,0.61235,0.10087,134.2269,134.2269,0.16785,0.65772,0.10087,0.0,0.0,0.0,0.93235,1.0,6,6,1,0.63515,1.02395,0.05994,0.83323,0.67644,0.05938,0.82,0.7,0.06,0.9,0.56,0.06,-1.6198,-34.06973,76.01294,-104.0265,-60.65932,121.9578,0.61235,134.2269,0.0,0.93235,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,49.92511233150332,Task3_Insertion,0.0,0.10127716495025596,0.2850200100543388,0.2850201213716668,1.3825870946298326,0.6521314166756137,134.22701255708552,29.093631168755344,28.807262130714474,1024.8704630275995,2.2296172719636482,1.45103063008048
2.32813,InsertToTarget,Double,27.61881,0.59618,0.09891,133.6352,133.6352,0.17152,0.64125,0.09891,0.0,0.0,0.0,0.93087,1.0,6,6,1,0.63544,1.02344,0.05994,0.83352,0.67593,0.05939,0.82,0.7,0.06,0.9,0.56,0.06,-1.6072,-34.08231,75.96763,-104.0019,-60.73506,121.9003,0.59618,133.6352,0.0,0.93087,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,49.06771344455386,Task3_Insertion,0.0,0.10014648540075476,0.28183799003347004,0.2818380976608423,1.3343218822314569,0.6430229090307922,133.64029108019778,28.897720646571006,36.83093026088125,151.51095602373434,2.17868170537732,2.919131473600284
2.36996,InsertToTarget,Double,28.82901,0.59647,0.09891,132.4248,132.4248,0.17905,0.64339,0.09891,0.0,0.0,0.0,0.92783,1.0,6,6,1,0.63604,1.02238,0.05993,0.83412,0.67487,0.05939,0.82,0.7,0.06,0.9,0.56,0.06,-1.58125,-34.10658,75.8729,-103.9513,-60.88517,121.7867,0.59647,132.4248,0.0,0.92783,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,23.90628735357397,Task3_Insertion,0.0,0.09902361556029744,0.2786779484128696,0.278678052473162,1.281109527988122,0.6446096015896252,132.42229193002206,29.023569971099395,3.861448570912348,601.0089851610893,2.0974521793780387,0.7573978433349134
2.39378,InsertToTarget,Double,29.51749,0.62498,0.10279,131.737,131.737,0.18334,0.67526,0.10279,0.0,0.0,0.0,0.92611,1.0,6,6,1,0.63639,1.02179,0.05993,0.83446,0.67427,0.05936,0.82,0.7,0.06,0.9,0.56,0.06,-1.56643,-34.11905,75.81725,-103.9223,-60.9662,121.7256,0.62498,131.737,0.0,0.92611,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,41.98152812762354,Task3_Insertion,0.0,0.10360597926089206,0.29157388587847793,0.29157400506439196,1.307902940791932,0.6738408851216384,131.7328133002556,29.05867366704964,14.113680728954332,208.38561652513445,2.1455282520700125,1.459116930821747
2.41514,InsertToTarget,Double,30.14112,0.61548,0.10087,131.113,131.113,0.18718,0.66624,0.10087,0.0,0.0,0.0,0.92456,1.0,6,6,1,0.6367,1.02125,0.05993,0.83477,0.67373,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.55332,-34.13099,75.76768,-103.895,-61.04554,121.6657,0.61548,131.113,0.0,0.92456,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,46.81647940074896,Task3_Insertion,0.0,0.10248099419229637,0.28840789180526755,0.2884080071435026,1.262109110143381,0.663957829986186,131.1101166958523,28.987537627060597,12.939187174366777,318.4864630507292,2.1601744541232852,1.5637617620295692
2.43891,InsertToTarget,Double,30.82705,0.6356,0.10468,130.4275,130.4275,0.19146,0.68912,0.10468,0.0,0.0,0.0,0.92283,1.0,6,6,1,0.63704,1.02066,0.05993,0.8351,0.67313,0.05935,0.82,0.7,0.06,0.9,0.56,0.06,-1.5386,-34.14354,75.71246,-103.8656,-61.1281,121.6034,0.6356,130.4275,0.0,0.92283,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,42.069835927640156,Task3_Insertion,0.0,0.10593893448657704,0.29813941480785405,0.2981395422272144,1.2759151587588788,0.6864725889535643,130.42557034569563,29.128265160192214,10.102608768736472,697.7792056604989,2.208108985526899,1.150538866616286
2.45891,InsertToTarget,Double,31.41311,0.60688,0.10087,129.8405,129.8405,0.19506,0.65922,0.10087,0.0,0.0,0.0,0.92138,1.0,6,6,1,0.63733,1.02014,0.05994,0.83541,0.67263,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.52639,-34.15512,75.66637,-103.8395,-61.20625,121.5444,0.60688,129.8405,0.0,0.92138,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,49.99999999999996,Task3_Insertion,0.0,0.10241539555271052,0.2882232805479186,0.28822339565159105,1.205398599780148,0.6608921708860359,129.83752115625123,29.082913630212147,14.494481579944807,705.6176649279327,2.2101902681468313,1.0031949905142443
2.48228,InsertToTarget,Double,32.08624,0.62576,0.10279,129.1678,129.1678,0.19927,0.6807,0.10279,0.0,0.0,0.0,0.91969,1.0,6,6,1,0.63766,1.01956,0.05993,0.83573,0.67204,0.05935,0.82,0.7,0.06,0.9,0.56,0.06,-1.5119,-34.16735,75.61215,-103.8104,-61.28775,121.4829,0.62576,129.1678,0.0,0.91969,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,42.78990158322656,Task3_Insertion,0.0,0.10473847016795539,0.294761003176376,0.2947611262973772,1.2223433103942527,0.6845031887322442,129.16662494622977,28.91139726666542,16.809387929180694,142.71289275197435,2.163454289641347,1.4112835948010503
2.52244,InsertToTarget,Double,33.25603,0.58919,0.09691,127.9969,127.9969,0.2065,0.64297,0.09691,0.0,0.0,0.0,0.91677,1.0,6,6,1,0.63823,1.01854,0.05994,0.83633,0.67103,0.05939,0.82,0.7,0.06,0.9,0.56,0.06,-1.48725,-34.18976,75.51944,-103.7583,-61.4411,121.367,0.58919,127.9969,0.0,0.91677,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,24.900398406374382,Task3_Insertion,0.0,0.09862782467235044,0.2775640920578223,0.27756419486964007,1.1031027543139085,0.6403292422352056,127.9918040344771,28.84493156269176,6.004133988226827,250.53009639981926,2.173858134581086,0.5180125204719138
2.54511,InsertToTarget,Double,33.91031,0.60747,0.10087,127.343,127.343,0.21058,0.66389,0.10087,0.0,0.0,0.0,0.91513,1.0,6,6,1,0.63856,1.01797,0.05993,0.83664,0.67046,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.47321,-34.20112,75.46607,-103.7295,-61.52074,121.307,0.60747,127.343,0.0,0.91513,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,44.11116012351088,Task3_Insertion,0.0,0.10127716495025596,0.2850200100543388,0.2850201213716668,1.1212582196393859,0.6635672825430086,127.34322950200367,28.795663599237056,6.582027841706823,348.6052549412096,2.1846686797030364,0.500405781029143
2.56601,InsertToTarget,Double,34.51928,0.59966,0.09891,126.7337,126.7337,0.21434,0.65649,0.09891,0.0,0.0,0.0,0.91361,1.0,6,6,1,0.63886,1.01744,0.05993,0.83695,0.66994,0.05938,0.82,0.7,0.06,0.9,0.56,0.06,-1.46038,-34.21196,75.41674,-103.7018,-61.59913,121.2478,0.59966,126.7337,0.0,0.91361,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,47.8468899521538,Task3_Insertion,0.0,0.09895278725214635,0.2784786195168091,0.2784787233477316,1.0800913626096416,0.650610364314801,126.73788107744264,28.913716177729217,10.67917066471867,206.5271599744012,2.1923294900439996,0.2607783089604171
2.58896,InsertToTarget,Double,35.18208,0.61696,0.10087,126.0713,126.0713,0.21847,0.67643,0.10087,0.0,0.0,0.0,0.91194,1.0,6,6,1,0.63919,1.01687,0.05993,0.83727,0.66936,0.05936,0.82,0.7,0.06,0.9,0.56,0.06,-1.44621,-34.22318,75.36234,-103.6722,-61.6804,121.1867,0.61696,126.0713,0.0,0.91194,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,43.57298474945487,Task3_Insertion,0.0,0.10241539554559315,0.2882232805278885,0.28822339565159105,1.0957049933837755,0.6726857764559582,126.07566022036129,29.22145480639401,11.154717292493169,634.8197016628144,2.190210285300465,1.3552921311510708
2.61049,InsertToTarget,Double,35.80895,0.6124,0.10087,125.4442,125.4442,0.22235,0.67264,0.10087,0.0,0.0,0.0,0.91038,1.0,6,6,1,0.6395,1.01632,0.05993,0.83759,0.66881,0.05936,0.82,0.7,0.06,0.9,0.56,0.06,-1.433,-34.234,75.31117,-103.6434,-61.76088,121.126,0.6124,125.4442,0.0,0.91038,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,46.44681839294046,Task3_Insertion,0.0,0.10166816655920702,0.28612038806974566,0.28612050067596523,1.0738218815271536,0.6711746304914822,125.43936304047467,29.059260208814536,18.58380287584791,310.17929582463324,2.2427738835818167,1.1914385897121778
2.6315,InsertToTarget,Double,36.41953,0.60366,0.09891,124.8334,124.8334,0.22613,0.66411,0.09891,0.0,0.0,0.0,0.90886,1.0,6,6,1,0.6398,1.01579,0.05993,0.83789,0.66829,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.42012,-34.24467,75.26153,-103.6152,-61.84019,121.0662,0.60366,124.8334,0.0,0.90886,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,47.59638267491677,Task3_Insertion,0.0,0.10009697281028017,0.28169864899993746,0.28169875648775544,1.0399434610935396,0.6608921708860129,124.83898870144694,28.799594089174445,1.9966024021976265,571.3967280074163,2.235168032238999,0.1482020613684126
2.65295,InsertToTarget,Double,37.04116,0.6028,0.10087,124.2116,124.2116,0.22999,0.6642,0.10087,0.0,0.0,0.0,0.9073,1.0,6,6,1,0.64011,1.01525,0.05993,0.8382,0.66775,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.40694,-34.25526,75.21066,-103.5867,-61.91971,121.0062,0.6028,124.2116,0.0,0.9073,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,46.6200466200462,Task3_Insertion,0.0,0.10009697281392128,0.2816986490101845,0.28169875648775544,1.0218829009666106,0.6605184443939676,124.21634111500785,29.10593305225632,9.593968898331353,157.18242082290607,2.238392253973044,0.4384415000662625
2.69294,InsertToTarget,Double,38.20333,0.57939,0.09487,123.0488,123.0488,0.23719,0.6403,0.09487,0.0,0.0,0.0,0.9044,1.0,6,6,1,0.64068,1.01424,0.05993,0.83879,0.66674,0.05939,0.82,0.7,0.06,0.9,0.56,0.06,-1.38241,-34.27529,75.11594,-103.5324,-62.0725,120.891,0.57939,123.0488,0.0,0.9044,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,25.006251562890743,Task3_Insertion,0.0,0.09631135033427748,0.2710449430683275,0.27104503879524844,0.9569930980289144,0.638105368680154,123.04659198856336,29.103092070183035,7.266092197976419,125.27489193153072,2.2735733155246596,0.4311439910067906
2.7321,InsertToTarget,Double,39.34153,0.5608,0.09279,121.91,121.91,0.24424,0.62156,0.09279,0.0,0.0,0.0,0.90156,1.0,6,6,1,0.64124,1.01324,0.05994,0.83936,0.66576,0.05941,0.82,0.7,0.06,0.9,0.56,0.06,-1.3584,-34.29424,75.02238,-103.4788,-62.22194,120.7782,0.5608,121.91,0.0,0.90156,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,25.536261491317763,Task3_Insertion,0.0,0.09358487315975031,0.26337194106780376,0.2633720289012646,0.897868639731969,0.6164426481527088,121.91281844006394,28.893172292495827,11.234277436119354,543.2746156017816,2.22685232725469,0.5943581136080166
2.75303,InsertToTarget,Double,39.94629,0.57128,0.09487,121.3055,121.3055,0.248,0.63405,0.09487,0.0,0.0,0.0,0.90004,1.0,6,6,1,0.64154,1.01272,0.05993,0.83965,0.66523,0.0594,0.82,0.7,0.06,0.9,0.56,0.06,-1.34552,-34.30363,74.97179,-103.4503,-62.29821,120.7208,0.57128,121.3055,0.0,0.90004,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,47.77830864787411,Task3_Insertion,0.0,0.09474004486436476,0.2666228888786015,0.26662298000107953,0.9027264632954192,0.629296310297325,121.30884304122262,29.169722993338425,15.269986490423209,401.0503423511654,2.234153838626974,0.9909702544183335
2.77311,InsertToTarget,Double,40.53035,0.56877,0.09487,120.7213,120.7213,0.25162,0.63226,0.09279,0.0,0.0,0.0,0.89858,1.0,6,6,1,0.64183,1.01221,0.05993,0.83995,0.66472,0.0594,0.82,0.7,0.06,0.9,0.56,0.06,-1.33322,-34.31275,74.923,-103.4223,-62.3741,120.6637,0.56877,120.7213,0.0,0.89858,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,49.800796812748764,Task3_Insertion,0.0,0.0940001594186358,0.26454066253414765,0.2645407515499203,0.8864355462155444,0.6270921904988217,120.71719388720064,29.230587442420433,9.043738588982558,415.1578414726972,2.264329103104464,0.8402525961177075
2.81313,InsertToTarget,Double,41.69103,0.56682,0.09487,119.5605,119.5605,0.25882,0.63191,0.09279,0.0,0.0,0.0,0.89568,1.0,6,6,1,0.6424,1.0112,0.05993,0.84052,0.66372,0.0594,0.82,0.7,0.06,0.9,0.56,0.06,-1.30871,-34.33067,74.82587,-103.3664,-62.52499,120.5501,0.56682,119.5605,0.0,0.89568,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,24.987506246876457,Task3_Insertion,0.0,0.09358487315975031,0.26337194106780376,0.2633720289012646,0.8624568788006903,0.6274539517274823,119.56616912822781,28.885785919075822,9.43796513949565,110.14183193825487,2.238078809802917,0.40480284493812513
2.85588,InsertToTarget,Double,42.92691,0.59535,0.09891,118.3252,118.3252,0.26652,0.66562,0.09891,0.0,0.0,0.0,0.89258,1.0,6,6,1,0.64302,1.01014,0.05993,0.84113,0.66264,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.28247,-34.34839,74.72073,-103.3066,-62.681,120.4329,0.59535,118.3252,0.0,0.89258,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,23.39181286549716,Task3_Insertion,0.0,0.09862682192877355,0.2775612700820106,0.2775613728945562,0.8782531774898084,0.6579618880708932,118.32600474958997,29.139288414033512,19.14557700094104,391.05497604182904,2.2652480334204506,1.3192541189238003
2.87704,InsertToTarget,Double,43.54366,0.59582,0.09891,117.7084,117.7084,0.27032,0.66737,0.09891,0.0,0.0,0.0,0.89104,1.0,6,6,1,0.64333,1.0096,0.05993,0.84143,0.6621,0.05936,0.82,0.7,0.06,0.9,0.56,0.06,-1.26957,-34.35711,74.6681,-103.2759,-62.76154,120.3724,0.59582,117.7084,0.0,0.89104,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,47.258979206049,Task3_Insertion,0.0,0.100516786496026,0.28288011157281956,0.2828802204055315,0.8812344078859375,0.6696968315243974,117.7083875516099,29.124677846279724,9.11475828432239,884.9898251771464,2.2964207756783415,0.7256664982182485
2.89787,InsertToTarget,Double,44.14891,0.59198,0.09691,117.103,117.103,0.27407,0.66415,0.09691,0.0,0.0,0.0,0.88953,1.0,6,6,1,0.64363,1.00907,0.05993,0.84174,0.66158,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.25687,-34.36588,74.61679,-103.2457,-62.84152,120.3123,0.59198,117.103,0.0,0.88953,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,48.00768122899635,Task3_Insertion,0.0,0.09821716185647812,0.2764083822961479,0.2764084838343626,0.8525451954695826,0.6568983061443877,117.10303540045398,28.85817458250859,18.341460336400743,300.8063320574141,2.2408782600049526,1.4861804444582363
2.9221,InsertToTarget,Double,44.84623,0.62667,0.10468,116.4065,116.4065,0.27844,0.70402,0.10468,0.0,0.0,0.0,0.88777,1.0,6,6,1,0.64398,1.00847,0.05992,0.84207,0.66097,0.05933,0.82,0.7,0.06,0.9,0.56,0.06,-1.24198,-34.37494,74.5563,-103.2115,-62.92718,120.248,0.62667,116.4065,0.0,0.88777,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,41.2711514651263,Task3_Insertion,0.0,0.10357255922465892,0.2914798333992242,0.2914799524601032,0.8942238232541646,0.6998395420490211,116.40994244479285,28.926259665663807,10.323194941518997,682.4774391022532,2.2511763198521515,1.6018334155404403
2.96203,InsertToTarget,Double,46.01207,0.58699,0.09691,115.2397,115.2397,0.28562,0.66173,0.09691,0.0,0.0,0.0,0.88488,1.0,6,6,1,0.64455,1.00745,0.05993,0.84267,0.65996,0.05937,0.82,0.7,0.06,0.9,0.56,0.06,-1.21773,-34.39191,74.45769,-103.1519,-63.08754,120.1273,0.58699,115.2397,0.0,0.88488,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,25.043826696719247,Task3_Insertion,0.0,0.09750358018566675,0.27440018168803537,0.2744002810159608,0.8166388992086334,0.655854111357544,115.23509621638706,29.160482877581522,5.970948107819912,551.9285368530765,2.373785358824166,0.46081989965163983
3.0008,InsertToTarget,Double,47.13926,0.55919,0.09487,114.1118,114.1118,0.2926,0.63219,0.09487,0.0,0.0,0.0,0.88206,1.0,6,6,1,0.6451,1.00647,0.05993,0.84323,0.65899,0.05939,0.82,0.7,0.06,0.9,0.56,0.06,-1.1941,-34.40785,74.36185,-103.0943,-63.2412,120.0115,0.55919,114.1118,0.0,0.88206,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,25.793139025019364,Task3_Insertion,0.0,0.09403662220355122,0.2646432781113941,0.264643367222364,0.772209077868929,0.6352637247631757,114.11496439994178,29.023183437654588,32.48904207918578,154.1698761831933,2.290217086862802,3.0036426214184075
3.02203,InsertToTarget,Double,47.7517,0.57366,0.09487,113.4996,113.4996,0.29642,0.64932,0.09487,0.0,0.0,0.0,0.88052,1.0,6,6,1,0.64541,1.00594,0.05993,0.84353,0.65845,0.05938,0.82,0.7,0.06,0.9,0.56,0.06,-1.18109,-34.41561,74.30859,-103.0633,-63.31984,119.9524,0.57366,113.4996,0.0,0.88052,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,47.10315591144588,Task3_Insertion,0.0,0.096328631780005,0.27109357746130575,0.2710936732617752,0.7762512585956802,0.6469585648365523,113.49734710556008,28.874697804091653,23.104017571031523,856.8877310311846,2.239812648612115,1.7247649081060559
3.04488,InsertToTarget,Double,48.41167,0.60091,0.10087,112.8402,112.8402,0.30054,0.68122,0.10087,0.0,0.0,0.0,0.87886,1.0,6,6,1,0.64574,1.00537,0.05993,0.84385,0.65788,0.05935,0.82,0.7,0.06,0.9,0.56,0.06,-1.1671,-34.42332,74.25033,-103.0296,-63.40287,119.8902,0.60091,112.8402,0.0,0.87886,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,43.76367614879643,Task3_Insertion,0.0,0.1005704654122469,0.2830311777056352,0.28303128672175953,0.801485050937978,0.6771365048155595,112.84387178752772,28.967687827106047,7.816939982239311,1149.4339955416422,2.248444226692902,1.4248937937084227
3.06796,InsertToTarget,Double,49.08033,0.62033,0.10279,112.172,112.172,0.30469,0.70446,0.10279,0.0,0.0,0.0,0.87719,1.0,6,6,1,0.64608,1.00479,0.05992,0.84418,0.65729,0.05933,0.82,0.7,0.06,0.9,0.56,0.06,-1.15304,-34.43111,74.19129,-102.9948,-63.48872,119.8259,0.62033,112.172,0.0,0.87719,T3_safe_insertion,False,0.0,True,0.0,double_rcm_log_20260616_003411_225_cleaned_with_stages.csv,43.32755632582366,Task3_Insertion,0.0,0.1028573293656964,0.2894669946998538,0.28946711130708785,0.814884204954682,0.6980731722721594,112.16802307253167,29.110429786038942,30.166972609729505,502.7378424844841,2.301329176030602,3.2769732752264655
