time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,entry_error_mm,target_error_mm,needle_skull_violation_mm,lambda,stage,valid_post_insertion_context,source_file,fps_est,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.0,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,0.0,2.027229602444481e-09,0.0,8.51784382681636e-13
0.06092,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,16.414970453053183,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,1.2349882738091777e-10,2.9950895265070347e-09,5.189070459296527e-14,2.149182752041834e-12
0.08275,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,45.808520384791564,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.66205343881779e-12,1.8828750260361722e-11,2.7202463543363174e-09,3.2818563180946156e-14,9.724648432582287e-13
0.10734,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,40.6669377795852,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,9.400335885828032e-12,8.54870578608759e-09,2.320622857404618e-14,8.175594267740612e-13
0.13047,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,43.2338953739732,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.66205343881779e-12,3.909462403936659e-10,2.4584377508751295e-09,5.684341886080802e-14,2.411773774976124e-12
0.15151,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,47.52851711026615,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,1.5987211554602254e-11,1.1521538121735928e-10,1.1790231409194977e-08,9.568173158301911e-14,1.0069103477222093e-12
0.1814,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,33.45600535296086,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,8.140289677804162e-12,1.3280318850114955e-10,7.777706982886595e-09,5.189070459296527e-14,1.858177164526e-12
0.20212,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,48.262548262548286,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,1.9860273225978185e-12,2.2480104575165907e-10,5.813369918597353e-09,4.0194366942304644e-14,1.714308749469496e-12
0.22685,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,40.43671653861706,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,1.9860273225978185e-12,4.6617974450990654e-11,6.58123874769598e-09,4.0194366942304644e-14,1.1605653157892186e-12
0.25327,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,37.85011355034065,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,1.1555147425196512e-10,2.4851200520550945e-09,2.5945352296482636e-14,1.02360709233503e-12
0.2821,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,34.68609087755807,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,5.102196573270515e-12,8.26473454693053e-11,1083142.0139893158,2.320622857404618e-14,3.2255900120441225e-13
0.30736,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,39.588281868566895,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,5.102196573270515e-12,51332.342969704725,1929457.571339369,0.0,1920.3307742997779
0.33025,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,503.186,529.4135,0.0,0.92,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,43.68719965050247,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,2239.7514436761776,93355.75676542989,638220.6325095445,83.78857023167876,3327.2641967837003
0.35081,ApproachEntry,Double,508.764,200.895,54.8613,496.3245,496.3245,0.0,508.764,54.8613,47.8613,0.0,0.0,0.0,1.0,6,6,1,0.88129,0.86267,0.1607,1.2297,0.79661,0.34575,0.82,0.7,0.06,0.9,0.56,0.06,-2.92239,-21.36,29.36,-3.23417,-17.36,3.36,200.895,496.3245,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,48.63813229571979,Task3_Insertion,0.0,54.86217453801438,131.86143954977973,148.56529508678818,76.42834516804896,494.5577340194586,496.32594592666624,4075.7375840623686,41172.962303642285,2817362.9528675377,146.04059028835783,1670.3052423652096
0.37665,ApproachEntry,Double,495.1351,202.281,51.62917,474.6489,474.6489,0.0,495.1351,51.62917,44.62917,0.0,0.0,0.0,1.0,6,6,1,0.83398,0.83016,0.21421,1.17367,0.73828,0.4044,0.82,0.7,0.06,0.9,0.56,0.06,-6.24195,-24.72,32.72,-6.59417,-20.72,6.72,202.281,474.6489,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,38.69969040247682,Task3_Insertion,0.0,51.62817585884961,126.41601108241186,140.42919790605282,73.30595487142224,474.26672820097923,474.64764541710304,3535.9280275855253,50787.61558147151,1704341.050291173,144.94474952250025,834.6691605548469
0.41294,ApproachEntry,Double,460.7079,185.464,43.5289,410.8919,410.8919,0.0,460.7079,43.5289,36.5289,0.0,0.0,0.0,1.0,6,6,1,0.78719,0.76734,0.22966,1.11638,0.62143,0.40386,0.82,0.7,0.06,0.9,0.56,0.06,-8.00074,-31.44,39.43997,-13.31418,-27.44,13.44,185.464,410.8919,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.555800496004416,Task3_Insertion,0.0,43.529479378566265,111.05400448072879,119.57823537242969,62.14454262687352,407.32746641794427,410.8937197135045,3204.6781124796853,43779.32476286621,788829.4154118416,153.6479637323526,795.6336436005688
0.43415,ApproachEntry,Double,442.2351,165.7711,39.07745,372.895,372.895,0.0,442.2351,39.07745,32.07745,0.0,0.0,0.0,1.0,6,6,1,0.77555,0.73752,0.21523,1.09853,0.56444,0.37562,0.82,0.7,0.06,0.9,0.56,0.06,-7.62505,-34.79999,42.79995,-16.67418,-30.8,16.8,165.7711,372.895,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,47.14757190004713,Task3_Insertion,0.0,39.076798836359956,101.64273873001258,107.85318810772158,54.64601231534749,360.68334262149585,372.89389764382037,3051.111295763561,23029.06696071965,867363.7552925254,140.3965028433177,564.7915291865135
0.45685,ApproachEntry,Double,427.4422,145.3889,34.55976,337.138,337.138,0.0,427.4422,34.55976,27.55976,0.0,0.0,0.0,1.0,6,6,1,0.76589,0.70904,0.19464,1.0804,0.50935,0.34027,0.82,0.7,0.06,0.9,0.56,0.06,-6.88504,-38.15998,46.15994,-20.03418,-34.15999,20.16,145.3889,337.138,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,44.05286343612335,Task3_Insertion,0.0,34.55839987444953,91.46566106842624,95.78873178112572,46.40876884742985,309.58674138028186,337.1362564305418,3072.8743579714373,11526.09541167236,511874.30805915844,139.4172407446663,224.82719006047972
0.49919,ApproachEntry,Double,415.4357,119.5289,25.64318,286.3551,286.3551,0.0,415.4357,25.64318,18.64318,0.0,0.0,0.0,1.0,6,6,1,0.74636,0.65686,0.14368,1.03645,0.4073,0.26016,0.82,0.7,0.06,0.9,0.56,0.06,-4.79047,-44.87995,52.87991,-26.75418,-40.87996,26.88,119.5289,286.3551,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,23.61832782239015,Task3_Insertion,0.0,25.642829944091996,69.78041602535768,71.56477785713182,29.515102837451504,204.6662794554927,286.35627826188835,3301.784935595668,10928.341984307925,200565.3733339499,151.4616177961676,137.60506962114425
0.51937,ApproachEntry,Double,419.2809,121.7813,21.38915,276.9506,276.9506,0.0,419.2809,21.38915,14.38915,0.0,0.0,0.0,1.0,6,6,1,0.73476,0.63349,0.11604,1.00918,0.36134,0.2191,0.82,0.7,0.06,0.9,0.56,0.06,-3.58492,-48.23993,56.23989,-30.11418,-44.23995,30.24,121.7813,276.9506,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,49.55401387512394,Task3_Insertion,0.0,21.388901548694587,58.805532012300276,59.84499321447679,22.307046210057614,159.1446170770956,276.9456228215207,3255.5101013714516,13085.297314793754,493688.31677278207,151.96451870255575,122.059071951795
0.5401,ApproachEntry,Double,429.1474,135.2415,17.3914,279.7642,279.7642,0.0,429.1474,17.3914,10.3914,0.0,0.0,0.0,1.0,6,6,1,0.7212,0.61211,0.08837,0.97806,0.31925,0.17922,0.82,0.7,0.06,0.9,0.56,0.06,-2.35286,-51.59992,59.59988,-33.47417,-47.59993,33.6,135.2415,279.7642,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,48.23926676314514,Task3_Insertion,0.0,17.391149373561426,48.19511013922004,48.7555272965035,17.624437349415274,129.9355131416528,279.7629970171181,3245.940453734098,24444.87285423567,988547.0883821821,156.4486447020227,349.713494278816
0.57704,ApproachEntry,Double,462.6052,183.5451,10.8625,315.9025,315.9025,0.0,462.6052,10.8625,3.86251,0.0,0.0,0.0,1.0,6,6,1,0.68702,0.57571,0.03643,0.90472,0.24766,0.10709,0.82,0.7,0.06,0.9,0.56,0.06,-0.0201,-58.31989,66.31985,-40.19414,-54.3199,40.31997,183.5451,315.9025,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.070925825663256,Task3_Insertion,0.0,10.862417069049199,30.38685755247721,30.523892832417673,19.97666421131732,158.04428633966958,315.9050840046738,1639.277890086447,64846.02730131206,254098.94794142674,156.24294065277084,1143.5073339494677
0.61309,ApproachEntry,Double,405.5722,160.399,11.17576,260.2005,260.2005,0.0,405.5722,11.17576,4.17576,0.0,0.0,0.0,1.0,6,6,1,0.67974,0.6333,0.01991,0.89142,0.3023,0.09493,0.82,0.7,0.06,0.9,0.56,0.06,1.37083,-58.36887,73.03983,-46.91411,-61.03988,47.03994,160.399,260.2005,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.739251040221895,Task3_Insertion,0.0,11.176178145954143,31.253581276167395,31.402818003358362,20.154591963186775,139.74054849558237,260.1980232438364,2049.438968150449,39264.8125381093,988530.7506608278,148.92749962068748,740.7086928170078
0.65128,ApproachEntry,Double,310.7405,157.9183,13.88454,166.0918,166.0918,0.0,310.7405,13.88454,6.88454,154.1342,0.0,0.0,1.0,6,6,1,0.66912,0.72183,0.0188,0.8911,0.40144,0.10865,0.82,0.7,0.06,0.9,0.56,0.06,1.83667,-55.97693,79.7598,-53.63408,-67.75985,53.75991,157.9183,166.0918,154.1342,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,26.184865147944524,Task3_Insertion,154.1342,13.884904336416612,38.694367542304896,38.98016793372104,18.607260148296568,99.1511227369616,166.09426871508845,2145.321110684242,10538.505811528452,644468.513632402,147.214548858921,238.3179335866082
0.68801,ApproachEntry,Double,246.8729,202.0397,15.43783,113.1396,113.1396,0.0,246.8729,15.43783,8.43783,131.5229,0.0,0.0,1.0,6,6,1,0.64064,0.77678,0.00751,0.86701,0.46205,0.10603,0.82,0.7,0.06,0.9,0.56,0.06,2.30061,-55.95813,86.47977,-60.35405,-74.47982,60.47988,202.0397,113.1396,131.5229,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.22570106180231,Task3_Insertion,131.5229,15.437979733038313,42.92267504588464,43.315165128140116,21.358966247455903,89.91552543274256,113.14284555375127,1670.5489216732751,10842.89821513591,235575.92883288147,149.38432133698018,245.5528124670571
0.72481,ApproachEntry,Double,192.3782,254.9931,16.94709,85.53824,85.53824,0.0,192.3782,16.94711,9.94711,125.6106,0.0,0.0,1.0,6,6,1,0.60521,0.81906,-0.00866,0.83916,0.51205,0.09629,0.82,0.7,0.06,0.9,0.56,0.06,2.74286,-56.73186,93.19974,-67.07403,-81.19979,67.19985,254.9931,85.53824,125.6106,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.1739130434783,Task3_Insertion,125.6106,16.947772431770815,47.00294178248629,47.521730432953994,26.14625056280691,84.77402077559813,85.54339366660646,1605.9107897372112,7381.494457855464,233741.65412327048,140.15730613079813,428.50488725600354
0.76714,ApproachEntry,Double,123.8675,315.0511,20.03668,86.71869,86.71869,0.0,123.8675,20.03668,13.03668,96.58101,0.0,0.0,1.0,6,6,1,0.56747,0.86772,-0.02578,0.82024,0.57934,0.08801,0.82,0.7,0.06,0.9,0.56,0.06,3.04327,-56.62825,99.91971,-73.794,-87.91976,73.91982,315.0511,86.71869,96.58101,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,23.623907394282963,Task3_Insertion,96.58101,20.037067286321548,55.24710532180862,56.102583833502976,32.14401315825789,65.90423449684694,86.7193940246356,1977.879459207194,8519.538498851505,431093.84649537306,124.23177398629242,1099.387828307486
0.8071,ApproachEntry,Double,31.98515,380.2501,24.52894,137.255,137.255,0.0,31.98515,24.52894,17.52894,0.0,0.0,0.0,1.0,6,6,1,0.52593,0.92186,-0.03431,0.81834,0.66982,0.07046,0.82,0.7,0.06,0.9,0.56,0.06,2.04611,-55.08004,106.6397,-76.23562,-94.63973,80.63979,380.2501,137.255,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,25.025025025025027,Task3_Insertion,0.0,24.52819201196024,66.93946405888512,68.50277432682218,37.485035174634056,19.46421948088338,137.25232092755297,1735.337309181542,28638.503194162004,499794.5910424457,97.22865471890928,1568.8760157548663
0.82762,ApproachEntry,Double,2.26259,398.648,25.97194,159.5206,159.5206,0.0,2.26259,25.97194,18.97194,0.0,0.0,0.0,1.0,6,6,1,0.51012,0.93511,-0.02729,0.81991,0.69796,0.06096,0.82,0.7,0.06,0.9,0.56,0.06,0.66706,-54.49169,108.3496,-75.10106,-96.62077,83.82462,398.648,159.5206,0.0,0.0,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,48.73294346978562,Task3_Insertion,0.0,25.971446999000573,70.61299164508044,72.46623695487948,40.07627001358815,1.4526797518855452,159.52520584534594,906.3703564338739,35078.68407702916,99915.7435593135,71.32270691047147,1541.2676571465015
0.86726,InsertToTarget,Double,14.56895,14.36179,25.42309,159.8951,159.8951,0.0,14.56895,25.42309,18.42309,0.0,0.0,0.99514,1.0,6,6,1,0.50474,0.93363,-0.00503,0.81657,0.69573,0.0735,0.82,0.7,0.06,0.9,0.56,0.06,-1.19096,-53.3035,106.4512,-75.0635,-99.06276,86.65885,14.36179,159.8951,0.0,0.99514,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,25.227043390514627,Task3_Insertion,0.0,25.423218587405692,69.22273311744324,70.96201358944617,82.08709726655326,14.430010448314336,159.89198791684333,110.15849079255943,11965.737794622873,439206.28609227133,30.030777614043444,1070.8919757259346
0.90462,InsertToTarget,Double,11.17396,10.84253,25.2401,158.0925,158.0925,0.0,11.17396,25.2401,18.2401,0.0,0.0,0.9952,1.0,6,6,1,0.50343,0.93178,-0.00245,0.8173,0.69441,0.06929,0.82,0.7,0.06,0.9,0.56,0.06,-1.47827,-53.59333,106.3262,-75.58501,-98.33665,88.44888,10.84253,158.0925,0.0,0.9952,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,26.766595289079266,Task3_Insertion,0.0,25.240024300735875,68.7567496719984,70.4590032713583,71.66986901576668,10.606350855102704,158.08745111488128,78.66510439822046,1684.915362297141,181625.44924762571,42.928354635634385,1043.8658755924034
0.94274,InsertToTarget,Double,19.43424,19.16134,24.65392,157.4139,157.4139,0.0,19.43424,24.65392,17.65392,0.0,0.0,0.99542,1.0,6,6,1,0.50355,0.93217,0.00252,0.81396,0.69084,0.07604,0.82,0.7,0.06,0.9,0.56,0.06,-1.61526,-54.1181,105.8496,-78.88048,-93.94931,91.39728,19.16134,157.4139,0.0,0.99542,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,26.232948583420747,Task3_Insertion,0.0,24.653118483373753,67.25915293596418,68.84628563298162,75.22387249152465,18.791025026284753,157.41432209300393,238.91450914581281,3982.2512948099316,65033.92293194234,83.97038841892804,964.7643768125504
0.98725,InsertToTarget,Double,30.95619,30.71304,22.98057,159.6372,159.6372,0.0,30.95619,22.98057,15.98057,0.0,0.0,0.99601,1.0,6,6,1,0.51049,0.94201,0.01313,0.81206,0.6902,0.08827,0.82,0.7,0.06,0.9,0.56,0.06,-1.85877,-53.12317,103.4495,-85.48965,-87.22934,97.3607,30.71304,159.6372,0.0,0.99601,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,22.46686137946532,Task3_Insertion,0.0,22.98077918053833,62.95370553786467,64.24121961522332,81.511517796025,30.616935208123948,159.63920727690925,319.4400113197365,5118.9452761795455,54991.28483466833,116.02841440224591,780.3777800470616
1.00864,InsertToTarget,Double,35.97927,35.76759,21.75183,162.8169,162.8169,0.0,35.97927,21.75183,14.75183,0.0,0.0,0.99639,1.0,6,6,1,0.51792,0.95248,0.02112,0.81388,0.6937,0.09489,0.82,0.7,0.06,0.9,0.56,0.06,-2.09008,-51.53333,101.3251,-88.84963,-83.86935,100.7207,35.76759,162.8169,0.0,0.99639,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,46.750818139317396,Task3_Insertion,0.0,21.751636064205922,59.7548679361306,60.84778952948393,86.12159696563089,35.89615966174568,162.81786296349665,381.89780663847824,4195.669602099319,121420.99835623249,124.54385219201066,741.08063633258
1.03024,InsertToTarget,Double,41.5874,41.4291,20.24869,167.1708,167.1708,0.0,41.5874,20.24869,13.24869,0.0,0.0,0.99682,1.0,6,6,1,0.5278,0.96603,0.02949,0.81667,0.69887,0.10144,0.82,0.7,0.06,0.9,0.56,0.06,-2.29079,-49.37414,98.72151,-92.20962,-80.50937,104.0807,41.4291,167.1708,0.0,0.99682,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,46.29629629629616,Task3_Insertion,0.0,20.247389770718655,55.80280662388663,56.68536532559539,90.92449438875582,41.583519831039574,167.17068941653613,408.39432437121815,3087.9175590217774,221439.72866355718,135.24791991217725,665.5317211335953
1.05037,InsertToTarget,Double,47.03021,46.92863,18.39373,171.6456,171.6456,0.0,47.03021,18.39373,11.39373,0.0,0.0,0.9973,1.0,6,6,1,0.53992,0.98158,0.03742,0.81977,0.70433,0.10683,0.82,0.7,0.06,0.9,0.56,0.06,-2.41763,-46.8051,95.70053,-95.5696,-77.14938,107.4407,46.92863,171.6456,0.0,0.9973,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,49.67709885742677,Task3_Insertion,0.0,18.394141915016323,50.881234282481614,51.54385960979896,94.72446123353848,46.87052257180248,171.64221712620704,345.307750913205,7179.486406451587,205338.71115195123,145.04469620773642,454.6793516854363
1.08969,InsertToTarget,Double,50.53507,50.53287,13.55246,177.1905,177.1905,0.0,50.53507,13.55246,6.55246,0.0,0.0,0.9984,1.0,6,6,1,0.56856,1.01435,0.04888,0.82407,0.71248,0.1088,0.82,0.7,0.06,0.9,0.56,0.06,-2.371,-41.20237,89.01978,-101.9741,-70.42941,114.1606,50.53287,177.1905,0.0,0.9984,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,25.432349949135286,Task3_Insertion,0.0,13.5517423405537,37.783511451596596,38.04927486000434,100.04735728683757,49.759688364717945,177.19186014035745,263.2614261400807,10324.27928044013,85283.08247455448,139.8313712357019,790.2665446620899
1.12745,InsertToTarget,Double,29.72024,29.72107,6.65632,166.833,166.833,0.0,29.72024,6.65632,0.0,0.0,0.0,0.99937,1.0,6,6,1,0.59933,1.03489,0.05656,0.82572,0.70666,0.0884,0.82,0.7,0.06,0.9,0.56,0.06,-2.25134,-36.54362,82.51614,-104.7742,-63.70944,119.9291,29.72107,166.833,0.0,0.99937,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,26.483050847457616,Task3_Insertion,0.0,6.657321069828535,18.693296588466154,18.724887402280668,95.68490582736919,29.579780620188224,166.83295238051738,511.0340928677629,2426.8855433852814,202868.35130015784,100.388096660938,1321.636968936361
1.16348,InsertToTarget,Double,12.90686,12.90671,2.46037,162.2016,162.2016,0.0,12.90686,2.46037,0.0,0.0,0.0,0.99979,1.0,6,6,1,0.61501,1.04365,0.05932,0.82298,0.70221,0.07236,0.82,0.7,0.06,0.9,0.56,0.06,-2.19064,-34.35802,79.35294,-105.1702,-59.6467,122.6498,12.90671,162.2016,0.0,0.99979,T3_safe_insertion,False,double_rcm_log_20260616_002628_521_cleaned_with_stages.csv,27.754648903691365,Task3_Insertion,0.0,2.4598680542547764,6.920578970836851,6.92217380009751,91.95536134740878,12.8972948863169,162.19905702561894,347.23605934161367,4936.878434123884,79633.89997140871,46.81601895724762,1204.3102127250706
