time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.0,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,0.0,1.422003753721659e-09,0.0,2.524611463669079e-13
0.09192,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,10.879025239338555,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,1.3071058504209491e-10,3.553656126068783e-09,2.320622857404618e-14,1.293148831595414e-12
0.116,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,41.5282392026578,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.972054645195637e-12,1.37512688844861e-11,2.5546013176926698e-09,3.2818563180946156e-14,9.897851301083847e-13
0.14227,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,38.066235249333836,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,4.715350514445816e-11,5.916089316374504e-10,3.2818563180946156e-14,4.80634810832369e-13
0.16295,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,48.3558994197292,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.552713678800501e-12,9.911230691489215e-13,1.1681531041946357e-09,0.0,1.1189491536257391e-12
0.18375,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,48.07692307692311,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,2.324606965690616e-11,1.8453611137640398e-09,3.2818563180946156e-14,5.494879981501534e-14
0.20385,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,49.75124378109451,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.66205343881779e-12,7.269732033159575e-11,3.0575442250163557e-09,0.0,6.159030623453402e-13
0.22606,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,45.02476361999098,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.972054645195637e-12,1.2154990356336305e-10,3.2426236800708124e-09,2.320622857404618e-14,4.371810620925213e-13
0.24936,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,42.91845493562234,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,3.66205343881779e-12,8.193762333199149e-11,4.201583285402493e-09,2.320622857404618e-14,4.128945299637553e-13
0.27116,ApproachEntry,Double,532.5364,503.186,58.09399,529.4135,529.4135,0.0,532.5364,58.09399,51.09399,0.0,0.0,0.92,1.0,6,6,1,0.9194,0.89559,0.11169,1.27235,0.85378,0.29522,0.82,0.7,0.06,0.9,0.56,0.06,0.0,-18.0,26.0,0.0,-14.0,0.0,double_rcm_log_20260616_104741_713.csv,45.871559633027495,Unknown,Task3_Insertion,0.0,58.094124804461345,136.8838332447037,156.57803130534026,80.170857067262,524.7214764615605,529.4144494628003,0.0,9.041477109793814e-11,1.8794705670517717e-09,0.0,1.5447747298931285e-12
