time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.11775,0.09775,10.23013,ApproachEntry,Double,410.6093,306.6337,94.18493,545.8825,545.8825,0.0,410.6093,85.81507,78.81507,0.0,0.0,0.15601,1.0,6,6,1,0.55725,0.88548,0.01804,0.8715,1.09867,0.14371,0.82,0.7,0.06,0.9,0.56,0.06,-2.80351,24.1489,-64.79998,60.12848,48.68184,64.79998,double_rcm_log_20260616_132745_154.csv,10.23013,Unknown,Task3_Insertion,0.0,85.81519808669682,160.81525426893873,219.55721392563518,141.33166613437194,256.5513143722987,545.8800078771892,4781.090846315019,27116.799745299584,201372.22703088468,1038.8494828957575,9774.283574423853
0.157,0.01095,91.28757,ApproachEntry,Double,238.4411,501.14,34.55599,390.1629,390.1629,0.0,238.4411,34.55599,27.55599,0.0,0.0,0.15601,1.0,6,6,1,0.44813,1.11468,0.01799,0.79307,0.93237,0.10618,0.82,0.7,0.06,0.9,0.56,0.06,-10.95868,60.23028,-78.99409,11.95464,-16.11815,21.37276,double_rcm_log_20260616_132745_154.csv,91.28757,Unknown,Task3_Insertion,0.0,34.55581415384069,91.45966810624837,95.78178328504573,154.44549092350474,102.85576509776303,390.1615488486788,3726.6375260772143,28762.862297170617,103901.76206735626,741.1968948733778,9699.686707621706
0.22726,0.04138,24.16445,ApproachEntry,Double,134.6086,472.2034,0.04423,295.8525,295.8525,0.0,134.6086,0.04423,0.0,0.0,0.0,0.15601,1.0,6,6,1,0.55411,1.1638,0.05965,0.75276,0.81661,0.05941,0.82,0.7,0.06,0.9,0.56,0.06,-5.44081,33.39986,-24.59061,-42.26598,-61.44238,56.69931,double_rcm_log_20260616_132745_154.csv,24.16445,Unknown,Task3_Insertion,0.0,0.04683119862435602,0.13179510083977392,0.13179511186217058,179.66358078356546,0.7903660301014586,295.85242571255003,2442.6159906658386,24179.82214171175,384560.57864265755,258.53966291441884,5317.514000822308
0.26987,0.0426,23.47234,AlignAtEntry,Double,1.23384,1.23384,0.13562,162.4079,162.4079,0.0,1.23384,0.13562,0.0,0.0,0.0,1.0,1.0,6,6,1,0.62065,1.04812,0.05949,0.81978,0.70121,0.06002,0.82,0.7,0.06,0.9,0.56,0.06,-3.65075,21.07327,-17.23053,-43.3605,-52.35106,54.79358,double_rcm_log_20260616_132745_154.csv,23.47234,Unknown,Task3_Insertion,0.0,0.13480634093372135,0.37937958893407076,0.37937985146037984,160.5385146176255,0.4098029545262962,162.40539676993492,1534.6858769400696,29849.890687129944,262575.0710363602,81.97943141030687,2946.5250631630656
0.30941,0.03955,25.28643,InsertToTarget,Double,1.23351,0.82331,0.15451,160.3304,160.3304,0.00554,0.82548,0.15451,0.0,0.0,0.0,0.99778,1.0,6,6,1,0.62167,1.04631,0.05983,0.82051,0.69924,0.06082,0.82,0.7,0.06,0.9,0.56,0.06,-3.62149,20.71652,-16.82793,-43.60476,-52.28214,54.92191,double_rcm_log_20260616_132745_154.csv,25.28643,Unknown,Task3_Insertion,0.0,0.15556606447665575,0.43780263689610954,0.43780304033274353,42.022727515228084,0.8226308640341322,160.3343696778703,37.92573378505729,18039.55650650741,408406.0198832971,4.922196050704402,952.1810707934297
0.34454,0.03512,28.47051,InsertToTarget,Double,1.87229,0.77713,0.1327,159.5453,159.5453,0.01045,0.78082,0.1327,0.0,0.0,0.0,0.99579,1.0,6,6,1,0.62215,1.04568,0.0599,0.82088,0.69854,0.06078,0.82,0.7,0.06,0.9,0.56,0.06,-3.6056,20.55264,-16.62138,-43.73765,-52.2637,55.05188,double_rcm_log_20260616_132745_154.csv,28.47051,Unknown,Task3_Insertion,0.0,0.13394511919343158,0.3769558946892956,0.37695615220296735,24.620799406608185,0.7810092090464746,159.54282935939176,22.625155603937483,280.9727685631124,256428.2939683431,3.3949421045972326,29.592716957696492
0.37957,0.03504,28.54185,InsertToTarget,Double,2.56461,0.61735,0.10468,158.7582,158.7582,0.01536,0.62166,0.10468,0.0,0.0,0.0,0.99381,1.0,6,6,1,0.62259,1.04503,0.05993,0.82125,0.69785,0.06062,0.82,0.7,0.06,0.9,0.56,0.06,-3.59156,20.41126,-16.45456,-43.83123,-52.24127,55.15465,double_rcm_log_20260616_132745_154.csv,28.54185,Unknown,Task3_Insertion,0.0,0.10444094043088885,0.2939236788736762,0.29392380094551157,14.004905756894248,0.6202790935104616,158.75947026870546,22.804813304621685,9.160220856397636,4246.139375015153,2.8832354428085076,11.950910153720027
0.41265,0.03308,30.22982,InsertToTarget,Double,3.26955,0.48662,0.08393,158.0134,158.0134,0.01999,0.49106,0.08393,0.0,0.0,0.0,0.99195,1.0,6,6,1,0.62299,1.0444,0.05994,0.82161,0.6972,0.06049,0.82,0.7,0.06,0.9,0.56,0.06,-3.57888,20.28543,-16.31071,-43.90601,-52.21654,55.23501,double_rcm_log_20260616_132745_154.csv,30.22982,Unknown,Task3_Insertion,0.0,0.0833981515291701,0.2347039037245996,0.23470396588996228,8.627847544743771,0.49007691703995765,158.01605045057926,22.79305432608799,30.43911968345527,565.0712081956291,2.6355748699866703,10.057362788803148
0.44413,0.03148,31.76946,InsertToTarget,Double,3.96117,0.39088,0.06561,157.3043,157.3043,0.0244,0.39527,0.06561,0.0,0.0,0.0,0.99017,1.0,6,6,1,0.62337,1.0438,0.05995,0.82196,0.69658,0.0604,0.82,0.7,0.06,0.9,0.56,0.06,-3.56718,20.17085,-16.18303,-43.96868,-52.19059,55.29888,double_rcm_log_20260616_132745_154.csv,31.76946,Unknown,Task3_Insertion,0.0,0.06817636263075953,0.1918658870986084,0.1918659210665782,5.794747306468725,0.4000307680474337,157.30383974970215,22.71000700747611,32.19126253347282,154.184199308359,2.3298285374600582,8.849758734637474
0.54253,0.0984,10.16246,InsertToTarget,Double,6.17083,0.33916,0.06256,155.0844,155.0844,0.03817,0.34546,0.06256,0.0,0.0,0.0,0.98462,1.0,6,6,1,0.62443,1.04185,0.05991,0.82303,0.69464,0.06034,0.82,0.7,0.06,0.9,0.56,0.06,-3.53541,19.88315,-15.90831,-44.04885,-52.09455,55.34369,double_rcm_log_20260616_132745_154.csv,10.16246,Unknown,Task3_Insertion,0.0,0.06616353633031637,0.18620127674783252,0.18620130779151828,3.171800772222425,0.3411947334790497,155.088446055791,22.68770624650605,44.905700974265585,264.7436609687435,2.331103146865327,16.425811217201783
0.57728,0.03475,28.77843,InsertToTarget,Double,6.95722,0.35511,0.06256,154.2978,154.2978,0.04304,0.36237,0.06256,0.0,0.0,0.0,0.98265,1.0,6,6,1,0.62486,1.04119,0.05994,0.82345,0.69397,0.06036,0.82,0.7,0.06,0.9,0.56,0.06,-3.52234,19.75434,-15.76353,-44.11914,-52.05904,55.40071,double_rcm_log_20260616_132745_154.csv,28.77843,Unknown,Task3_Insertion,0.0,0.06412884342525799,0.1804751279201037,0.18047515619396945,2.9665461930019115,0.3600192302556157,154.29838949256722,22.688431121213203,44.379519066323574,1074.3913079318188,2.985054034716935,5.773824970606526
0.61201,0.01805,55.40875,InsertToTarget,Double,7.72987,0.18759,0.02798,153.5178,153.5178,0.0479,0.19179,0.02798,0.0,0.0,0.0,0.98069,1.0,6,6,1,0.62531,1.04055,0.05997,0.82383,0.69329,0.06019,0.82,0.7,0.06,0.9,0.56,0.06,-3.50783,19.60338,-15.58003,-44.23316,-52.02901,55.5253,double_rcm_log_20260616_132745_154.csv,55.40875,Unknown,Task3_Insertion,0.0,0.03326689650552944,0.09362165287684916,0.09362165684950022,1.4089977282358497,0.19003643375375992,153.51914896845926,22.6801224971332,30.298497602033898,1236.3404062274444,2.6105027464171977,19.076408152324237
0.64488,0.03287,30.42417,InsertToTarget,Double,8.47077,0.16551,0.02798,152.7762,152.7762,0.0525,0.1697,0.02798,0.0,0.0,0.0,0.97884,1.0,6,6,1,0.62567,1.0399,0.05997,0.82419,0.69264,0.06017,0.82,0.7,0.06,0.9,0.56,0.06,-3.49695,19.50237,-15.47984,-44.26847,-51.99542,55.54954,double_rcm_log_20260616_132745_154.csv,30.42417,Unknown,Task3_Insertion,0.0,0.0305669561842731,0.08602332309388644,0.08602332616247454,1.1536398568481288,0.17054663246793678,152.7761584803074,22.588327098078892,42.55312810755007,339.31667488528444,1.9161880660359927,12.928408745593496
0.67923,0.03435,29.11331,InsertToTarget,Double,9.24648,0.16772,0.02798,152.0004,152.0004,0.05731,0.17241,0.02798,0.0,0.0,0.0,0.9769,1.0,6,6,1,0.62605,1.03923,0.05996,0.82458,0.69197,0.06017,0.82,0.7,0.06,0.9,0.56,0.06,-3.48547,19.39527,-15.37246,-44.30731,-51.95911,55.57386,double_rcm_log_20260616_132745_154.csv,29.11331,Unknown,Task3_Insertion,0.0,0.03234959990813263,0.09104014322633432,0.09104014686230748,1.0545418393606343,0.17016281795793517,152.00094144445288,22.566371541060743,7.608141380618846,696.2364580960166,1.9591624429130878,1.3139651826029661
0.74234,0.0337,29.67401,InsertToTarget,Double,10.67099,0.17393,0.02798,150.5758,150.5758,0.06615,0.17955,0.02798,0.0,0.0,0.0,0.97334,1.0,6,6,1,0.62676,1.03799,0.05996,0.82528,0.69073,0.06018,0.82,0.7,0.06,0.9,0.56,0.06,-3.46415,19.19468,-15.16861,-44.38589,-51.89127,55.62549,double_rcm_log_20260616_132745_154.csv,29.67401,Unknown,Task3_Insertion,0.0,0.03326689651648523,0.09362165290768157,0.09362165684950022,0.9699315669188094,0.1806143362569454,150.57703576575008,22.596950073032303,2.079684897447047,102.28523228338305,2.0215454073571903,0.3513473788974596
