time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.15977,0.13977,7.15439,ApproachEntry,Double,757.2966,563.3542,91.75002,879.0125,879.0125,0.0,757.2966,88.24998,81.24998,0.0,0.0,0.15601,1.0,6,6,1,0.6806,1.22472,0.04515,1.01241,1.4284,0.13692,0.82,0.7,0.06,0.9,0.56,0.06,-3.06301,25.75862,-27.0,22.67546,25.33015,27.0,double_rcm_log_20260617_163612_525.csv,7.15439,Unknown,Task3_Insertion,0.0,88.24938377497232,161.16989577843677,224.52491689327977,135.15787857204668,534.0151141177132,879.0172094447297,5572.10595001611,222386.3751734905,1609157.0715190242,416.5289969530664,4966.845542828617
0.19686,0.01118,89.43465,ApproachEntry,Double,867.5897,631.2434,109.1943,1004.13,1004.13,0.0,867.5897,70.80575,63.80575,0.0,0.0,0.15601,1.0,6,6,1,0.63719,1.26395,-0.02059,0.89675,1.56373,0.03194,0.82,0.7,0.06,0.9,0.56,0.06,-0.03494,37.02235,-45.0,40.67546,43.33015,45.0,double_rcm_log_20260617_163612_525.csv,89.43465,Unknown,Task3_Insertion,0.0,70.80638193822533,152.28201980563202,186.82720455940222,145.13415388096857,495.96215647970627,1004.1274017772845,4874.093264918212,163305.25051655894,3084174.4926783685,404.6616912107399,5213.559383519064
0.23839,0.01324,75.55154,ApproachEntry,Double,337.2376,353.6534,84.65863,481.0311,481.0311,0.0,337.2376,84.65863,77.65863,0.0,0.0,0.15601,1.0,6,6,1,0.47163,0.87118,0.02172,0.82006,1.0274,0.14088,0.82,0.7,0.06,0.9,0.56,0.06,-7.11171,33.59185,-81.0,59.90064,32.75466,68.99791,double_rcm_log_20260617_163612_525.csv,75.55154,Unknown,Task3_Insertion,0.0,84.65919186962626,160.54513427263228,217.16319377645314,147.43864647529327,181.50459779724193,481.0350694076265,8136.857384179553,43905.82412543848,2691694.3905618046,308.83777748273496,7618.04253461178
0.28418,0.03319,30.12738,ApproachEntry,Double,230.8909,447.5283,60.46599,387.1165,387.1165,0.0,230.8909,60.46599,53.46599,0.0,0.0,0.15601,1.0,6,6,1,0.37382,0.9241,0.00421,0.75999,0.91767,0.10827,0.82,0.7,0.06,0.9,0.56,0.06,-12.392,51.59185,-99.0,41.90064,14.75466,50.99791,double_rcm_log_20260617_163612_525.csv,30.12738,Unknown,Task3_Insertion,0.0,60.46557448803732,140.29290661020664,162.3785282908191,161.3464007125633,73.85004667463781,387.1183564492905,626.4350435646895,63001.30243508536,1765318.4780902637,366.368879965115,8268.105567928244
0.31813,0.01787,55.94862,ApproachEntry,Double,289.5317,516.8494,47.32668,443.228,443.228,0.0,289.5317,47.32668,40.32668,0.0,0.0,0.15601,1.0,6,6,1,0.39551,1.07907,0.01425,0.77582,0.98412,0.09397,0.82,0.7,0.06,0.9,0.56,0.06,-13.1876,63.19907,-91.25295,23.90064,-3.24534,32.99791,double_rcm_log_20260617_163612_525.csv,55.94862,Unknown,Task3_Insertion,0.0,47.3278788928886,118.55461108853834,129.43838769467496,158.08112265350877,108.08119361778995,443.2295203390677,2400.977962864641,69459.39649544375,1641002.78936192,491.2189935903083,8176.596921869092
0.35573,0.00935,106.965,ApproachEntry,Double,112.2183,404.6218,15.80011,249.4708,249.4708,0.0,112.2183,15.80011,8.80012,0.0,0.0,0.15601,1.0,6,6,1,0.52814,1.06096,0.02617,0.80406,0.77533,-0.02163,0.82,0.7,0.06,0.9,0.56,0.06,-7.96249,43.91209,-55.25295,-12.09936,-39.24534,39.88181,double_rcm_log_20260617_163612_525.csv,106.965,Unknown,Task3_Insertion,0.0,15.798777412493072,43.900559936223395,44.321126223610335,130.79310898799474,84.95482655732174,249.46933559056905,5122.487918590915,54677.18415969933,514732.0532561257,589.5198979351712,4507.030582107908
0.50533,0.14148,7.06792,ApproachEntry,Double,121.9294,419.5751,9.68672,260.4915,260.4915,0.0,121.9294,9.68672,2.68672,0.0,0.0,0.15601,1.0,6,6,1,0.54331,1.09241,0.04411,0.7494,0.75605,-0.0221,0.82,0.7,0.06,0.9,0.56,0.06,-6.51046,36.33852,-37.25295,-30.09936,-57.18568,53.45214,double_rcm_log_20260617_163612_525.csv,7.06792,Unknown,Task3_Insertion,0.0,9.686021036427631,27.12931731937757,27.226522440598085,133.34661020946277,88.66762916385244,260.49255747525683,1672.488462819737,31238.177258523647,272273.1867914821,143.5763663735366,2229.7595798416874
0.55039,0.02437,41.03817,ApproachEntry,Double,133.3923,470.9592,0.24629,294.6201,294.6201,0.0,133.3923,0.24629,0.0,0.0,0.0,0.15601,1.0,6,6,1,0.55363,1.16208,0.05925,0.75245,0.815,0.05757,0.82,0.7,0.06,0.9,0.56,0.06,-5.47756,33.76888,-25.46525,-42.12599,-60.75683,56.63744,double_rcm_log_20260617_163612_525.csv,41.03817,Unknown,Task3_Insertion,0.0,0.24819823691003,0.6984919019708589,0.6984935403873401,178.75167552557627,2.906070569316215,294.62163430406804,1692.6002232538747,31103.18252816281,809169.6291833766,145.324661476442,1616.3589240647739
0.58826,0.00956,104.6255,InsertToTarget,Double,1.50877,1.48799,0.28393,161.0057,161.0057,0.00134,1.48884,0.28393,0.0,0.0,0.0,0.99947,1.0,6,6,1,0.62106,1.04673,0.05968,0.82023,0.69985,0.06148,0.82,0.7,0.06,0.9,0.56,0.06,-3.64963,21.13593,-17.54666,-43.42741,-51.8798,54.55738,double_rcm_log_20260617_163612_525.csv,104.6255,Unknown,Task3_Insertion,0.0,0.2837636031308433,0.7985809687646094,0.79858341725246,80.65783687834418,1.4852925119833695,161.00765758186776,1578.5568761502411,29083.500995608498,683436.8104502748,87.92378156595497,2125.02344759961
0.61848,0.01056,94.68834,InsertToTarget,Double,1.19464,0.77099,0.12511,160.336,160.336,0.00557,0.77286,0.12511,0.0,0.0,0.0,0.99776,1.0,6,6,1,0.6218,1.04639,0.05993,0.82049,0.69923,0.06077,0.82,0.7,0.06,0.9,0.56,0.06,-3.62132,20.77859,-16.9844,-43.88579,-51.93975,55.12339,double_rcm_log_20260617_163612_525.csv,94.68834,Unknown,Task3_Insertion,0.0,0.12645656762718052,0.35588122654695914,0.35588144324631416,40.2298445206746,0.7712228052804361,160.33535449176512,29.842735182766468,27619.911350224116,405250.9256925115,9.638357420923771,1502.7222452434985
0.65342,0.00699,143.0944,InsertToTarget,Double,1.70521,0.21883,0.03426,159.5543,159.5543,0.01046,0.21985,0.03426,0.0,0.0,0.0,0.99578,1.0,6,6,1,0.62232,1.0458,0.05998,0.82085,0.69854,0.06022,0.82,0.7,0.06,0.9,0.56,0.06,-3.60368,20.57925,-16.7145,-44.07149,-51.93816,55.37421,double_rcm_log_20260617_163612_525.csv,143.0944,Unknown,Task3_Insertion,0.0,0.03637962242867967,0.10238166775658734,0.10238167292146606,7.433817999902739,0.22042267089879314,159.55595413521868,24.708889513978345,230.7957048240322,491025.16911186033,4.030303237246856,114.61638475286745
0.71066,0.03318,30.14282,InsertToTarget,Double,2.98289,0.11132,0.01978,158.2644,158.2644,0.01847,0.11231,0.01978,0.0,0.0,0.0,0.99255,1.0,6,6,1,0.62297,1.04468,0.05997,0.82147,0.69741,0.06011,0.82,0.7,0.06,0.9,0.56,0.06,-3.58415,20.396,-16.5263,-44.14288,-51.8884,55.43718,double_rcm_log_20260617_163612_525.csv,30.14282,Unknown,Task3_Insertion,0.0,0.021396936725592796,0.060216517293964794,0.06021651831510191,2.121924260592884,0.11034212529846897,158.26711945315733,22.67984763472446,60.04454248113359,2206.7659287730835,2.2691646074044542,12.377380644928936
0.74182,0.00685,145.9037,InsertToTarget,Double,3.68495,0.08644,0.0,157.5613,157.5613,0.02284,0.08735,0.0,0.0,0.0,0.0,0.9908,1.0,6,6,1,0.62334,1.04408,0.05999,0.82183,0.6968,0.06009,0.82,0.7,0.06,0.9,0.56,0.06,-3.57274,20.28508,-16.4042,-44.19878,-51.8603,55.48589,double_rcm_log_20260617_163612_525.csv,145.9037,Unknown,Task3_Insertion,0.0,0.015346247447557072,0.043188312285301185,0.04318831264866395,1.3987109342555992,0.09000854660274456,157.5588683635421,22.59020000352139,5.84616607872956,846.2619984168786,2.274784535184385,4.64597674045195
0.77684,0.00818,122.1853,InsertToTarget,Double,4.47371,0.04209,0.0,156.7717,156.7717,0.02774,0.04265,0.0,0.0,0.0,0.0,0.98882,1.0,6,6,1,0.62375,1.0434,0.05999,0.82222,0.69612,0.06004,0.82,0.7,0.06,0.9,0.56,0.06,-3.56057,20.16939,-16.28289,-44.24826,-51.82816,55.52785,double_rcm_log_20260617_163612_525.csv,122.1853,Unknown,Task3_Insertion,0.0,0.007772941948398851,0.021875070656475384,0.021875070716689517,0.5136608476356305,0.04007684925432971,156.77494825385844,22.474481981468475,13.17972178671734,91.00815774692163,1.9873761727054362,6.789894327137337
