time,dt,fps,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.08555,0.06555,15.2546,ApproachEntry,Double,744.4597,559.6097,89.06911,864.1084,864.1084,0.0,744.4597,89.06911,82.06911,0.0,0.0,0.15601,1.0,6,6,1,0.68386,1.2242,0.0444,1.02476,1.41152,0.13767,0.82,0.7,0.06,0.9,0.56,0.06,-3.17789,25.64353,-26.55661,16.83267,24.55462,24.23478,double_rcm_log_20260617_164756_721.csv,15.2546,Unknown,Task3_Insertion,0.0,89.0696990128638,161.2239005666449,226.17630889273264,133.89715354087818,536.4467890810654,864.1087876534991,8296.31606519216,391449.72570565913,3502878.4430235447,520.1178401695859,6924.054839387645
0.11569,0.01422,70.33962,ApproachEntry,Double,896.1406,668.0122,108.1251,1034.529,1034.529,0.0,896.1406,71.87487,64.87487,0.0,0.0,0.15601,1.0,6,6,1,0.61168,1.29901,0.0049,0.87754,1.59425,0.05129,0.82,0.7,0.06,0.9,0.56,0.06,-2.27722,38.97309,-44.55661,34.83266,42.55462,42.23478,double_rcm_log_20260617_164756_721.csv,70.33962,Unknown,Task3_Insertion,0.0,71.87499070757828,153.24417562198428,189.27031638595716,146.5694300248906,493.7077929753752,1034.530511004871,5960.170633731873,286214.4184483734,6420348.104437857,516.7458875590646,8047.42002532924
0.14751,0.00933,107.1671,ApproachEntry,Double,350.7338,303.5705,89.452,487.6387,487.6387,0.0,350.7338,89.452,82.452,0.0,0.0,0.15601,1.0,6,6,1,0.53062,0.85611,0.00255,0.86716,1.04401,0.10946,0.82,0.7,0.06,0.9,0.56,0.06,-3.39178,25.93487,-71.55661,58.91585,46.10555,68.33386,double_rcm_log_20260617_164756_721.csv,107.1671,Unknown,Task3_Insertion,0.0,89.4517042853846,161.23777188209485,226.9413805132556,141.71051476281644,217.32608960871568,487.6376085783377,10674.619258953786,39627.08665866519,6227573.428081744,363.15693130643024,13459.82717509541
0.18581,0.01304,76.68765,ApproachEntry,Double,262.1327,487.8673,53.35244,417.9594,417.9594,0.0,262.1327,53.35244,46.35244,0.0,0.0,0.15601,1.0,6,6,1,0.37438,1.00598,0.0145,0.76081,0.95181,0.10247,0.82,0.7,0.06,0.9,0.56,0.06,-13.5271,59.017,-97.4658,27.47438,10.10555,40.7613,double_rcm_log_20260617_164756_721.csv,76.68765,Unknown,Task3_Insertion,0.0,53.35273700631328,129.37108011455877,144.78218320543806,161.096940781583,84.92375101321116,417.9624781006066,1328.0427700248053,112952.04858247183,1051405.2618639974,512.3723999578054,8392.549206719963
0.21957,0.02018,49.54583,ApproachEntry,Double,272.8537,518.947,39.25637,424.6474,424.6474,0.0,272.8537,39.25637,32.25637,0.0,0.0,0.15601,1.0,6,6,1,0.42792,1.11796,0.01676,0.78367,0.96451,0.11624,0.82,0.7,0.06,0.9,0.56,0.06,-11.53055,62.8237,-84.08949,9.47438,-7.89445,23.57882,double_rcm_log_20260617_164756_721.csv,49.54583,Unknown,Task3_Insertion,0.0,39.25564042402195,102.03296066683102,108.32738146990775,155.1972966824567,114.46012788471214,424.6456718253466,2231.7808314485933,32485.321544149996,1931709.8365810444,404.69097291512986,8831.441594269061
0.26075,0.02074,48.20494,ApproachEntry,Double,116.9776,414.3269,15.55221,257.8142,257.8142,0.0,116.9776,15.55221,8.55221,0.0,0.0,0.15601,1.0,6,6,1,0.52451,1.07064,0.02621,0.80031,0.78441,-0.01856,0.82,0.7,0.06,0.9,0.56,0.06,-7.86659,45.36255,-57.09138,-17.52562,-34.89445,42.57655,double_rcm_log_20260617_164756_721.csv,48.20494,Unknown,Task3_Insertion,0.0,15.551877361680097,43.23156218573916,43.63277661634927,135.2358082103986,82.37651085109155,257.81702387546096,2467.0382488469904,17059.20577731309,512571.9435677208,460.73862247350274,2971.6715154766925
0.31261,0.02326,42.98661,ApproachEntry,Double,134.1928,471.7815,0.13848,295.4332,295.4332,0.0,134.1928,0.13848,0.0,0.0,0.0,0.15601,1.0,6,6,1,0.55398,1.16324,0.05951,0.75282,0.81616,0.05864,0.82,0.7,0.06,0.9,0.56,0.06,-5.49345,35.62925,-29.44347,-45.79809,-54.09475,58.83707,double_rcm_log_20260617_164756_721.csv,42.98661,Unknown,Task3_Insertion,0.0,0.13974949714453042,0.3932908701482434,0.39329116262526626,179.34748766992132,1.528238805342139,295.4348449320086,1756.2845789701862,13533.691185991482,373457.80097730376,209.32051791724254,4748.22590872407
0.35078,0.00982,101.792,InsertToTarget,Double,1.1045,1.02933,0.16071,160.8503,160.8503,0.00237,1.03036,0.15949,0.0,0.0,0.0,0.99905,1.0,6,6,1,0.62156,1.04685,0.05996,0.82036,0.69975,0.06101,0.82,0.7,0.06,0.9,0.56,0.06,-3.7405,22.91609,-21.45928,-46.40852,-46.02197,55.96857,double_rcm_log_20260617_164756_721.csv,101.792,Unknown,Task3_Insertion,0.0,0.1607880689086783,0.4524986531121777,0.45249909855228204,68.93823305867596,1.0274456751500962,160.85276559636762,2008.4900335095624,15285.1835342067,348775.3594634733,106.38495717949863,2688.5251405856166
0.40073,0.02098,47.66432,InsertToTarget,Double,1.52301,0.1835,0.02798,159.7334,159.7334,0.00936,0.18426,0.02798,0.0,0.0,0.0,0.99623,1.0,6,6,1,0.62225,1.04596,0.05999,0.82077,0.6987,0.06018,0.82,0.7,0.06,0.9,0.56,0.06,-3.71982,22.67454,-21.14458,-46.57327,-46.0396,56.23731,double_rcm_log_20260617_164756_721.csv,47.66432,Unknown,Task3_Insertion,0.0,0.029228757784462395,0.08225728690755253,0.08225728955473131,6.852008311302576,0.18153617990744203,159.73451505545063,23.969736216199337,16345.224593975508,250508.82198794337,2.818420271035103,864.3196035513972
0.43561,0.01159,86.26223,InsertToTarget,Double,2.30075,0.10006,0.0,158.9467,158.9467,0.01425,0.1007,0.0,0.0,0.0,0.0,0.99426,1.0,6,6,1,0.62266,1.04529,0.05999,0.82115,0.69801,0.0601,0.82,0.7,0.06,0.9,0.56,0.06,-3.70833,22.5624,-21.02766,-46.60815,-46.01788,56.27168,double_rcm_log_20260617_164756_721.csv,86.26223,Unknown,Task3_Insertion,0.0,0.01669112601083172,0.04697314854563992,0.04697314906015602,2.506778298399553,0.10062114780014426,158.94682318310106,22.737498929970908,102.60448527222171,232452.05360479688,1.971223974526584,17.77661344539623
