time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,raw_needle_skull_penetration_mm,unsafe_needle_skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
7.79703,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,2.9999400011999704,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,1.5367689632425265e-11,2.2386838161296215e-10,6.967909240224255e-14,1.670969502825655e-12
7.88868,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,10.911074740862027,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.9868029630580077e-12,1.10561604863971e-11,1.2102680492866757e-10,1.4308220788167792e-13,3.661265554531032e-13
7.96362,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,13.344008540165504,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,1.069302029183854e-11,1.8066155252638508e-10,4.641245714809236e-14,8.329808899564162e-13
8.03379,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.251104460595682,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,1.3908283703991436e-11,9.433908389525683e-11,5.189070459296527e-14,9.952293341580165e-13
8.10897,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,13.301409949454717,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2609709600486848e-12,6.68396222649757e-12,2.1561361888758618e-10,1.2337690232431936e-13,7.271045451885531e-13
8.17867,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.347202295552165,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,1.7983734268921434e-11,9.15811897833336e-12,4.650301812620195e-14,1.3444501166155914e-12
8.24897,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.224751066856413,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2573000033218179e-12,6.390350850245432e-12,2.2535090688693448e-10,6.967909240224255e-14,5.972944713203689e-13
8.31979,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.12030499858808,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.899114524108742e-13,1.432080321689422e-11,8.605171330347949e-11,6.967909240224255e-14,3.77250339076676e-13
8.3893,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.386419220255856,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,6.17351537574409e-12,1.945371286552878e-10,4.641245714809236e-14,5.03642823942498e-13
8.45783,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.59214942361029,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,1.3066008422182137e-11,6.461624320715758e-11,2.9007785717557725e-15,3.359148428958308e-13
8.52527,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.827995255041237,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,6.407576663098759e-12,1.4451673047382172e-10,0.0,4.81010087753829e-13
8.59398,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.553922282055144,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,6.4991502657363696e-12,9.315953390877354e-11,6.665481691674458e-14,2.1985552324545624e-14
8.66318,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.450867052023044,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,6.441498551662109e-12,6.429191349954855e-11,2.9007785717557725e-15,5.801453434173283e-13
8.7329,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.343086632243212,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,6.283535128803825e-12,6.462001629928961e-11,4.7840865791509556e-14,1.8527205459160806e-13
8.80335,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.194464158978153,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,6.5828462992601886e-12,9.16468583809854e-11,2.5945352296482636e-14,6.349033813368608e-13
8.87194,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.579384749963472,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.899114524108742e-13,6.458894087417636e-12,1.0599398371245924e-10,7.063857430015114e-14,3.8663047584898706e-13
8.93989,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.716703458425371,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,9.201950320412977e-12,4.900511393259641e-11,4.7840865791509556e-14,3.914058201839638e-13
9.0086,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.553922282055144,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,8.423428578034414e-13,9.528337518618457e-11,4.7840865791509556e-14,5.318648477731268e-13
9.07619,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.79508803077358,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,9.314121057970597e-12,6.88799174220164e-11,5.3251215954515665e-14,1.9303380389751011e-13
9.14346,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.865467518953729,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,9.373158312718448e-12,1.4553511885409025e-10,5.19717205745273e-14,9.653966053840703e-13
9.21072,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.867677668747923,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2573000033218179e-12,1.4562460648552524e-11,1.3732321198557533e-10,8.372151513514172e-14,7.795422332147461e-13
9.27883,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.682131845544188,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.25607396694702e-12,9.12772509661254e-12,1.7613761860921155e-10,5.19717205745273e-14,3.9956975129763443e-13
9.34544,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,15.012760846719548,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,9.49324172266101e-12,6.3515973019491895e-12,8.447194706740887e-14,4.899986495946891e-13
9.41297,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.80823337775811,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,9.282975905978528e-12,7.042452051710475e-11,5.189070459296527e-14,1.26126861441591e-12
9.48076,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.75143826523076,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2573000033218179e-12,4.11302115164831e-14,6.818797747882503e-11,8.68297565632444e-14,5.116579620187508e-13
9.5484,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.784151389710054,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,2.7521636943559133e-14,4.8772732821951426e-11,4.641245714809236e-14,4.923090744682273e-13
9.61594,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.806040864672948,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2573000033218179e-12,6.5547490192020956e-12,1.0031925403148759e-10,5.317214951750687e-14,2.447071651671155e-13
9.68305,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.900908955446381,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,1.3365508009527888e-11,1.3441076106572436e-10,3.294651128092491e-14,3.6103180001150213e-13
9.76221,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,12.632642748863079,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.899114524108742e-13,1.1811800450047957e-11,1.2690118811594206e-10,0.0,4.952871167892416e-13
9.83463,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,13.808340237503254,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,5.990762947193417e-12,1.2872551906234735e-10,4.641245714809236e-14,3.7318532848221967e-13
9.90184,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.878738282993751,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,6.5902377766150305e-12,5.6890848865587877e-11,4.792872787800221e-14,7.732882306863168e-13
9.9687,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.956625785222823,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,0.0,9.245522702097362e-12,5.104453316502331e-11,6.563712636189231e-14,3.603190718703972e-13
10.03627,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.79946721918013,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.25607396694702e-12,8.830322505883006e-12,1.4359953845301997e-10,6.563712636189231e-14,4.667900967020512e-13
10.10636,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.26737052361241,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.2573000033218179e-12,1.2456041291276076e-11,9.734466714140692e-11,1.160311428702309e-14,3.337309930847704e-13
10.17727,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.102383302778252,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.25607396694702e-12,5.829484594822188e-12,1.432079476266484e-10,4.650301812620195e-14,8.323842599498115e-14
10.24597,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.55604075691417,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,8.928014723823221e-12,4.083377879722621e-11,0.0,4.821816712151481e-13
10.31356,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.79508803077358,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,5.551115123125783e-14,1.5565323810026393e-14,6.690347758061792e-12,4.641245714809236e-14,3.5248994941881294e-13
10.38123,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.777597162701415,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,8.881784197001252e-13,9.290620472732533e-12,4.2906973736407396e-11,4.7840865791509556e-14,8.446649106772895e-13
10.44889,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.779781259237351,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.25607396694702e-12,5.803786841829867e-12,1.9900102936887908e-10,8.127358311930517e-14,5.842777731162008e-13
10.51887,ApproachEntry,Double,115.6567,294.5786,7.85361,56.60511,56.60511,0.0,115.6567,7.85361,0.85361,68.93009,68.93009,68.93009,0.0,0.0,1.0,6,6,1,0.72376,0.9722,0.0015,0.89856,0.61571,0.05005,0.82,0.7,0.06,0.9,0.56,0.06,4.88098,-30.09376,61.57118,-109.343,-77.96309,113.0087,double_rcm_log_20260616_113317_743.csv,14.289797084881545,Unknown,Task3_Insertion,68.93009,7.8532900965125005,22.032053581816534,22.083894622014547,14.114527987031703,28.203104057205096,56.60989489479725,1.25607396694702e-12,1.811387471004892e-11,9.112850355462715e-11,6.563712636189231e-14,1.0140874704792343e-12
