time,phase,mode,tip_entry_error_mm,entry_rcm_error_mm,entry_axis_error_deg,target_rcm_or_tip_error_mm,final_target_tip_error_mm,insertion_progress,insertion_intermediate_error_mm,entry_cone_angle_deg,entry_cone_violation_deg,skull_violation_mm,raw_needle_skull_penetration_mm,unsafe_needle_skull_violation_mm,arm_skull_violation_mm,entry_lambda,target_lambda,entry_segment,target_segment,joint_limits_ok,tool_x,tool_y,tool_z,tip_x,tip_y,tip_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,cone_t2_angle_deg_geom,cone_t2_radius_mm_geom,entry_side_distance_to_entry_mm_geom,cone_t4_angle_deg_geom,cone_t4_radius_mm_geom,tip_distance_to_target_mm_geom,tip_speed_mm_s,tip_acc_mm_s2,tip_jerk_mm_s3,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.55419,ApproachEntry,Double,459.8575,143.5506,46.56597,413.725,413.725,0.0,459.8575,46.56597,39.56597,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.85212,0.7983,0.15956,1.19894,0.67975,0.31974,0.82,0.7,0.06,0.9,0.56,0.06,-3.57553,-28.08,36.07998,-9.79321,-24.08,10.08,double_rcm_log_20260616_113317_743.csv,11.259993244004061,Unknown,Task3_Insertion,0.0,46.56653638048302,117.09191877286455,127.4730913237662,63.44420617865096,411.34376584368147,413.7270280027641,770.8783691392977,1535.5547203381404,10911.068426003225,37.2394610605044,29.235637196046802
0.63167,ApproachEntry,Double,439.7092,116.2386,42.22992,374.0263,374.0263,0.0,439.7092,42.22992,35.22992,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.83743,0.76734,0.15313,1.1793,0.62157,0.30103,0.82,0.7,0.06,0.9,0.56,0.06,-3.59416,-31.44,39.43997,-13.15321,-27.44,13.44,double_rcm_log_20260616_113317_743.csv,12.906556530717605,Unknown,Task3_Insertion,0.0,42.23017268983179,108.37458000115707,116.17469879193908,55.92493461745911,364.21208662620654,374.0251539669491,800.8201417224149,729.8738255215155,9233.939280478668,38.029776584498016,13.278150328471861
0.7161,ApproachEntry,Double,423.87,91.22974,37.82867,337.434,337.434,0.0,423.87,37.82867,30.82867,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.82262,0.73751,0.14312,1.1568,0.56459,0.27885,0.82,0.7,0.06,0.9,0.56,0.06,-3.41887,-34.79999,42.79995,-16.51321,-30.8,16.8,double_rcm_log_20260616_113317_743.csv,11.84413123297406,Unknown,Task3_Insertion,0.0,37.82941820139325,98.89369709258821,104.5385519612182,47.809767393087604,314.05307449782816,337.4353724789386,811.8435403728231,783.1768112373346,12368.53465103077,38.12592564637,15.723878341289627
0.79331,ApproachEntry,Double,413.2739,72.07047,33.41547,306.075,306.075,0.0,413.2739,33.41547,26.41547,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.80728,0.70902,0.13036,1.13108,0.5095,0.25425,0.82,0.7,0.06,0.9,0.56,0.06,-3.08941,-38.15998,46.15994,-19.87321,-34.15999,20.16,double_rcm_log_20260616_113317_743.csv,12.951690195570523,Unknown,Task3_Insertion,0.0,33.41587855612901,88.79965514990698,92.71378382646654,39.31479082329165,261.8413840506088,306.07397618876394,852.1831775329521,1709.607805456872,12755.95040961405,40.08025226289656,63.32150411821152
0.86931,ApproachEntry,Double,408.6336,67.88527,29.08459,282.9949,282.9949,0.0,408.6336,29.08458,22.08458,2.56976,2.56976,2.56976,0.0,0.0,1.0,6,6,1,0.78964,0.68206,0.11801,1.10022,0.45693,0.23139,0.82,0.7,0.06,0.9,0.56,0.06,-2.78485,-41.51996,49.51992,-23.23321,-37.51998,23.52,double_rcm_log_20260616_113317_743.csv,13.157894736842094,Unknown,Task3_Insertion,2.56976,29.084921373965017,78.38214240526274,80.97648122477092,31.052991999220023,210.78534229071846,282.99470913782113,810.5004229749027,2013.7143718061984,17836.54938841204,35.05055956476458,71.87184652156932
0.94686,ApproachEntry,Double,411.1765,101.474,25.96296,277.1941,277.1941,0.0,411.1765,25.96296,18.96296,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.75775,0.65639,0.12723,1.05563,0.41239,0.23558,0.82,0.7,0.06,0.9,0.56,0.06,-3.98994,-44.87995,52.87991,-23.23321,-40.87996,25.2,double_rcm_log_20260616_113317_743.csv,12.894906511927788,Unknown,Task3_Insertion,0.0,25.96261373653231,70.59064217854875,72.44201339662204,26.921262785110088,186.1683657710035,277.19622183572426,818.8499979688037,1410.8649137298642,33983.442975709695,35.23399279295575,68.24413933953406
1.02242,ApproachEntry,Double,417.9554,123.5432,21.96487,275.5233,275.5233,0.0,417.9554,21.96487,14.96487,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.73433,0.63268,0.11823,1.01515,0.3659,0.21804,0.82,0.7,0.06,0.9,0.56,0.06,-3.95531,-48.23993,56.23989,-26.59321,-44.23995,28.56,double_rcm_log_20260616_113317_743.csv,13.234515616728416,Unknown,Task3_Insertion,0.0,21.965690111882466,60.31396137727805,61.439266415855705,22.22426643336392,158.0827838872357,275.5194622889643,803.0959047045206,3450.0074296381104,5717.804215320283,38.75674273325808,96.57455338773323
1.10627,ApproachEntry,Double,428.0878,139.672,17.89595,279.0169,279.0169,0.0,428.0878,17.89594,10.89594,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.71822,0.61093,0.09487,0.98175,0.32311,0.18268,0.82,0.7,0.06,0.9,0.56,0.06,-3.02087,-51.59992,59.59988,-29.95321,-47.59993,31.92,double_rcm_log_20260616_113317_743.csv,11.926058437686347,Unknown,Task3_Insertion,0.0,17.89596723437719,49.54896546485843,50.159407780233565,17.84929345307534,131.2151757229324,279.0166966330152,840.3514453140041,1620.303199674128,38949.6820621761,39.46363305103792,35.221454182191614
1.17853,ApproachEntry,Double,440.1549,153.0244,14.23151,286.4997,286.4997,0.0,440.1549,14.23151,7.23151,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.711,0.59265,0.05666,0.96069,0.28877,0.12953,0.82,0.7,0.06,0.9,0.56,0.06,-1.10178,-54.9599,62.95987,-33.31321,-50.11992,35.27999,double_rcm_log_20260616_113317_743.csv,13.838915029061724,Unknown,Task3_Insertion,0.0,14.231081458777615,39.63942024272686,39.94707761029155,14.124862287956017,107.4140920850778,286.5020242511386,744.5845140380748,3292.6852340349114,40289.70315766917,41.44598101176348,60.29993528465803
1.24935,ApproachEntry,Double,446.9966,170.6187,11.63064,296.4237,296.4237,0.0,446.9966,11.63064,4.63064,0.0,0.0,0.0,0.0,0.0,1.0,6,6,1,0.69393,0.58656,0.04134,0.92754,0.26881,0.10813,0.82,0.7,0.06,0.9,0.56,0.06,-0.44686,-57.46249,66.31985,-36.67319,-53.47991,38.63998,double_rcm_log_20260616_113317_743.csv,14.120304998587994,Unknown,Task3_Insertion,0.0,11.630117483061268,32.50586329668836,32.673999963098794,16.882396024618924,129.8115449944503,296.42294884168473,499.3756689919148,6271.71277856344,27870.834072727062,40.36776011447673,109.12496453787682
