time,mode,phase,solveIK,lambda,lambda0,insertion_progress,tip_entry_error_mm,tip_target_error_mm,rcm_error_mm,weighted_error,skull_violation_mm,arm_skull_violation_mm,entry_axis_error_deg,entry_cone_violation_deg,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
1.6667,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.39,146.455,130.409,0.395143,0.0,0.0,13.673,0.0,-0.056,-9.453,52.806,-0.615,-110.0,0.614,paper_rcm_log_20260616_110935_960_8218.csv,20.449897750511177,Unknown,Task3_Insertion,0.0,7.872782828979946,4.551799169565355
1.7155,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.233,148.038,132.411,0.394239,0.0,0.0,13.659,0.0,-0.067,-8.905,52.028,-0.59,-110.0,0.671,paper_rcm_log_20260616_110935_960_8218.csv,20.491803278688543,Unknown,Task3_Insertion,0.0,7.7995335551024105,3.9111256630738325
1.7677,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,67.956,149.403,134.166,0.392655,0.0,0.0,13.674,0.0,-0.077,-8.358,51.225,-0.57,-110.0,0.716,paper_rcm_log_20260616_110935_960_8218.csv,19.157088122605355,Unknown,Task3_Insertion,0.0,8.039728742184174,12.98111109461279
1.8155,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,67.553,150.562,135.691,0.390347,0.0,0.0,13.712,0.0,-0.085,-7.815,50.401,-0.554,-110.0,0.751,paper_rcm_log_20260616_110935_960_8218.csv,20.920502092050278,Unknown,Task3_Insertion,0.0,8.989401950526924,12.920341414142538
1.8585,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,67.02,151.531,137.004,0.387293,0.0,0.0,13.771,0.0,-0.093,-7.276,49.56,-0.54,-110.0,0.779,paper_rcm_log_20260616_110935_960_8218.csv,23.255813953488293,Unknown,Task3_Insertion,0.0,9.251557373380312,4.755234239135751
1.9041,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,66.357,152.327,138.123,0.383501,0.0,0.0,13.85,0.0,-0.099,-6.743,48.708,-0.529,-110.0,0.802,paper_rcm_log_20260616_110935_960_8218.csv,21.929824561403574,Unknown,Task3_Insertion,0.0,9.330867870004218,3.848417539886013
1.9468,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,65.568,152.965,139.064,0.378991,0.0,0.0,13.946,0.0,-0.105,-6.217,47.848,-0.519,-110.0,0.82,paper_rcm_log_20260616_110935_960_8218.csv,23.4192037470725,Unknown,Task3_Insertion,0.0,9.51333192902452,2.363353963458925
1.9906,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,64.66,153.463,139.843,0.373802,0.0,0.0,14.057,0.0,-0.111,-5.699,46.985,-0.511,-110.0,0.835,paper_rcm_log_20260616_110935_960_8218.csv,22.831050228310588,Unknown,Task3_Insertion,0.0,9.207448352999412,5.0144840958102606
2.0359,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,63.641,153.839,140.477,0.367977,0.0,0.0,14.183,0.0,-0.117,-5.191,46.122,-0.504,-110.0,0.848,paper_rcm_log_20260616_110935_960_8218.csv,22.07505518763802,Unknown,Task3_Insertion,0.0,9.10376250230805,2.274181125956403
2.0801,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,62.52,154.108,140.979,0.361574,0.0,0.0,14.321,0.0,-0.122,-4.693,45.262,-0.497,-110.0,0.858,paper_rcm_log_20260616_110935_960_8218.csv,22.624434389140262,Unknown,Task3_Insertion,0.0,9.056581279294445,1.9123168885407251
2.125,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,61.307,154.287,141.365,0.354649,0.0,0.0,14.471,0.0,-0.126,-4.206,44.409,-0.491,-110.0,0.868,paper_rcm_log_20260616_110935_960_8218.csv,22.27171492204892,Unknown,Task3_Insertion,0.0,8.980105987180599,4.570084521785652
2.1688,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,60.014,154.389,141.647,0.347265,0.0,0.0,14.63,0.0,-0.131,-3.731,43.565,-0.485,-110.0,0.876,paper_rcm_log_20260616_110935_960_8218.csv,22.83105022831047,Unknown,Task3_Insertion,0.0,8.67069683434657,10.979428372957841
2.2157,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,58.65,154.428,141.84,0.339485,0.0,0.0,14.798,0.0,-0.136,-3.268,42.733,-0.48,-110.0,0.883,paper_rcm_log_20260616_110935_960_8218.csv,21.32196162046911,Unknown,Task3_Insertion,0.0,7.963098988588773,11.42706199304518
2.2657,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,57.228,154.418,141.954,0.331375,0.0,0.0,14.973,0.0,-0.14,-2.818,41.916,-0.475,-110.0,0.89,paper_rcm_log_20260616_110935_960_8218.csv,20.00000000000007,Unknown,Task3_Insertion,0.0,7.589627666996015,6.965502969718349
2.315,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,55.758,154.369,142.001,0.322994,0.0,0.0,15.153,0.0,-0.144,-2.381,41.114,-0.47,-110.0,0.896,paper_rcm_log_20260616_110935_960_8218.csv,20.28397565922916,Unknown,Task3_Insertion,0.0,7.2739619913538816,6.057261515353191
2.3672,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,54.25,154.291,141.991,0.314404,0.0,0.0,15.338,0.0,-0.148,-1.958,40.33,-0.466,-110.0,0.902,paper_rcm_log_20260616_110935_960_8218.csv,19.157088122605355,Unknown,Task3_Insertion,0.0,6.979914238967524,6.456453538477118
2.4178,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,52.714,154.193,141.934,0.305662,0.0,0.0,15.527,0.0,-0.152,-1.549,39.566,-0.462,-110.0,0.908,paper_rcm_log_20260616_110935_960_8218.csv,19.762845849802293,Unknown,Task3_Insertion,0.0,6.6143281610347895,8.842869101751363
2.4733,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,51.16,154.084,141.839,0.296823,0.0,0.0,15.717,0.0,-0.156,-1.153,38.822,-0.457,-110.0,0.914,paper_rcm_log_20260616_110935_960_8218.csv,18.018018018018058,Unknown,Task3_Insertion,0.0,6.025827746676056,6.6561012078260084
2.5304,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,49.596,153.969,141.713,0.287934,0.0,0.0,15.908,0.0,-0.16,-0.771,38.099,-0.453,-110.0,0.919,paper_rcm_log_20260616_110935_960_8218.csv,17.513134851138307,Unknown,Task3_Insertion,0.0,5.878582687924332,0.6925243447040891
2.5851,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,48.03,153.855,141.563,0.279046,0.0,0.0,16.1,0.0,-0.164,-0.403,37.398,-0.45,-110.0,0.924,paper_rcm_log_20260616_110935_960_8218.csv,18.281535648994524,Unknown,Task3_Insertion,0.0,5.946511490007654,0.2522006441669738
2.6373,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,46.47,153.746,141.395,0.270197,0.0,0.0,16.29,0.0,-0.168,-0.049,36.72,-0.446,-110.0,0.93,paper_rcm_log_20260616_110935_960_8218.csv,19.157088122605355,Unknown,Task3_Insertion,0.0,5.887756144134707,2.417982807461082
2.6894,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,44.921,153.645,141.215,0.261423,0.0,0.0,16.479,0.0,-0.171,0.292,36.064,-0.443,-110.0,0.935,paper_rcm_log_20260616_110935_960_8218.csv,19.193857965451123,Unknown,Task3_Insertion,0.0,5.6954284658644685,4.9560768112626095
2.7414,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,43.39,153.555,141.026,0.25276,0.0,0.0,16.665,0.0,-0.175,0.62,35.431,-0.439,-110.0,0.94,paper_rcm_log_20260616_110935_960_8218.csv,19.230769230769212,Unknown,Task3_Insertion,0.0,5.372328966102293,4.231310927078853
2.7959,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,41.881,153.479,140.835,0.244233,0.0,0.0,16.849,0.0,-0.179,0.935,34.822,-0.436,-110.0,0.946,paper_rcm_log_20260616_110935_960_8218.csv,18.348623853211013,Unknown,Task3_Insertion,0.0,5.255368345163197,9.697034324932014
2.8461,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,40.399,153.418,140.642,0.235868,0.0,0.0,17.029,0.0,-0.182,1.236,34.235,-0.433,-110.0,0.951,paper_rcm_log_20260616_110935_960_8218.csv,19.92031872509968,Unknown,Task3_Insertion,0.0,4.419592055760569,14.3435320147247
2.9634,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,38.946,153.373,140.452,0.227687,0.0,0.0,17.205,0.0,-0.186,1.526,33.67,-0.43,-110.0,0.956,paper_rcm_log_20260616_110935_960_8218.csv,8.525149190110813,Unknown,Task3_Insertion,0.0,3.3691422395819397,10.163107953451961
3.0258,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,37.527,153.344,140.267,0.219706,0.0,0.0,17.376,0.0,-0.189,1.804,33.128,-0.427,-110.0,0.962,paper_rcm_log_20260616_110935_960_8218.csv,16.02564102564108,Unknown,Task3_Insertion,0.0,4.637921763967445,1.06135432420605
3.0724,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,36.143,153.331,140.087,0.211939,0.0,0.0,17.543,0.0,-0.193,2.07,32.607,-0.425,-110.0,0.967,paper_rcm_log_20260616_110935_960_8218.csv,21.45922746781107,Unknown,Task3_Insertion,0.0,4.016428349260119,13.999482683949397
3.1092,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,35.465,153.331,140.001,0.208139,0.0,0.0,17.625,0.0,-0.195,2.199,32.355,-0.424,-110.0,0.97,paper_rcm_log_20260616_110935_960_8218.csv,27.1739130434783,Unknown,Task3_Insertion,0.0,3.4820561386129913,5.426402119429743
3.1393,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,34.797,153.334,139.916,0.204397,0.0,0.0,17.706,0.0,-0.196,2.325,32.108,-0.422,-110.0,0.973,paper_rcm_log_20260616_110935_960_8218.csv,33.22259136212623,Unknown,Task3_Insertion,0.0,4.136315092027527,16.527124090630217
3.1858,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,33.489,153.353,139.753,0.197087,0.0,0.0,17.863,0.0,-0.2,2.568,31.629,-0.42,-110.0,0.978,paper_rcm_log_20260616_110935_960_8218.csv,21.505376344086027,Unknown,Task3_Insertion,0.0,4.530533916542364,2.1665145532994416
3.2343,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,32.221,153.387,139.6,0.190017,0.0,0.0,18.015,0.0,-0.203,2.802,31.17,-0.418,-110.0,0.984,paper_rcm_log_20260616_110935_960_8218.csv,20.61855670103084,Unknown,Task3_Insertion,0.0,4.316046823327324,3.0074216805872225
3.2811,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,30.993,153.435,139.458,0.183189,0.0,0.0,18.162,0.0,-0.206,3.025,30.731,-0.416,-110.0,0.99,paper_rcm_log_20260616_110935_960_8218.csv,21.36752136752149,Unknown,Task3_Insertion,0.0,4.239351191001967,3.896783496147326
3.3271,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,29.806,153.496,139.326,0.176608,0.0,0.0,18.303,0.0,-0.21,3.239,30.311,-0.414,-110.0,0.996,paper_rcm_log_20260616_110935_960_8218.csv,21.739130434782485,Unknown,Task3_Insertion,0.0,3.95808641659751,4.601816825218585
3.3767,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,28.659,153.569,139.204,0.17027,0.0,0.0,18.44,0.0,-0.213,3.444,29.909,-0.412,-110.0,1.001,paper_rcm_log_20260616_110935_960_8218.csv,20.1612903225807,Unknown,Task3_Insertion,0.0,3.810743750831552,3.6389087197173637
3.4219,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,27.554,153.654,139.093,0.164177,0.0,0.0,18.571,0.0,-0.216,3.639,29.524,-0.41,-110.0,1.007,paper_rcm_log_20260616_110935_960_8218.csv,22.12389380530978,Unknown,Task3_Insertion,0.0,3.618890792428152,5.0935679368371956
3.4728,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,26.488,153.749,138.992,0.158324,0.0,0.0,18.697,0.0,-0.219,3.826,29.157,-0.409,-110.0,1.013,paper_rcm_log_20260616_110935_960_8218.csv,19.646365422396876,Unknown,Task3_Insertion,0.0,3.3110710974073783,3.6220681313262024
3.5214,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,25.461,153.852,138.902,0.152711,0.0,0.0,18.818,0.0,-0.222,4.005,28.805,-0.407,-110.0,1.019,paper_rcm_log_20260616_110935_960_8218.csv,20.576131687242807,Unknown,Task3_Insertion,0.0,3.2477381714234923,1.6027615682034062
3.5699,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,24.474,153.964,138.822,0.147332,0.0,0.0,18.935,0.0,-0.226,4.177,28.469,-0.406,-110.0,1.025,paper_rcm_log_20260616_110935_960_8218.csv,20.61855670103084,Unknown,Task3_Insertion,0.0,3.1557550576580553,2.6361947329590474
3.6168,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,23.524,154.082,138.75,0.142182,0.0,0.0,19.046,0.0,-0.229,4.34,28.148,-0.405,-110.0,1.031,paper_rcm_log_20260616_110935_960_8218.csv,21.32196162046911,Unknown,Task3_Insertion,0.0,2.9986288892446127,4.20031261720689
3.6661,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,22.611,154.207,138.688,0.137255,0.0,0.0,19.153,0.0,-0.232,4.497,27.841,-0.403,-110.0,1.037,paper_rcm_log_20260616_110935_960_8218.csv,20.28397565922916,Unknown,Task3_Insertion,0.0,2.7475897791888717,8.738306526460647
3.7171,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,21.734,154.337,138.635,0.132547,0.0,0.0,19.255,0.0,-0.235,4.647,27.548,-0.402,-110.0,1.043,paper_rcm_log_20260616_110935_960_8218.csv,19.607843137255013,Unknown,Task3_Insertion,0.0,2.109599353148801,5.080033996792416
3.7549,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,21.309,154.404,138.611,0.130273,0.0,0.0,19.305,0.0,-0.236,4.719,27.406,-0.402,-110.0,1.046,paper_rcm_log_20260616_110935_960_8218.csv,26.45502645502626,Unknown,Task3_Insertion,0.0,2.1257520236916423,4.020426179879183
3.8026,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,20.484,154.54,138.569,0.125881,0.0,0.0,19.401,0.0,-0.239,4.86,27.132,-0.401,-110.0,1.052,paper_rcm_log_20260616_110935_960_8218.csv,20.96436058700216,Unknown,Task3_Insertion,0.0,2.5335717846638452,2.8769791925617296
3.852,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,19.692,154.679,138.535,0.121691,0.0,0.0,19.492,0.0,-0.242,4.994,26.871,-0.4,-110.0,1.059,paper_rcm_log_20260616_110935_960_8218.csv,20.24291497975713,Unknown,Task3_Insertion,0.0,2.385265353461752,2.3971135769098524
3.9009,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,18.933,154.821,138.507,0.117698,0.0,0.0,19.58,0.0,-0.245,5.122,26.621,-0.399,-110.0,1.065,paper_rcm_log_20260616_110935_960_8218.csv,20.449897750511177,Unknown,Task3_Insertion,0.0,2.29737788649952,1.4978269685367005
3.9497,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,18.204,154.965,138.485,0.113894,0.0,0.0,19.664,0.0,-0.248,5.245,26.382,-0.399,-110.0,1.071,paper_rcm_log_20260616_110935_960_8218.csv,20.491803278688543,Unknown,Task3_Insertion,0.0,2.238984953822603,0.9907867858926959
3.9969,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,17.505,155.11,138.47,0.110272,0.0,0.0,19.744,0.0,-0.251,5.363,26.153,-0.398,-110.0,1.077,paper_rcm_log_20260616_110935_960_8218.csv,21.186440677966043,Unknown,Task3_Insertion,0.0,2.2022388401871993,6.025548371931414
4.0429,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,16.835,155.256,138.459,0.106826,0.0,0.0,19.82,0.0,-0.254,5.475,25.935,-0.397,-110.0,1.084,paper_rcm_log_20260616_110935_960_8218.csv,21.739130434782485,Unknown,Task3_Insertion,0.0,1.6899227504097976,6.241181805237844
4.0807,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,16.511,155.328,138.456,0.105167,0.0,0.0,19.857,0.0,-0.256,5.53,25.829,-0.397,-110.0,1.087,paper_rcm_log_20260616_110935_960_8218.csv,26.455026455026573,Unknown,Task3_Insertion,0.0,1.6061597794177576,0.2402676322861481
