time,mode,phase,solveIK,lambda,lambda0,insertion_progress,tip_entry_error_mm,tip_target_error_mm,rcm_error_mm,weighted_error,skull_violation_mm,arm_skull_violation_mm,entry_axis_error_deg,entry_cone_violation_deg,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
0.469,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,313.316,271.824,217.946,1.805636,0.0,0.0,25.788,0.0,-0.056,-21.86,51.586,-0.306,-70.296,0.671,paper_rcm_log_20260616_110604_571_5382.csv,23.419203747072622,Unknown,Task3_Insertion,0.0,134.48793930186156,972.6900003377252
0.5094,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,250.417,202.041,165.079,1.443048,0.0,0.0,19.116,0.0,-0.076,-20.321,53.334,-0.343,-81.82,0.797,paper_rcm_log_20260616_110604_571_5382.csv,24.752475247524757,Unknown,Task3_Insertion,0.0,104.98815527504824,738.3382484782426
0.5483,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,199.79,148.869,124.16,1.151295,0.0,0.0,15.001,0.0,-0.094,-18.719,53.938,-0.367,-90.408,0.873,paper_rcm_log_20260616_110604_571_5382.csv,25.70694087403596,Unknown,Task3_Insertion,0.0,79.25097251275439,662.1235484425225
0.5888,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,160.257,112.628,95.403,0.923557,0.0,0.0,13.115,0.0,-0.11,-17.268,54.058,-0.384,-96.807,0.918,paper_rcm_log_20260616_110604_571_5382.csv,24.691358024691368,Unknown,Task3_Insertion,0.0,52.94031727445423,569.2912472164273
0.6325,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,134.135,102.227,85.378,0.783758,0.0,0.0,13.194,0.0,-0.078,-16.289,54.665,-0.549,-100.804,0.632,paper_rcm_log_20260616_110604_571_5382.csv,22.88329519450803,Unknown,Task3_Insertion,0.0,33.311012328615355,320.07352472600815
0.6774,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,115.09,106.807,87.418,0.678237,0.0,0.0,13.948,0.0,-0.002,-15.586,55.671,-0.821,-103.55,0.088,paper_rcm_log_20260616_110604_571_5382.csv,22.27171492204897,Unknown,Task3_Insertion,0.0,27.31901811389452,87.44594780185977
0.7198,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,97.41,112.928,91.848,0.577176,0.0,0.0,14.611,0.0,0.067,-14.869,56.415,-1.028,-106.087,-0.352,paper_rcm_log_20260616_110604_571_5382.csv,23.584905660377363,Unknown,Task3_Insertion,0.0,25.547098906098995,98.98183405070135
0.762,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,80.908,119.35,97.393,0.480034,0.0,0.0,15.114,0.0,0.115,-14.145,56.897,-1.15,-108.432,-0.622,paper_rcm_log_20260616_110604_571_5382.csv,23.696682464454966,Unknown,Task3_Insertion,0.0,20.3407959982028,219.23906449783135
0.8052,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,69.368,126.471,104.566,0.405269,0.0,0.0,15.284,0.0,0.131,-13.442,57.099,-1.17,-110.0,-0.665,paper_rcm_log_20260616_110604_571_5382.csv,23.148148148148138,Unknown,Task3_Insertion,0.0,10.412789022249324,259.96202466629893
0.8458,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.554,132.349,112.195,0.396279,0.0,0.0,14.717,0.0,0.081,-12.689,56.626,-1.003,-110.0,-0.282,paper_rcm_log_20260616_110604_571_5382.csv,24.6305418719212,Unknown,Task3_Insertion,0.0,10.995947876023743,125.43392441362036
0.8853,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.293,136.506,117.844,0.394689,0.0,0.0,14.235,0.0,0.03,-11.899,55.844,-0.846,-110.0,0.081,paper_rcm_log_20260616_110604_571_5382.csv,25.316455696202546,Unknown,Task3_Insertion,0.0,12.336546152491902,50.61310210866095
0.9259,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.351,140.319,122.732,0.394965,0.0,0.0,13.932,0.0,-0.007,-11.093,54.933,-0.739,-110.0,0.328,paper_rcm_log_20260616_110604_571_5382.csv,24.6305418719212,Unknown,Task3_Insertion,0.0,13.267407097558923,39.219589145717656
0.9644,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.439,143.648,126.901,0.395439,0.0,0.0,13.755,0.0,-0.035,-10.276,53.914,-0.666,-110.0,0.498,paper_rcm_log_20260616_110604_571_5382.csv,25.974025974025913,Unknown,Task3_Insertion,0.0,14.168107065487623,30.394922016797718
1.0038,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.39,146.455,130.409,0.395143,0.0,0.0,13.673,0.0,-0.056,-9.453,52.806,-0.615,-110.0,0.614,paper_rcm_log_20260616_110604_571_5382.csv,25.380710659898483,Unknown,Task3_Insertion,0.0,14.846960557163275,21.87433821337837
1.0421,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,68.11,148.747,133.318,0.393536,0.0,0.0,13.663,0.0,-0.072,-8.631,51.63,-0.58,-110.0,0.695,paper_rcm_log_20260616_110604_571_5382.csv,26.109660574412533,Unknown,Task3_Insertion,0.0,15.291015737873124,11.881255144718594
1.0816,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,67.553,150.562,135.691,0.390347,0.0,0.0,13.712,0.0,-0.085,-7.815,50.401,-0.554,-110.0,0.751,paper_rcm_log_20260616_110604_571_5382.csv,25.316455696202617,Unknown,Task3_Insertion,0.0,14.939784003214191,9.053634465406878
1.1236,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,66.704,151.95,137.587,0.385489,0.0,0.0,13.808,0.0,-0.096,-7.008,49.135,-0.534,-110.0,0.791,paper_rcm_log_20260616_110604_571_5382.csv,23.80952380952379,Unknown,Task3_Insertion,0.0,15.29675831099534,15.875522696108604
1.1623,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,65.568,152.965,139.064,0.378991,0.0,0.0,13.946,0.0,-0.105,-6.217,47.848,-0.519,-110.0,0.82,paper_rcm_log_20260616_110604_571_5382.csv,25.839793281653627,Unknown,Task3_Insertion,0.0,16.051799089248064,7.676559488239537
1.2004,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,64.164,153.665,140.177,0.370966,0.0,0.0,14.118,0.0,-0.114,-5.444,46.553,-0.507,-110.0,0.842,paper_rcm_log_20260616_110604_571_5382.csv,26.246719160105123,Unknown,Task3_Insertion,0.0,15.714698104658096,12.75509854159332
1.2404,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,62.52,154.108,140.979,0.361574,0.0,0.0,14.321,0.0,-0.122,-4.693,45.262,-0.497,-110.0,0.858,paper_rcm_log_20260616_110604_571_5382.csv,24.99999999999998,Unknown,Task3_Insertion,0.0,15.114583189754182,11.680558551370684
1.2804,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,60.67,154.346,141.518,0.351011,0.0,0.0,14.549,0.0,-0.129,-3.967,43.986,-0.488,-110.0,0.872,paper_rcm_log_20260616_110604_571_5382.csv,24.99999999999998,Unknown,Task3_Insertion,0.0,14.832618163019555,7.088282155818403
1.3203,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,58.65,154.428,141.84,0.339485,0.0,0.0,14.798,0.0,-0.136,-3.268,42.733,-0.48,-110.0,0.883,paper_rcm_log_20260616_110604_571_5382.csv,25.06265664160398,Unknown,Task3_Insertion,0.0,14.606489645604476,6.742164694313156
1.3594,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,56.498,154.397,141.985,0.327214,0.0,0.0,15.062,0.0,-0.142,-2.598,41.513,-0.473,-110.0,0.893,paper_rcm_log_20260616_110604_571_5382.csv,25.57544757033254,Unknown,Task3_Insertion,0.0,14.342290811502792,12.778516159151845
1.3982,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,54.25,154.291,141.991,0.314404,0.0,0.0,15.338,0.0,-0.148,-1.958,40.33,-0.466,-110.0,0.902,paper_rcm_log_20260616_110604_571_5382.csv,25.773195876288547,Unknown,Task3_Insertion,0.0,13.628861105675007,15.559192155941268
1.4385,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,51.938,154.14,141.891,0.301251,0.0,0.0,15.622,0.0,-0.154,-1.349,39.191,-0.459,-110.0,0.911,paper_rcm_log_20260616_110604_571_5382.csv,24.813895781637854,Unknown,Task3_Insertion,0.0,13.128651208173846,13.280627107122504
1.4768,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,49.596,153.969,141.713,0.287934,0.0,0.0,15.908,0.0,-0.16,-0.771,38.099,-0.453,-110.0,0.919,paper_rcm_log_20260616_110604_571_5382.csv,26.109660574412533,Unknown,Task3_Insertion,0.0,12.594119442440798,20.45215420658929
1.5169,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,47.249,153.8,141.481,0.274615,0.0,0.0,16.195,0.0,-0.166,-0.224,37.056,-0.448,-110.0,0.927,paper_rcm_log_20260616_110604_571_5382.csv,24.93765586034911,Unknown,Task3_Insertion,0.0,11.504038499392246,21.619406057688295
1.5584,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,44.921,153.645,141.215,0.261423,0.0,0.0,16.479,0.0,-0.171,0.292,36.064,-0.443,-110.0,0.935,paper_rcm_log_20260616_110604_571_5382.csv,24.096385542168623,Unknown,Task3_Insertion,0.0,10.84742391819161,15.858168930167624
1.5988,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,42.633,153.515,140.931,0.248478,0.0,0.0,16.758,0.0,-0.177,0.779,35.124,-0.438,-110.0,0.943,paper_rcm_log_20260616_110604_571_5382.csv,24.752475247524757,Unknown,Task3_Insertion,0.0,10.206437881680941,16.00493304032147
1.6409,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,40.399,153.418,140.642,0.235868,0.0,0.0,17.029,0.0,-0.182,1.236,34.235,-0.433,-110.0,0.951,paper_rcm_log_20260616_110604_571_5382.csv,23.75296912114013,Unknown,Task3_Insertion,0.0,9.52745047201348,11.813472545423812
1.682,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,38.233,153.356,140.359,0.223671,0.0,0.0,17.291,0.0,-0.188,1.666,33.396,-0.429,-110.0,0.959,paper_rcm_log_20260616_110604_571_5382.csv,24.330900243309053,Unknown,Task3_Insertion,0.0,9.215547797775793,12.233033367816963
1.7219,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,36.143,153.331,140.087,0.211939,0.0,0.0,17.543,0.0,-0.193,2.07,32.607,-0.425,-110.0,0.967,paper_rcm_log_20260616_110604_571_5382.csv,25.06265664160398,Unknown,Task3_Insertion,0.0,8.547774796620658,22.128516575202628
1.7644,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,34.138,153.342,139.833,0.200712,0.0,0.0,17.785,0.0,-0.198,2.448,31.866,-0.421,-110.0,0.976,paper_rcm_log_20260616_110604_571_5382.csv,23.52941176470589,Unknown,Task3_Insertion,0.0,7.363368635681553,28.979986846183827
1.8123,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,32.221,153.387,139.6,0.190017,0.0,0.0,18.015,0.0,-0.203,2.802,31.17,-0.418,-110.0,0.984,paper_rcm_log_20260616_110604_571_5382.csv,20.87682672233818,Unknown,Task3_Insertion,0.0,5.915307165971715,43.501282380023596
1.85,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,30.993,153.435,139.458,0.183189,0.0,0.0,18.162,0.0,-0.206,3.025,30.731,-0.416,-110.0,0.99,paper_rcm_log_20260616_110604_571_5382.csv,26.525198938991995,Unknown,Task3_Insertion,0.0,3.881560803665498,20.312662634129286
1.8967,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,30.394,153.464,139.39,0.179868,0.0,0.0,18.233,0.0,-0.208,3.134,30.519,-0.415,-110.0,0.993,paper_rcm_log_20260616_110604_571_5382.csv,21.4132762312634,Unknown,Task3_Insertion,0.0,4.878608728417297,35.422584472610836
1.9355,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,28.659,153.569,139.204,0.17027,0.0,0.0,18.44,0.0,-0.213,3.444,29.909,-0.412,-110.0,1.001,paper_rcm_log_20260616_110604_571_5382.csv,25.773195876288696,Unknown,Task3_Insertion,0.0,6.706641009845588,19.850651618341765
1.9779,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,27.016,153.7,139.041,0.161221,0.0,0.0,18.635,0.0,-0.218,3.734,29.338,-0.41,-110.0,1.01,paper_rcm_log_20260616_110604_571_5382.csv,23.584905660377363,Unknown,Task3_Insertion,0.0,6.2849938931857965,6.626623305869121
2.0161,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,25.461,153.852,138.902,0.152711,0.0,0.0,18.818,0.0,-0.222,4.005,28.805,-0.407,-110.0,1.019,paper_rcm_log_20260616_110604_571_5382.csv,26.17801047120433,Unknown,Task3_Insertion,0.0,6.146351723546696,7.954323942931077
2.0548,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,23.994,154.022,138.785,0.144729,0.0,0.0,18.991,0.0,-0.227,4.259,28.307,-0.405,-110.0,1.028,paper_rcm_log_20260616_110604_571_5382.csv,25.839793281653478,Unknown,Task3_Insertion,0.0,5.669289336465407,10.361966245444792
2.0941,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,22.611,154.207,138.688,0.137255,0.0,0.0,19.153,0.0,-0.232,4.497,27.841,-0.403,-110.0,1.037,paper_rcm_log_20260616_110604_571_5382.csv,25.44529262086521,Unknown,Task3_Insertion,0.0,5.340690910831103,8.076121299706584
2.1321,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,21.309,154.404,138.611,0.130273,0.0,0.0,19.305,0.0,-0.236,4.719,27.406,-0.402,-110.0,1.046,paper_rcm_log_20260616_110604_571_5382.csv,26.31578947368434,Unknown,Task3_Insertion,0.0,5.0446172939037295,9.402766141758644
2.1706,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,20.084,154.609,138.551,0.123762,0.0,0.0,19.447,0.0,-0.241,4.927,27.0,-0.401,-110.0,1.056,paper_rcm_log_20260616_110604_571_5382.csv,25.974025974025988,Unknown,Task3_Insertion,0.0,4.620120060653684,9.492185115835573
2.2102,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,18.933,154.821,138.507,0.117698,0.0,0.0,19.58,0.0,-0.245,5.122,26.621,-0.399,-110.0,1.065,paper_rcm_log_20260616_110604_571_5382.csv,25.252525252525203,Unknown,Task3_Insertion,0.0,4.306866806892398,7.427325973379751
2.2488,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,17.851,155.037,138.477,0.11206,0.0,0.0,19.704,0.0,-0.25,5.304,26.266,-0.398,-110.0,1.074,paper_rcm_log_20260616_110604_571_5382.csv,25.90673575129521,Unknown,Task3_Insertion,0.0,4.038556733679133,6.446852421914329
2.2883,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,16.835,155.256,138.459,0.106826,0.0,0.0,19.82,0.0,-0.254,5.475,25.935,-0.397,-110.0,1.084,paper_rcm_log_20260616_110604_571_5382.csv,25.316455696202617,Unknown,Task3_Insertion,0.0,3.8048318082539923,5.2582176282291515
2.3262,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,15.882,155.474,138.453,0.101975,0.0,0.0,19.928,0.0,-0.259,5.635,25.625,-0.397,-110.0,1.093,paper_rcm_log_20260616_110604_571_5382.csv,26.3852242744063,Unknown,Task3_Insertion,0.0,3.6298885535383674,5.950423503336961
2.3642,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,14.987,155.692,138.456,0.097481,0.0,0.0,20.03,0.0,-0.263,5.785,25.336,-0.396,-110.0,1.103,paper_rcm_log_20260616_110604_571_5382.csv,26.31578947368434,Unknown,Task3_Insertion,0.0,3.353357027341611,6.513802513576448
2.4031,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,14.147,155.908,138.467,0.093328,0.0,0.0,20.124,0.0,-0.267,5.925,25.065,-0.396,-110.0,1.113,paper_rcm_log_20260616_110604_571_5382.csv,25.706940874036032,Unknown,Task3_Insertion,0.0,3.1307965688004082,4.802157904655053
2.4412,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,13.359,156.12,138.486,0.089493,0.0,0.0,20.212,0.0,-0.271,6.057,24.812,-0.396,-110.0,1.123,paper_rcm_log_20260616_110604_571_5382.csv,26.24671916010497,Unknown,Task3_Insertion,0.0,2.982612881555536,4.768194870436055
2.4788,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,12.619,156.328,138.51,0.085954,0.0,0.0,20.294,0.0,-0.276,6.181,24.575,-0.396,-110.0,1.132,paper_rcm_log_20260616_110604_571_5382.csv,26.595744680850853,Unknown,Task3_Insertion,0.0,2.771078780551895,5.097747446484528
2.5177,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,11.925,156.532,138.539,0.082697,0.0,0.0,20.37,0.0,-0.28,6.297,24.353,-0.396,-110.0,1.142,paper_rcm_log_20260616_110604_571_5382.csv,25.706940874036032,Unknown,Task3_Insertion,0.0,2.59451495122737,4.495746934719164
2.5552,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,11.274,156.731,138.573,0.079699,0.0,0.0,20.442,0.0,-0.284,6.406,24.145,-0.396,-110.0,1.152,paper_rcm_log_20260616_110604_571_5382.csv,26.666666666666604,Unknown,Task3_Insertion,0.0,2.428015275003274,4.229386545026065
2.5943,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,10.662,156.923,138.609,0.076945,0.0,0.0,20.508,0.0,-0.288,6.508,23.951,-0.396,-110.0,1.162,paper_rcm_log_20260616_110604_571_5382.csv,25.57544757033254,Unknown,Task3_Insertion,0.0,2.271618581101983,15.383772228165505
2.6318,InsertionSequence,ApproachEntry,1,0.65,0.65,0.0,10.088,157.11,138.648,0.074418,0.0,0.0,20.57,0.0,-0.292,6.604,23.768,-0.396,-110.0,1.172,paper_rcm_log_20260616_110604_571_5382.csv,26.666666666666604,Unknown,Task3_Insertion,0.0,3.3948688781621814,33.61280525925432
2.6752,InsertionSequence,InsertToTarget,1,0.98355,0.97325,0.06635,8.337,156.265,8.626,0.163052,0.0,0.0,20.722,0.0,-0.325,6.751,23.303,-0.37,-110.0,1.313,paper_rcm_log_20260616_110604_571_5382.csv,23.04147465437806,Unknown,Task3_Insertion,0.0,4.51104286471919,31.804197391283047
2.7053,InsertionSequence,InsertToTarget,1,0.97172,0.95828,0.1035,7.9,154.273,8.211,0.17091,0.0,0.0,20.885,0.0,-0.352,6.727,23.005,-0.338,-110.0,1.443,paper_rcm_log_20260616_110604_571_5382.csv,33.22259136212623,Unknown,Task3_Insertion,0.0,3.8685092651989508,44.5382546610945
2.7484,InsertionSequence,InsertToTarget,1,0.96309,0.95031,0.12326,10.24,151.048,7.138,0.165994,0.0,0.0,21.011,0.0,-0.386,6.599,22.746,-0.316,-109.889,1.589,paper_rcm_log_20260616_110604_571_5382.csv,23.201856148491686,Unknown,Task3_Insertion,0.0,3.1817168316681523,34.107384173045915
2.7913,InsertionSequence,InsertToTarget,1,0.95453,0.94194,0.14403,13.553,147.696,7.174,0.16579,0.0,0.0,21.009,0.0,-0.415,6.437,22.589,-0.305,-109.663,1.714,paper_rcm_log_20260616_110604_571_5382.csv,23.310023310023343,Unknown,Task3_Insertion,0.0,3.1904446946455405,13.594432183399874
2.8221,InsertionSequence,InsertToTarget,1,0.94886,0.93632,0.15797,15.817,145.45,7.377,0.166227,0.0,0.0,20.983,0.0,-0.435,6.324,22.504,-0.3,-109.492,1.794,paper_rcm_log_20260616_110604_571_5382.csv,32.46753246753276,Unknown,Task3_Insertion,0.0,3.257295012858841,5.375177005250529
2.8648,InsertionSequence,InsertToTarget,1,0.94046,0.92793,0.17878,19.205,142.1,7.784,0.167242,0.0,0.0,20.93,0.0,-0.465,6.153,22.388,-0.293,-109.228,1.916,paper_rcm_log_20260616_110604_571_5382.csv,23.419203747072622,Unknown,Task3_Insertion,0.0,3.2816322396728603,6.998385111748118
2.8954,InsertionSequence,InsertToTarget,1,0.93492,0.92239,0.19253,21.445,139.887,8.089,0.168078,0.0,0.0,20.889,0.0,-0.485,6.039,22.316,-0.288,-109.051,1.999,paper_rcm_log_20260616_110604_571_5382.csv,32.67973856209131,Unknown,Task3_Insertion,0.0,2.913372449594259,6.700098880448661
2.9328,InsertionSequence,InsertToTarget,1,0.92943,0.91689,0.20617,23.668,137.693,8.407,0.169016,0.0,0.0,20.847,0.0,-0.505,5.925,22.246,-0.284,-108.875,2.082,paper_rcm_log_20260616_110604_571_5382.csv,26.737967914438592,Unknown,Task3_Insertion,0.0,2.9142350340149368,5.253183867594901
2.9632,InsertionSequence,InsertToTarget,1,0.92398,0.91144,0.2197,25.874,135.518,8.735,0.170041,0.0,0.0,20.803,0.0,-0.525,5.811,22.178,-0.279,-108.699,2.166,paper_rcm_log_20260616_110604_571_5382.csv,32.89473684210504,Unknown,Task3_Insertion,0.0,3.198382888279065,5.119289923644933
3.0077,InsertionSequence,InsertToTarget,1,0.9159,0.90334,0.23978,29.148,132.291,9.238,0.171726,0.0,0.0,20.734,0.0,-0.557,5.641,22.081,-0.273,-108.439,2.295,paper_rcm_log_20260616_110604_571_5382.csv,22.47191011235967,Unknown,Task3_Insertion,0.0,3.137493106169362,1.3592572258036693
3.0386,InsertionSequence,InsertToTarget,1,0.91057,0.898,0.25304,31.309,130.163,9.577,0.172937,0.0,0.0,20.687,0.0,-0.578,5.528,22.019,-0.269,-108.267,2.382,paper_rcm_log_20260616_110604_571_5382.csv,32.36245954692518,Unknown,Task3_Insertion,0.0,3.143154883266879,1.4760228749962407
3.0825,InsertionSequence,InsertToTarget,1,0.90265,0.89007,0.27271,34.517,127.006,10.091,0.174871,0.0,0.0,20.613,0.0,-0.611,5.358,21.931,-0.264,-108.011,2.516,paper_rcm_log_20260616_110604_571_5382.csv,22.77904328018232,Unknown,Task3_Insertion,0.0,3.197914434392611,1.5192022423908467
3.1271,InsertionSequence,InsertToTarget,1,0.89483,0.88223,0.29215,37.686,123.888,10.607,0.176929,0.0,0.0,20.537,0.0,-0.645,5.188,21.848,-0.259,-107.759,2.652,paper_rcm_log_20260616_110604_571_5382.csv,22.421524663677143,Unknown,Task3_Insertion,0.0,3.18999366148119,1.5951669969380124
3.1706,InsertionSequence,InsertToTarget,1,0.8871,0.87448,0.31137,40.818,120.809,11.123,0.179094,0.0,0.0,20.458,0.0,-0.679,5.018,21.771,-0.254,-107.51,2.793,paper_rcm_log_20260616_110604_571_5382.csv,22.988505747126503,Unknown,Task3_Insertion,0.0,3.2283064113937447,1.6773999422503147
3.2136,InsertionSequence,InsertToTarget,1,0.87946,0.86682,0.33037,43.915,117.767,11.639,0.18135,0.0,0.0,20.376,0.0,-0.715,4.847,21.7,-0.25,-107.265,2.936,paper_rcm_log_20260616_110604_571_5382.csv,23.255813953488293,Unknown,Task3_Insertion,0.0,3.129762378595226,1.934547844037167
3.2439,InsertionSequence,InsertToTarget,1,0.87441,0.86176,0.34293,45.96,115.759,11.981,0.182897,0.0,0.0,20.319,0.0,-0.739,4.733,21.655,-0.248,-107.103,3.034,paper_rcm_log_20260616_110604_571_5382.csv,33.003300330033014,Unknown,Task3_Insertion,0.0,3.1271662099847113,1.8429766607310465
3.2868,InsertionSequence,InsertToTarget,1,0.86691,0.85424,0.36159,48.999,112.775,12.492,0.185272,0.0,0.0,20.232,0.0,-0.776,4.561,21.594,-0.245,-106.863,3.185,paper_rcm_log_20260616_110604_571_5382.csv,23.310023310023343,Unknown,Task3_Insertion,0.0,3.1579379726020007,1.8864972366211046
3.3316,InsertionSequence,InsertToTarget,1,0.85948,0.84679,0.38006,52.007,109.825,12.998,0.1877,0.0,0.0,20.142,0.0,-0.815,4.387,21.54,-0.242,-106.626,3.339,paper_rcm_log_20260616_110604_571_5382.csv,22.321428571428594,Unknown,Task3_Insertion,0.0,3.0641727145659012,1.9065048461156133
