time,mode,phase,solveIK,lambda,lambda0,insertion_progress,tip_entry_error_mm,tip_target_error_mm,rcm_error_mm,weighted_error,skull_violation_mm,arm_skull_violation_mm,entry_axis_error_deg,entry_cone_violation_deg,q0_deg,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,source_file,fps_est,stage,task_inferred,total_skull_violation_mm,joint_speed_rms_deg_s,joint_acc_rms_deg_s2
19.3255,EntryRCM_TipTarget,Done,1,0.68377,0.0,1.0,128.264,115.317,21.923,0.425291,0.0,0.0,35.364,0.0,-7.271,-61.258,102.799,-1.52,-69.353,26.674,paper_rcm_log_20260616_110735_044_6492.csv,31.645569620252203,Unknown,Unknown,0.0,1.24455027776987,0.29544016622782454
19.3569,EntryRCM_TipTarget,Done,1,0.68405,0.0,1.0,128.142,115.347,21.848,0.425232,0.0,0.0,35.409,0.0,-7.289,-61.31,102.827,-1.5,-69.289,26.703,paper_rcm_log_20260616_110735_044_6492.csv,31.847133757963938,Unknown,Unknown,0.0,1.1918960360184243,5.954684715665006
19.3909,EntryRCM_TipTarget,Done,1,0.68432,0.0,1.0,128.021,115.376,21.773,0.425173,0.0,0.0,35.453,0.0,-7.307,-61.362,102.854,-1.479,-69.226,26.731,paper_rcm_log_20260616_110735_044_6492.csv,29.411764705883286,Unknown,Unknown,0.0,0.8320498424800911,5.927401837441251
19.4375,EntryRCM_TipTarget,Done,1,0.68445,0.0,1.0,127.962,115.391,21.736,0.425144,0.0,0.0,35.476,0.0,-7.316,-61.387,102.868,-1.469,-69.194,26.746,paper_rcm_log_20260616_110735_044_6492.csv,21.459227467810454,Unknown,Unknown,0.0,0.8532580108571616,3.51551621593543
19.4706,EntryRCM_TipTarget,Done,1,0.68472,0.0,1.0,127.844,115.42,21.662,0.425088,0.0,0.0,35.52,0.0,-7.334,-61.439,102.895,-1.449,-69.131,26.774,paper_rcm_log_20260616_110735_044_6492.csv,30.211480362536836,Unknown,Unknown,0.0,1.0415158477173005,0.2810834809064547
19.5134,EntryRCM_TipTarget,Done,1,0.68498,0.0,1.0,127.728,115.449,21.589,0.425031,0.0,0.0,35.564,0.0,-7.352,-61.489,102.921,-1.428,-69.069,26.802,paper_rcm_log_20260616_110735_044_6492.csv,23.36448598130856,Unknown,Unknown,0.0,0.7032248665416865,2.7879598225958064
19.5481,EntryRCM_TipTarget,Done,1,0.68512,0.0,1.0,127.671,115.463,21.552,0.425004,0.0,0.0,35.586,0.0,-7.361,-61.515,102.934,-1.418,-69.037,26.816,paper_rcm_log_20260616_110735_044_6492.csv,28.818443804033883,Unknown,Unknown,0.0,0.7507328329979587,3.1801418877003393
19.5869,EntryRCM_TipTarget,Done,1,0.68538,0.0,1.0,127.557,115.492,21.48,0.424949,0.0,0.0,35.629,0.0,-7.378,-61.565,102.959,-1.398,-68.975,26.844,paper_rcm_log_20260616_110735_044_6492.csv,25.77319587628973,Unknown,Unknown,0.0,0.95258027860745,4.0409610878506035
19.6266,EntryRCM_TipTarget,Done,1,0.68563,0.0,1.0,127.445,115.521,21.408,0.424895,0.0,0.0,35.672,0.0,-7.396,-61.614,102.984,-1.378,-68.913,26.871,paper_rcm_log_20260616_110735_044_6492.csv,25.188916876574403,Unknown,Unknown,0.0,1.0657000817074784,2.934873678072776
19.6583,EntryRCM_TipTarget,Done,1,0.68588,0.0,1.0,127.335,115.548,21.336,0.424843,0.0,0.0,35.715,0.0,-7.413,-61.663,103.009,-1.358,-68.852,26.899,paper_rcm_log_20260616_110735_044_6492.csv,31.54574132492041,Unknown,Unknown,0.0,1.1606332089246985,0.4157055244157158
19.6905,EntryRCM_TipTarget,Done,1,0.68612,0.0,1.0,127.226,115.576,21.266,0.424791,0.0,0.0,35.757,0.0,-7.43,-61.712,103.033,-1.337,-68.79,26.926,paper_rcm_log_20260616_110735_044_6492.csv,31.055900621118436,Unknown,Unknown,0.0,1.0845696896536068,5.3956284034909885
19.7269,EntryRCM_TipTarget,Done,1,0.68636,0.0,1.0,127.119,115.604,21.195,0.424739,0.0,0.0,35.799,0.0,-7.448,-61.76,103.057,-1.317,-68.729,26.953,paper_rcm_log_20260616_110735_044_6492.csv,27.472527472527148,Unknown,Unknown,0.0,0.7635949694784964,4.266470690099833
19.7599,EntryRCM_TipTarget,Done,1,0.68648,0.0,1.0,127.066,115.618,21.161,0.424714,0.0,0.0,35.82,0.0,-7.456,-61.784,103.068,-1.307,-68.699,26.966,paper_rcm_log_20260616_110735_044_6492.csv,30.30303030303242,Unknown,Unknown,0.0,0.7591826507443004,3.9372056692726387
19.7962,EntryRCM_TipTarget,Done,1,0.68672,0.0,1.0,126.96,115.645,21.091,0.424665,0.0,0.0,35.862,0.0,-7.473,-61.832,103.091,-1.287,-68.639,26.993,paper_rcm_log_20260616_110735_044_6492.csv,27.54820936639068,Unknown,Unknown,0.0,1.0646227465532636,4.432308058217462
19.8283,EntryRCM_TipTarget,Done,1,0.68695,0.0,1.0,126.857,115.672,21.022,0.424616,0.0,0.0,35.904,0.0,-7.49,-61.879,103.114,-1.267,-68.578,27.019,paper_rcm_log_20260616_110735_044_6492.csv,31.15264797507808,Unknown,Unknown,0.0,1.0937114601649707,0.31386809343784355
19.8617,EntryRCM_TipTarget,Done,1,0.68719,0.0,1.0,126.755,115.699,20.954,0.424567,0.0,0.0,35.945,0.0,-7.507,-61.926,103.136,-1.247,-68.519,27.045,paper_rcm_log_20260616_110735_044_6492.csv,29.94011976047876,Unknown,Unknown,0.0,1.0813499276962844,0.12954513516891128
19.894,EntryRCM_TipTarget,Done,1,0.68741,0.0,1.0,126.654,115.725,20.886,0.42452,0.0,0.0,35.986,0.0,-7.523,-61.973,103.158,-1.228,-68.459,27.071,paper_rcm_log_20260616_110735_044_6492.csv,30.959752321982066,Unknown,Unknown,0.0,1.0973747535749647,0.4848645353734553
19.9262,EntryRCM_TipTarget,Done,1,0.68764,0.0,1.0,126.555,115.752,20.818,0.424473,0.0,0.0,36.026,0.0,-7.54,-62.019,103.18,-1.208,-68.4,27.097,paper_rcm_log_20260616_110735_044_6492.csv,31.055900621115008,Unknown,Unknown,0.0,1.0542222140557513,5.122881399172285
19.9605,EntryRCM_TipTarget,Done,1,0.68786,0.0,1.0,126.457,115.778,20.752,0.424428,0.0,0.0,36.067,0.0,-7.556,-62.064,103.201,-1.188,-68.341,27.122,paper_rcm_log_20260616_110735_044_6492.csv,29.15451895043883,Unknown,Unknown,0.0,0.7406397637614315,5.119984482041762
20.0084,EntryRCM_TipTarget,Done,1,0.68797,0.0,1.0,126.409,115.791,20.718,0.424405,0.0,0.0,36.087,0.0,-7.564,-62.087,103.211,-1.178,-68.312,27.135,paper_rcm_log_20260616_110735_044_6492.csv,20.87682672233731,Unknown,Unknown,0.0,0.7646246765902602,5.043127641679449
20.0417,EntryRCM_TipTarget,Done,1,0.68818,0.0,1.0,126.312,115.816,20.652,0.424361,0.0,0.0,36.126,0.0,-7.581,-62.132,103.232,-1.158,-68.253,27.16,paper_rcm_log_20260616_110735_044_6492.csv,30.030030030032737,Unknown,Unknown,0.0,1.0376509813260888,4.75650046889457
20.0747,EntryRCM_TipTarget,Done,1,0.68839,0.0,1.0,126.218,115.842,20.587,0.424317,0.0,0.0,36.166,0.0,-7.597,-62.176,103.252,-1.139,-68.195,27.185,paper_rcm_log_20260616_110735_044_6492.csv,30.303030303029153,Unknown,Unknown,0.0,1.0818848281990925,1.316320996529704
20.1189,EntryRCM_TipTarget,Done,1,0.68871,0.0,1.0,126.078,115.88,20.489,0.424252,0.0,0.0,36.225,0.0,-7.621,-62.242,103.282,-1.11,-68.109,27.223,paper_rcm_log_20260616_110735_044_6492.csv,22.624434389140262,Unknown,Unknown,0.0,1.1376628276279441,0.23395440243284782
20.164,EntryRCM_TipTarget,Done,1,0.68902,0.0,1.0,125.941,115.917,20.393,0.42419,0.0,0.0,36.283,0.0,-7.645,-62.308,103.311,-1.08,-68.023,27.26,paper_rcm_log_20260616_110735_044_6492.csv,22.172949002216573,Unknown,Unknown,0.0,1.0629764989940933,1.432955958141879
20.1967,EntryRCM_TipTarget,Done,1,0.68922,0.0,1.0,125.851,115.942,20.329,0.424149,0.0,0.0,36.322,0.0,-7.661,-62.351,103.33,-1.061,-67.966,27.284,paper_rcm_log_20260616_110735_044_6492.csv,30.58103975535318,Unknown,Unknown,0.0,1.022109229505061,0.5906529444727868
20.2285,EntryRCM_TipTarget,Done,1,0.68942,0.0,1.0,125.762,115.967,20.266,0.424109,0.0,0.0,36.36,0.0,-7.676,-62.393,103.348,-1.042,-67.91,27.308,paper_rcm_log_20260616_110735_044_6492.csv,31.446540880502656,Unknown,Unknown,0.0,1.0256152194306887,0.19540058514813322
20.2607,EntryRCM_TipTarget,Done,1,0.68961,0.0,1.0,125.675,115.991,20.203,0.424069,0.0,0.0,36.398,0.0,-7.692,-62.436,103.366,-1.022,-67.854,27.332,paper_rcm_log_20260616_110735_044_6492.csv,31.055900621118436,Unknown,Unknown,0.0,1.0146157298054286,1.1215203486751761
20.2932,EntryRCM_TipTarget,Done,1,0.6898,0.0,1.0,125.588,116.015,20.141,0.42403,0.0,0.0,36.435,0.0,-7.707,-62.478,103.384,-1.003,-67.798,27.356,paper_rcm_log_20260616_110735_044_6492.csv,30.769230769231847,Unknown,Unknown,0.0,0.9530647440525034,0.6551473725551903
20.3291,EntryRCM_TipTarget,Done,1,0.68999,0.0,1.0,125.503,116.039,20.08,0.423992,0.0,0.0,36.473,0.0,-7.723,-62.519,103.402,-0.984,-67.743,27.38,paper_rcm_log_20260616_110735_044_6492.csv,27.85515320334138,Unknown,Unknown,0.0,0.9796791944601977,3.320274267586149
20.3595,EntryRCM_TipTarget,Done,1,0.69018,0.0,1.0,125.419,116.062,20.019,0.423955,0.0,0.0,36.51,0.0,-7.738,-62.56,103.419,-0.965,-67.688,27.403,paper_rcm_log_20260616_110735_044_6492.csv,32.89473684210504,Unknown,Unknown,0.0,0.7743663523693353,4.4011547821245305
20.4075,EntryRCM_TipTarget,Done,1,0.69028,0.0,1.0,125.377,116.074,19.988,0.423936,0.0,0.0,36.528,0.0,-7.746,-62.581,103.428,-0.956,-67.66,27.415,paper_rcm_log_20260616_110735_044_6492.csv,20.833333333334085,Unknown,Unknown,0.0,0.7414883609811769,5.368682878058587
20.4388,EntryRCM_TipTarget,Done,1,0.69047,0.0,1.0,125.294,116.098,19.928,0.4239,0.0,0.0,36.565,0.0,-7.761,-62.621,103.445,-0.937,-67.606,27.438,paper_rcm_log_20260616_110735_044_6492.csv,31.948881789135687,Unknown,Unknown,0.0,1.032953581918434,5.351665326075288
20.4828,EntryRCM_TipTarget,Done,1,0.69073,0.0,1.0,125.172,116.132,19.838,0.423846,0.0,0.0,36.62,0.0,-7.783,-62.682,103.469,-0.908,-67.525,27.473,paper_rcm_log_20260616_110735_044_6492.csv,22.727272727272478,Unknown,Unknown,0.0,1.0232130278317233,1.223206098653833
20.5141,EntryRCM_TipTarget,Done,1,0.69091,0.0,1.0,125.092,116.155,19.779,0.423811,0.0,0.0,36.656,0.0,-7.798,-62.721,103.485,-0.89,-67.471,27.495,paper_rcm_log_20260616_110735_044_6492.csv,31.948881789139314,Unknown,Unknown,0.0,0.9631614456785083,1.3512702100603238
20.5475,EntryRCM_TipTarget,Done,1,0.69109,0.0,1.0,125.013,116.178,19.72,0.423777,0.0,0.0,36.691,0.0,-7.813,-62.761,103.501,-0.871,-67.417,27.518,paper_rcm_log_20260616_110735_044_6492.csv,29.94011976047876,Unknown,Unknown,0.0,0.9385978584077532,0.24495627500297365
20.5801,EntryRCM_TipTarget,Done,1,0.69126,0.0,1.0,124.935,116.201,19.662,0.423743,0.0,0.0,36.727,0.0,-7.827,-62.8,103.517,-0.852,-67.364,27.54,paper_rcm_log_20260616_110735_044_6492.csv,30.67484662576482,Unknown,Unknown,0.0,0.9497456498805259,0.2910491754595604
20.6115,EntryRCM_TipTarget,Done,1,0.69144,0.0,1.0,124.858,116.223,19.604,0.42371,0.0,0.0,36.762,0.0,-7.842,-62.838,103.532,-0.834,-67.312,27.563,paper_rcm_log_20260616_110735_044_6492.csv,31.847133757963938,Unknown,Unknown,0.0,0.9289227011923304,0.3797718464640657
20.6457,EntryRCM_TipTarget,Done,1,0.69161,0.0,1.0,124.781,116.245,19.546,0.423677,0.0,0.0,36.797,0.0,-7.857,-62.877,103.547,-0.815,-67.259,27.585,paper_rcm_log_20260616_110735_044_6492.csv,29.23976608186963,Unknown,Unknown,0.0,0.9308081494339839,0.3373716590063417
20.6767,EntryRCM_TipTarget,Done,1,0.69177,0.0,1.0,124.706,116.267,19.489,0.423645,0.0,0.0,36.832,0.0,-7.871,-62.915,103.561,-0.797,-67.207,27.607,paper_rcm_log_20260616_110735_044_6492.csv,32.258064516130275,Unknown,Unknown,0.0,0.9464395537934215,2.153561387871805
20.725,EntryRCM_TipTarget,Done,1,0.69202,0.0,1.0,124.594,116.3,19.405,0.423599,0.0,0.0,36.884,0.0,-7.892,-62.971,103.583,-0.769,-67.13,27.64,paper_rcm_log_20260616_110735_044_6492.csv,20.70393374741153,Unknown,Unknown,0.0,0.6426063512038609,1.5730647349815539
20.7575,EntryRCM_TipTarget,Done,1,0.69211,0.0,1.0,124.558,116.311,19.377,0.423583,0.0,0.0,36.901,0.0,-7.899,-62.99,103.59,-0.76,-67.104,27.65,paper_rcm_log_20260616_110735_044_6492.csv,30.769230769231847,Unknown,Unknown,0.0,0.6953531020454623,4.804535967302238
20.789,EntryRCM_TipTarget,Done,1,0.69227,0.0,1.0,124.485,116.332,19.321,0.423553,0.0,0.0,36.935,0.0,-7.914,-63.026,103.604,-0.742,-67.053,27.672,paper_rcm_log_20260616_110735_044_6492.csv,31.746031746030543,Unknown,Unknown,0.0,0.9434573791608333,4.544799695167982
20.8342,EntryRCM_TipTarget,Done,1,0.69251,0.0,1.0,124.377,116.364,19.238,0.423508,0.0,0.0,36.985,0.0,-7.935,-63.081,103.625,-0.715,-66.977,27.704,paper_rcm_log_20260616_110735_044_6492.csv,22.123893805310868,Unknown,Unknown,0.0,0.9327089666502429,1.0413795615143404
20.8657,EntryRCM_TipTarget,Done,1,0.69266,0.0,1.0,124.306,116.385,19.184,0.423479,0.0,0.0,37.019,0.0,-7.949,-63.117,103.638,-0.697,-66.927,27.725,paper_rcm_log_20260616_110735_044_6492.csv,31.746031746030543,Unknown,Unknown,0.0,0.8833428449999553,0.984017018817318
20.8991,EntryRCM_TipTarget,Done,1,0.69282,0.0,1.0,124.237,116.406,19.13,0.423451,0.0,0.0,37.052,0.0,-7.962,-63.153,103.651,-0.679,-66.877,27.746,paper_rcm_log_20260616_110735_044_6492.csv,29.94011976047876,Unknown,Unknown,0.0,0.8715507958623417,0.21797982371291563
20.9314,EntryRCM_TipTarget,Done,1,0.69298,0.0,1.0,124.167,116.427,19.076,0.423423,0.0,0.0,37.085,0.0,-7.976,-63.189,103.664,-0.661,-66.827,27.767,paper_rcm_log_20260616_110735_044_6492.csv,30.959752321982066,Unknown,Unknown,0.0,0.8933820232065395,0.12385039939241858
20.9627,EntryRCM_TipTarget,Done,1,0.69313,0.0,1.0,124.099,116.447,19.023,0.423396,0.0,0.0,37.118,0.0,-7.99,-63.224,103.677,-0.643,-66.778,27.788,paper_rcm_log_20260616_110735_044_6492.csv,31.948881789135687,Unknown,Unknown,0.0,0.873067177505771,0.4430291534358097
20.9957,EntryRCM_TipTarget,Done,1,0.69328,0.0,1.0,124.031,116.467,18.969,0.423369,0.0,0.0,37.15,0.0,-8.003,-63.259,103.689,-0.626,-66.729,27.809,paper_rcm_log_20260616_110735_044_6492.csv,30.30303030303242,Unknown,Unknown,0.0,0.8683480888010902,0.2803131083516268
21.0271,EntryRCM_TipTarget,Done,1,0.69343,0.0,1.0,123.965,116.488,18.917,0.423342,0.0,0.0,37.182,0.0,-8.017,-63.294,103.701,-0.608,-66.68,27.829,paper_rcm_log_20260616_110735_044_6492.csv,31.847133757960336,Unknown,Unknown,0.0,0.8864024925432611,0.321501864430084
21.058,EntryRCM_TipTarget,Done,1,0.69358,0.0,1.0,123.899,116.507,18.865,0.423316,0.0,0.0,37.214,0.0,-8.03,-63.328,103.713,-0.591,-66.632,27.849,paper_rcm_log_20260616_110735_044_6492.csv,32.36245954692657,Unknown,Unknown,0.0,0.850145895857064,1.966614882717672
21.1098,EntryRCM_TipTarget,Done,1,0.69379,0.0,1.0,123.801,116.537,18.788,0.423278,0.0,0.0,37.262,0.0,-8.05,-63.379,103.731,-0.564,-66.56,27.88,paper_rcm_log_20260616_110735_044_6492.csv,19.30501930501928,Unknown,Unknown,0.0,0.6802345975881108,4.22568278502019
21.1567,EntryRCM_TipTarget,Done,1,0.69393,0.0,1.0,123.737,116.557,18.737,0.423253,0.0,0.0,37.293,0.0,-8.063,-63.412,103.742,-0.547,-66.512,27.9,paper_rcm_log_20260616_110735_044_6492.csv,21.321961620468706,Unknown,Unknown,0.0,0.4419406420221713,3.564282463219582
21.1982,EntryRCM_TipTarget,Done,1,0.69401,0.0,1.0,123.705,116.567,18.711,0.423241,0.0,0.0,37.309,0.0,-8.07,-63.429,103.748,-0.538,-66.489,27.91,paper_rcm_log_20260616_110735_044_6492.csv,24.096385542169138,Unknown,Unknown,0.0,0.3498776975320116,0.6138642739779507
21.2337,EntryRCM_TipTarget,Done,1,0.69408,0.0,1.0,123.673,116.576,18.686,0.423229,0.0,0.0,37.324,0.0,-8.076,-63.445,103.754,-0.53,-66.465,27.919,paper_rcm_log_20260616_110735_044_6492.csv,28.169014084507854,Unknown,Unknown,0.0,0.3770460246707221,2.013967391131817
21.2687,EntryRCM_TipTarget,Done,1,0.69414,0.0,1.0,123.641,116.586,18.661,0.423217,0.0,0.0,37.34,0.0,-8.083,-63.462,103.759,-0.521,-66.442,27.929,paper_rcm_log_20260616_110735_044_6492.csv,28.571428571428456,Unknown,Unknown,0.0,0.4899641928990734,4.181144233739231
21.3116,EntryRCM_TipTarget,Done,1,0.69428,0.0,1.0,123.579,116.605,18.611,0.423194,0.0,0.0,37.371,0.0,-8.096,-63.495,103.77,-0.504,-66.395,27.949,paper_rcm_log_20260616_110735_044_6492.csv,23.310023310023585,Unknown,Unknown,0.0,0.71934585572321,3.99960968509578
21.3446,EntryRCM_TipTarget,Done,1,0.69442,0.0,1.0,123.517,116.624,18.561,0.42317,0.0,0.0,37.401,0.0,-8.109,-63.527,103.781,-0.487,-66.349,27.969,paper_rcm_log_20260616_110735_044_6492.csv,30.303030303029153,Unknown,Unknown,0.0,0.8169439967329541,1.919454711798778
21.3756,EntryRCM_TipTarget,Done,1,0.69456,0.0,1.0,123.455,116.643,18.512,0.423148,0.0,0.0,37.432,0.0,-8.121,-63.559,103.792,-0.47,-66.303,27.988,paper_rcm_log_20260616_110735_044_6492.csv,32.258064516130275,Unknown,Unknown,0.0,0.8456957631567146,0.4627939853199908
21.4061,EntryRCM_TipTarget,Done,1,0.69469,0.0,1.0,123.395,116.662,18.463,0.423125,0.0,0.0,37.462,0.0,-8.134,-63.591,103.802,-0.453,-66.257,28.007,paper_rcm_log_20260616_110735_044_6492.csv,32.78688524590167,Unknown,Unknown,0.0,0.8412494670884924,0.20517534360204767
21.4371,EntryRCM_TipTarget,Done,1,0.69483,0.0,1.0,123.335,116.68,18.414,0.423103,0.0,0.0,37.492,0.0,-8.147,-63.623,103.812,-0.436,-66.212,28.026,paper_rcm_log_20260616_110735_044_6492.csv,32.25806451612658,Unknown,Unknown,0.0,0.8524547906321763,0.46907581093334105
21.4806,EntryRCM_TipTarget,Done,1,0.69502,0.0,1.0,123.246,116.708,18.342,0.423071,0.0,0.0,37.536,0.0,-8.166,-63.67,103.827,-0.411,-66.144,28.055,paper_rcm_log_20260616_110735_044_6492.csv,22.988505747127444,Unknown,Unknown,0.0,0.8775249156977456,0.2860670695866933
21.524,EntryRCM_TipTarget,Done,1,0.69522,0.0,1.0,123.158,116.735,18.271,0.42304,0.0,0.0,37.58,0.0,-8.184,-63.716,103.842,-0.386,-66.077,28.083,paper_rcm_log_20260616_110735_044_6492.csv,23.04147465437688,Unknown,Unknown,0.0,0.8312256261697594,0.5351609668185682
21.5549,EntryRCM_TipTarget,Done,1,0.69534,0.0,1.0,123.1,116.753,18.224,0.42302,0.0,0.0,37.609,0.0,-8.196,-63.746,103.852,-0.37,-66.033,28.102,paper_rcm_log_20260616_110735_044_6492.csv,32.36245954692657,Unknown,Unknown,0.0,0.8268334485012648,0.23597042680535413
21.5985,EntryRCM_TipTarget,Done,1,0.69554,0.0,1.0,123.015,116.78,18.154,0.42299,0.0,0.0,37.652,0.0,-8.215,-63.792,103.866,-0.345,-65.967,28.13,paper_rcm_log_20260616_110735_044_6492.csv,22.935779816513016,Unknown,Unknown,0.0,0.8205875376615012,1.6846583496629244
21.6292,EntryRCM_TipTarget,Done,1,0.69566,0.0,1.0,122.959,116.798,18.108,0.422971,0.0,0.0,37.681,0.0,-8.227,-63.822,103.875,-0.329,-65.924,28.148,paper_rcm_log_20260616_110735_044_6492.csv,32.573289902280656,Unknown,Unknown,0.0,0.7356641489742991,2.4005879590072596
21.6653,EntryRCM_TipTarget,Done,1,0.69578,0.0,1.0,122.904,116.815,18.063,0.422952,0.0,0.0,37.709,0.0,-8.239,-63.851,103.884,-0.313,-65.881,28.166,paper_rcm_log_20260616_110735_044_6492.csv,27.700831024932604,Unknown,Unknown,0.0,0.6649896446381829,1.0804233639034158
21.7017,EntryRCM_TipTarget,Done,1,0.69591,0.0,1.0,122.848,116.833,18.017,0.422933,0.0,0.0,37.737,0.0,-8.251,-63.88,103.892,-0.297,-65.838,28.184,paper_rcm_log_20260616_110735_044_6492.csv,27.472527472527148,Unknown,Unknown,0.0,0.6581471951986293,0.5314823809380456
21.7381,EntryRCM_TipTarget,Done,1,0.69603,0.0,1.0,122.794,116.85,17.972,0.422915,0.0,0.0,37.765,0.0,-8.263,-63.909,103.901,-0.281,-65.796,28.202,paper_rcm_log_20260616_110735_044_6492.csv,27.472527472527148,Unknown,Unknown,0.0,0.62699481338355,0.325766233751834
21.7786,EntryRCM_TipTarget,Done,1,0.69615,0.0,1.0,122.739,116.867,17.927,0.422897,0.0,0.0,37.793,0.0,-8.275,-63.938,103.91,-0.265,-65.753,28.22,paper_rcm_log_20260616_110735_044_6492.csv,24.691358024690423,Unknown,Unknown,0.0,0.6921085884254539,2.20021628655383
21.8092,EntryRCM_TipTarget,Done,1,0.69627,0.0,1.0,122.686,116.884,17.883,0.422879,0.0,0.0,37.82,0.0,-8.286,-63.967,103.918,-0.249,-65.712,28.238,paper_rcm_log_20260616_110735_044_6492.csv,32.679738562091785,Unknown,Unknown,0.0,0.772809994526576,1.327129874434187
21.8394,EntryRCM_TipTarget,Done,1,0.69638,0.0,1.0,122.633,116.901,17.839,0.422862,0.0,0.0,37.848,0.0,-8.298,-63.995,103.926,-0.233,-65.67,28.256,paper_rcm_log_20260616_110735_044_6492.csv,33.11258278145622,Unknown,Unknown,0.0,0.7725371643256527,0.2041073601723766
21.8697,EntryRCM_TipTarget,Done,1,0.6965,0.0,1.0,122.581,116.917,17.796,0.422845,0.0,0.0,37.875,0.0,-8.31,-64.023,103.934,-0.217,-65.629,28.273,paper_rcm_log_20260616_110735_044_6492.csv,33.00330033003252,Unknown,Unknown,0.0,0.7618516511341012,0.21234245089738493
21.9001,EntryRCM_TipTarget,Done,1,0.69662,0.0,1.0,122.529,116.934,17.752,0.422829,0.0,0.0,37.902,0.0,-8.321,-64.051,103.942,-0.202,-65.588,28.291,paper_rcm_log_20260616_110735_044_6492.csv,32.894736842108884,Unknown,Unknown,0.0,0.7697825882915752,0.1083600917137404
21.9439,EntryRCM_TipTarget,Done,1,0.69679,0.0,1.0,122.452,116.959,17.688,0.422805,0.0,0.0,37.942,0.0,-8.338,-64.092,103.954,-0.178,-65.527,28.317,paper_rcm_log_20260616_110735_044_6492.csv,22.83105022831001,Unknown,Unknown,0.0,0.7474069954946867,2.8238601952241997
21.9751,EntryRCM_TipTarget,Done,1,0.6969,0.0,1.0,122.401,116.975,17.646,0.422789,0.0,0.0,37.968,0.0,-8.35,-64.119,103.961,-0.163,-65.487,28.334,paper_rcm_log_20260616_110735_044_6492.csv,32.051282051280104,Unknown,Unknown,0.0,0.6080984200637487,3.45699716797329
22.0299,EntryRCM_TipTarget,Done,1,0.69701,0.0,1.0,122.351,116.991,17.604,0.422773,0.0,0.0,37.994,0.0,-8.361,-64.146,103.969,-0.148,-65.447,28.351,paper_rcm_log_20260616_110735_044_6492.csv,18.248175182481692,Unknown,Unknown,0.0,0.515788459469897,1.6661938067692614
22.0681,EntryRCM_TipTarget,Done,1,0.69712,0.0,1.0,122.301,117.007,17.562,0.422758,0.0,0.0,38.02,0.0,-8.372,-64.173,103.976,-0.132,-65.407,28.368,paper_rcm_log_20260616_110735_044_6492.csv,26.17801047120433,Unknown,Unknown,0.0,0.6684728331791041,3.126923997629389
22.0981,EntryRCM_TipTarget,Done,1,0.69723,0.0,1.0,122.251,117.023,17.52,0.422744,0.0,0.0,38.046,0.0,-8.383,-64.199,103.983,-0.117,-65.368,28.385,paper_rcm_log_20260616_110735_044_6492.csv,33.333333333336014,Unknown,Unknown,0.0,0.7416078528290003,1.397182369409907
22.1416,EntryRCM_TipTarget,Done,1,0.69739,0.0,1.0,122.178,117.046,17.459,0.422722,0.0,0.0,38.084,0.0,-8.4,-64.238,103.994,-0.095,-65.309,28.41,paper_rcm_log_20260616_110735_044_6492.csv,22.988505747125565,Unknown,Unknown,0.0,0.736038559065646,0.5459620145358531
22.172,EntryRCM_TipTarget,Done,1,0.6975,0.0,1.0,122.13,117.062,17.418,0.422708,0.0,0.0,38.109,0.0,-8.411,-64.264,104.001,-0.08,-65.27,28.427,paper_rcm_log_20260616_110735_044_6492.csv,32.89473684210504,Unknown,Unknown,0.0,0.7137412544965751,0.7226282180225974
22.2024,EntryRCM_TipTarget,Done,1,0.69761,0.0,1.0,122.082,117.077,17.378,0.422694,0.0,0.0,38.135,0.0,-8.421,-64.29,104.007,-0.065,-65.232,28.444,paper_rcm_log_20260616_110735_044_6492.csv,32.89473684210504,Unknown,Unknown,0.0,0.6935916162665732,0.4084594548976072
22.2337,EntryRCM_TipTarget,Done,1,0.69771,0.0,1.0,122.034,117.092,17.338,0.422681,0.0,0.0,38.159,0.0,-8.432,-64.315,104.014,-0.05,-65.194,28.46,paper_rcm_log_20260616_110735_044_6492.csv,31.948881789139314,Unknown,Unknown,0.0,0.6925479556600758,0.13382358565390032
22.2788,EntryRCM_TipTarget,Done,1,0.69787,0.0,1.0,121.964,117.115,17.279,0.422661,0.0,0.0,38.197,0.0,-8.448,-64.353,104.024,-0.028,-65.137,28.485,paper_rcm_log_20260616_110735_044_6492.csv,22.172949002216573,Unknown,Unknown,0.0,0.6991123068978099,0.14322046878041056
22.3244,EntryRCM_TipTarget,Done,1,0.69802,0.0,1.0,121.895,117.137,17.22,0.422642,0.0,0.0,38.233,0.0,-8.464,-64.39,104.033,-0.006,-65.081,28.509,paper_rcm_log_20260616_110735_044_6492.csv,21.92982456140336,Unknown,Unknown,0.0,0.6861868620980884,0.491932189581809
22.3548,EntryRCM_TipTarget,Done,1,0.69812,0.0,1.0,121.849,117.152,17.181,0.42263,0.0,0.0,38.257,0.0,-8.475,-64.415,104.039,0.008,-65.044,28.525,paper_rcm_log_20260616_110735_044_6492.csv,32.89473684210504,Unknown,Unknown,0.0,0.6672738214774635,3.3247122183309172
22.386,EntryRCM_TipTarget,Done,1,0.69823,0.0,1.0,121.804,117.167,17.143,0.422618,0.0,0.0,38.281,0.0,-8.485,-64.439,104.045,0.022,-65.008,28.541,paper_rcm_log_20260616_110735_044_6492.csv,32.051282051283756,Unknown,Unknown,0.0,0.4773149124867923,6.250039332181454
