time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok_10mm,tip_target_ok_25mm,skull_ok_0mm,log_file,time_rel_s
23.4555,0.01114,89.79,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60759,0.99999,1.30043,0.10015,0.79997,1.49997,0.09999,0.79975,1.50019,0.09999,0.99981,1.30019,0.1,0.81564,1.51564,0.10253,1.02459,1.32459,0.09602,0.8,1.5,0.1,1.0,1.3,0.1,0.457,0.04,282.843,22.302,34.72,0.457,0.336,437.467,0.074,0.0,0.00917,-4e-05,7.567,-21.641,-33.399,-27.958,11.542,0.0,-0.025,0.026,-0.11,0.505,0.087,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.3263
23.5193,0.02141,46.7,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60759,0.99999,1.30042,0.10014,0.79997,1.49998,0.09999,0.79976,1.50019,0.09999,0.99981,1.30019,0.1,0.81566,1.51566,0.10224,1.02462,1.32462,0.09648,0.8,1.5,0.1,1.0,1.3,0.1,0.446,0.038,282.843,22.299,34.729,0.446,0.322,437.465,0.071,0.0,0.00888,-4e-05,7.566,-21.64,-33.406,-27.926,11.548,0.0,-0.024,0.025,-0.106,0.489,0.085,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.3901
23.5793,0.02122,47.13,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60759,0.99998,1.30041,0.10014,0.79998,1.49998,0.09999,0.79976,1.50019,0.09999,0.99981,1.30019,0.1,0.81568,1.51568,0.10196,1.02465,1.32465,0.09692,0.8,1.5,0.1,1.0,1.3,0.1,0.435,0.037,282.843,22.298,34.737,0.435,0.309,437.463,0.069,0.0,0.00859,-4e-05,7.564,-21.638,-33.412,-27.898,11.553,0.0,-0.023,0.024,-0.102,0.473,0.081,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.4501
23.647,0.01961,50.99,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60759,0.99997,1.3004,0.10013,0.79998,1.49998,0.09999,0.79976,1.50019,0.09999,0.99981,1.30019,0.1,0.8157,1.5157,0.10164,1.02468,1.32468,0.09741,0.8,1.5,0.1,1.0,1.3,0.1,0.424,0.035,282.843,22.296,34.746,0.424,0.295,437.462,0.066,0.0,0.00822,-3e-05,7.563,-21.637,-33.419,-27.867,11.558,0.0,-0.022,0.023,-0.097,0.453,0.077,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.517799999999998
23.7097,0.01445,69.19,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60758,0.99997,1.30039,0.10012,0.79998,1.49998,0.09999,0.79976,1.50019,0.09999,0.99981,1.30019,0.1,0.81571,1.51571,0.10135,1.0247,1.3247,0.09787,0.8,1.5,0.1,1.0,1.3,0.1,0.414,0.033,282.843,22.295,34.755,0.414,0.282,437.46,0.063,0.0,0.00786,-3e-05,7.561,-21.635,-33.425,-27.839,11.563,0.0,-0.022,0.022,-0.093,0.433,0.074,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.5805
23.7708,0.03286,30.43,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60758,0.99996,1.30039,0.10011,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81572,1.51572,0.10107,1.02472,1.32472,0.09832,0.8,1.5,0.1,1.0,1.3,0.1,0.405,0.032,282.843,22.293,34.763,0.405,0.27,437.459,0.059,0.0,0.00767,-3e-05,7.56,-21.634,-33.43,-27.813,11.567,0.0,-0.021,0.021,-0.091,0.423,0.072,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.6416
23.8295,0.02422,41.28,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60758,0.99995,1.30038,0.10011,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81573,1.51573,0.10079,1.02473,1.32473,0.09875,0.8,1.5,0.1,1.0,1.3,0.1,0.396,0.031,282.843,22.292,34.77,0.396,0.259,437.457,0.056,0.0,0.00737,-4e-05,7.559,-21.633,-33.435,-27.789,11.571,0.0,-0.02,0.02,-0.088,0.406,0.07,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.7003
23.8884,0.0132,75.75,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60758,0.99995,1.30037,0.1001,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81574,1.51574,0.10052,1.02474,1.32474,0.09918,0.8,1.5,0.1,1.0,1.3,0.1,0.389,0.029,282.843,22.291,34.777,0.389,0.249,437.456,0.052,0.0,0.00707,-3e-05,7.558,-21.632,-33.44,-27.766,11.575,0.0,-0.019,0.019,-0.084,0.39,0.067,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.7592
23.9489,0.01993,50.17,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60758,0.99994,1.30036,0.1001,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81574,1.51574,0.10024,1.02475,1.32475,0.09963,0.8,1.5,0.1,1.0,1.3,0.1,0.381,0.028,282.843,22.289,34.785,0.381,0.238,437.455,0.048,0.0,0.00684,-3e-05,7.556,-21.631,-33.445,-27.743,11.579,0.0,-0.019,0.019,-0.081,0.377,0.065,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.819699999999997
24.0116,0.01368,73.11,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99994,1.30036,0.10009,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81574,1.51574,0.09995,1.02475,1.32475,0.10008,0.8,1.5,0.1,1.0,1.3,0.1,0.374,0.027,282.843,22.288,34.793,0.374,0.228,437.453,0.048,0.0,0.00655,-2e-05,7.555,-21.63,-33.45,-27.72,11.583,0.0,-0.018,0.018,-0.077,0.361,0.061,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.8824
24.0805,0.02639,37.89,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99993,1.30035,0.10008,0.79998,1.49998,0.09999,0.79977,1.50019,0.09999,0.99981,1.30019,0.1,0.81574,1.51574,0.09962,1.02475,1.32475,0.10059,0.8,1.5,0.1,1.0,1.3,0.1,0.366,0.026,282.843,22.287,34.801,0.366,0.216,437.452,0.044,0.0,0.00632,-3e-05,7.554,-21.628,-33.456,-27.695,11.587,0.0,-0.018,0.017,-0.074,0.348,0.059,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,23.9513
24.1409,0.02042,48.98,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99993,1.30034,0.10008,0.79998,1.49998,0.09999,0.79978,1.50019,0.09999,0.99981,1.30019,0.1,0.81573,1.51573,0.09934,1.02474,1.32474,0.10103,0.8,1.5,0.1,1.0,1.3,0.1,0.359,0.024,282.843,22.286,34.808,0.359,0.207,437.451,0.044,0.0,0.00608,-3e-05,7.553,-21.627,-33.46,-27.675,11.591,0.0,-0.017,0.017,-0.072,0.335,0.057,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.011699999999998
24.2088,0.02281,43.83,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99992,1.30034,0.10007,0.79998,1.49998,0.09999,0.79978,1.50019,0.09999,0.99981,1.30019,0.1,0.81573,1.51573,0.09903,1.02473,1.32473,0.10153,0.8,1.5,0.1,1.0,1.3,0.1,0.353,0.023,282.843,22.285,34.816,0.353,0.197,437.45,0.044,0.0,0.00584,-3e-05,7.552,-21.626,-33.465,-27.653,11.595,0.0,-0.016,0.016,-0.069,0.322,0.055,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.0796
24.2731,0.01701,58.8,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99992,1.30033,0.10007,0.79998,1.49999,0.09999,0.79978,1.50019,0.09999,0.99981,1.30019,0.1,0.81571,1.51572,0.09873,1.02471,1.32471,0.102,0.8,1.5,0.1,1.0,1.3,0.1,0.347,0.022,282.843,22.284,34.823,0.347,0.188,437.449,0.034,0.0,0.0056,-3e-05,7.551,-21.625,-33.469,-27.633,11.598,0.0,-0.015,0.015,-0.067,0.309,0.053,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.1439
24.3405,0.02693,37.14,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60757,0.99991,1.30032,0.10006,0.79999,1.49999,0.1,0.79978,1.50019,0.1,0.99981,1.30019,0.1,0.8157,1.5157,0.09841,1.02469,1.32469,0.10249,0.8,1.5,0.1,1.0,1.3,0.1,0.341,0.021,282.843,22.282,34.83,0.341,0.179,437.447,0.034,0.0,0.00541,-2e-05,7.55,-21.624,-33.473,-27.612,11.602,0.0,-0.015,0.015,-0.064,0.298,0.051,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.211299999999998
24.4006,0.01508,66.3,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99991,1.30032,0.10006,0.79999,1.49999,0.1,0.79978,1.50019,0.1,0.99981,1.30019,0.1,0.81569,1.51569,0.09813,1.02466,1.32466,0.10293,0.8,1.5,0.1,1.0,1.3,0.1,0.336,0.02,282.843,22.282,34.837,0.336,0.171,437.447,0.034,0.0,0.00517,-2e-05,7.549,-21.623,-33.477,-27.595,11.604,0.0,-0.015,0.014,-0.061,0.285,0.048,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.2714
24.4699,0.0264,37.88,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.9999,1.30031,0.10005,0.79999,1.49999,0.1,0.79978,1.50019,0.1,0.99981,1.30019,0.1,0.81566,1.51566,0.09781,1.02463,1.32463,0.10344,0.8,1.5,0.1,1.0,1.3,0.1,0.331,0.019,282.843,22.281,34.844,0.331,0.162,437.445,0.028,0.0,0.00497,-2e-05,7.548,-21.622,-33.481,-27.576,11.608,0.0,-0.014,0.014,-0.058,0.274,0.046,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.3407
24.5296,0.01486,67.31,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.9999,1.30031,0.10005,0.79999,1.49999,0.1,0.79978,1.50019,0.1,0.99981,1.30019,0.1,0.81564,1.51564,0.09754,1.0246,1.3246,0.10387,0.8,1.5,0.1,1.0,1.3,0.1,0.326,0.019,282.843,22.28,34.85,0.326,0.155,437.445,0.028,0.0,0.00476,-2e-05,7.547,-21.622,-33.485,-27.56,11.61,0.0,-0.013,0.013,-0.056,0.262,0.044,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.400399999999998
24.5996,0.02273,43.99,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.9999,1.3003,0.10005,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81562,1.51562,0.09721,1.02455,1.32455,0.10438,0.8,1.5,0.1,1.0,1.3,0.1,0.322,0.017,282.843,22.279,34.857,0.322,0.147,437.444,0.028,0.0,0.00458,-2e-05,7.546,-21.621,-33.488,-27.542,11.614,0.0,-0.013,0.012,-0.054,0.253,0.043,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.470399999999998
24.6583,0.01978,50.56,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99989,1.3003,0.10004,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81559,1.51559,0.09694,1.02451,1.32451,0.10481,0.8,1.5,0.1,1.0,1.3,0.1,0.318,0.017,282.843,22.278,34.863,0.318,0.141,437.443,0.028,0.0,0.00441,-2e-05,7.546,-21.62,-33.491,-27.527,11.616,0.0,-0.012,0.012,-0.052,0.243,0.041,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.5291
24.7282,0.02284,43.79,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99989,1.30029,0.10004,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81556,1.51556,0.09662,1.02446,1.32446,0.10532,0.8,1.5,0.1,1.0,1.3,0.1,0.314,0.016,282.843,22.277,34.869,0.314,0.133,437.442,0.02,0.0,0.00422,-2e-05,7.545,-21.619,-33.495,-27.511,11.619,0.0,-0.012,0.011,-0.049,0.233,0.039,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.599
24.7883,0.01896,52.73,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99989,1.30029,0.10003,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81553,1.51553,0.09634,1.02441,1.32441,0.10575,0.8,1.5,0.1,1.0,1.3,0.1,0.311,0.015,282.843,22.277,34.875,0.311,0.127,437.441,0.02,0.0,0.00408,-2e-05,7.544,-21.619,-33.498,-27.497,11.621,0.0,-0.011,0.011,-0.049,0.225,0.039,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.6591
24.857,0.02164,46.2,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99988,1.30028,0.10003,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81549,1.51549,0.09603,1.02435,1.32435,0.10625,0.8,1.5,0.1,1.0,1.3,0.1,0.308,0.015,282.843,22.276,34.881,0.308,0.12,437.441,0.02,0.0,0.00391,-2e-05,7.543,-21.618,-33.501,-27.482,11.624,0.0,-0.011,0.011,-0.046,0.215,0.036,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.7278
24.9182,0.02148,46.55,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60756,0.99988,1.30028,0.10003,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81545,1.51545,0.09575,1.02429,1.32429,0.10669,0.8,1.5,0.1,1.0,1.3,0.1,0.305,0.014,282.843,22.276,34.887,0.305,0.114,437.44,0.02,0.0,0.00377,-2e-05,7.543,-21.617,-33.504,-27.469,11.626,0.0,-0.01,0.01,-0.045,0.208,0.036,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.788999999999998
24.9895,0.0231,43.29,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99988,1.30027,0.10002,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.8154,1.5154,0.09542,1.02422,1.32422,0.1072,0.8,1.5,0.1,1.0,1.3,0.1,0.302,0.013,282.843,22.275,34.893,0.302,0.108,437.439,0.02,0.0,0.00361,-2e-05,7.542,-21.616,-33.507,-27.455,11.628,0.0,-0.01,0.01,-0.043,0.199,0.034,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.8603
25.0486,0.02192,45.62,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99987,1.30027,0.10002,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81536,1.51536,0.09515,1.02415,1.32415,0.10763,0.8,1.5,0.1,1.0,1.3,0.1,0.299,0.013,282.843,22.274,34.898,0.299,0.103,437.438,0.0,0.0,0.00346,-1e-05,7.541,-21.616,-33.509,-27.444,11.63,0.0,-0.01,0.009,-0.04,0.191,0.032,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.9194
25.1036,0.00532,187.87,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99987,1.30027,0.10002,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81532,1.51532,0.0949,1.02409,1.32409,0.10802,0.8,1.5,0.1,1.0,1.3,0.1,0.297,0.012,282.843,22.274,34.902,0.297,0.099,437.438,0.02,0.0,0.00331,-1e-05,7.541,-21.615,-33.512,-27.433,11.632,0.0,-0.009,0.009,-0.039,0.182,0.031,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,24.9744
25.1697,0.02426,41.22,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99987,1.30026,0.10001,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81527,1.51527,0.0946,1.02401,1.32401,0.10849,0.8,1.5,0.1,1.0,1.3,0.1,0.295,0.011,282.843,22.273,34.908,0.295,0.094,437.437,0.0,0.0,0.00323,-1e-05,7.54,-21.615,-33.514,-27.422,11.634,0.0,-0.009,0.009,-0.038,0.178,0.03,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.040499999999998
25.2318,0.01434,69.73,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99987,1.30026,0.10001,0.79999,1.49999,0.1,0.79979,1.50019,0.1,0.99981,1.30019,0.1,0.81522,1.51522,0.09432,1.02393,1.32393,0.10893,0.8,1.5,0.1,1.0,1.3,0.1,0.293,0.011,282.843,22.273,34.912,0.293,0.09,437.437,0.02,0.0,0.00307,-1e-05,7.54,-21.614,-33.516,-27.411,11.636,0.0,-0.009,0.008,-0.035,0.169,0.028,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.1026
25.2979,0.02407,41.55,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99986,1.30026,0.10001,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81516,1.51516,0.09402,1.02384,1.32384,0.1094,0.8,1.5,0.1,1.0,1.3,0.1,0.291,0.011,282.843,22.273,34.917,0.291,0.085,437.436,0.0,0.0,0.00297,-1e-05,7.539,-21.614,-33.519,-27.4,11.638,0.0,-0.008,0.008,-0.035,0.164,0.027,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.168699999999998
25.3619,0.01543,64.81,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99986,1.30025,0.10001,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.8151,1.5151,0.09374,1.02375,1.32375,0.10985,0.8,1.5,0.1,1.0,1.3,0.1,0.29,0.01,282.843,22.272,34.922,0.29,0.081,437.436,0.02,0.0,0.00283,-1e-05,7.539,-21.613,-33.521,-27.39,11.639,0.0,-0.008,0.008,-0.033,0.156,0.026,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.232699999999998
25.43,0.02589,38.62,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99986,1.30025,0.1,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81504,1.51504,0.09343,1.02365,1.32365,0.11033,0.8,1.5,0.1,1.0,1.3,0.1,0.288,0.01,282.843,22.272,34.927,0.288,0.077,437.435,0.02,0.0,0.00274,-2e-05,7.538,-21.613,-33.523,-27.379,11.641,0.0,-0.008,0.007,-0.032,0.151,0.026,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.3008
25.4906,0.01509,66.25,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99986,1.30025,0.1,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81498,1.51498,0.09316,1.02355,1.32355,0.11075,0.8,1.5,0.1,1.0,1.3,0.1,0.287,0.009,282.843,22.271,34.931,0.287,0.073,437.434,0.0,0.0,0.00263,-2e-05,7.538,-21.612,-33.525,-27.37,11.643,0.0,-0.007,0.007,-0.031,0.145,0.025,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.3614
25.5591,0.02622,38.14,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99985,1.30025,0.1,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81491,1.51491,0.09286,1.02344,1.32344,0.11123,0.8,1.5,0.1,1.0,1.3,0.1,0.285,0.009,282.843,22.271,34.936,0.285,0.069,437.434,0.0,0.0,0.00253,-1e-05,7.537,-21.612,-33.527,-27.361,11.644,0.0,-0.007,0.007,-0.03,0.14,0.024,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.4299
25.6192,0.0145,68.97,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99985,1.30024,0.1,0.79999,1.49999,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81484,1.51484,0.09259,1.02334,1.32334,0.11164,0.8,1.5,0.1,1.0,1.3,0.1,0.284,0.009,282.843,22.271,34.94,0.284,0.066,437.434,0.0,0.0,0.00242,-1e-05,7.537,-21.611,-33.529,-27.353,11.646,0.0,-0.007,0.007,-0.028,0.133,0.023,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.49
25.6783,0.01799,55.58,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99985,1.30024,0.09999,0.79999,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81478,1.51478,0.09234,1.02324,1.32324,0.11205,0.8,1.5,0.1,1.0,1.3,0.1,0.283,0.008,282.843,22.27,34.944,0.283,0.064,437.433,0.0,0.0,0.00233,-1e-05,7.536,-21.611,-33.53,-27.345,11.647,0.0,-0.007,0.006,-0.027,0.129,0.022,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.5491
25.7423,0.01501,66.61,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60755,0.99985,1.30024,0.09999,0.79999,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.8147,1.5147,0.09206,1.02312,1.32312,0.11249,0.8,1.5,0.1,1.0,1.3,0.1,0.282,0.008,282.843,22.27,34.948,0.282,0.061,437.433,0.0,0.0,0.00224,-1e-05,7.536,-21.611,-33.532,-27.337,11.648,0.0,-0.006,0.006,-0.026,0.124,0.021,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.6131
25.7977,0.01517,65.92,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99985,1.30024,0.09999,0.79999,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81464,1.51464,0.09182,1.02302,1.32302,0.11287,0.8,1.5,0.1,1.0,1.3,0.1,0.281,0.008,282.843,22.27,34.951,0.281,0.058,437.432,0.0,0.0,0.00216,-1e-05,7.535,-21.61,-33.534,-27.33,11.649,0.0,-0.006,0.006,-0.025,0.119,0.02,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.668499999999998
25.8528,0.00576,173.49,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30023,0.09999,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81457,1.51457,0.09158,1.02291,1.32291,0.11324,0.8,1.5,0.1,1.0,1.3,0.1,0.28,0.008,282.843,22.269,34.955,0.28,0.056,437.432,0.0,0.0,0.00208,-1e-05,7.535,-21.61,-33.535,-27.324,11.651,0.0,-0.006,0.006,-0.025,0.115,0.02,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.723599999999998
25.907,0.01173,85.27,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30023,0.09999,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.8145,1.5145,0.09134,1.0228,1.3228,0.11361,0.8,1.5,0.1,1.0,1.3,0.1,0.28,0.007,282.843,22.269,34.958,0.28,0.054,437.432,0.0,0.0,0.002,0.0,7.535,-21.61,-33.536,-27.318,11.652,0.0,-0.006,0.005,-0.023,0.111,0.018,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.7778
25.9682,0.01845,54.19,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30023,0.09999,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81442,1.51442,0.09108,1.02268,1.32268,0.11402,0.8,1.5,0.1,1.0,1.3,0.1,0.279,0.007,282.843,22.269,34.961,0.279,0.052,437.431,0.0,0.0,0.00194,0.0,7.534,-21.609,-33.538,-27.311,11.653,0.0,-0.006,0.005,-0.022,0.107,0.018,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.839
26.0183,0.01108,90.28,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30023,0.09998,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81436,1.51436,0.09087,1.02257,1.32257,0.11436,0.8,1.5,0.1,1.0,1.3,0.1,0.278,0.007,282.843,22.269,34.964,0.278,0.051,437.431,0.0,0.0,0.00189,-1e-05,7.534,-21.609,-33.539,-27.306,11.654,0.0,-0.005,0.005,-0.023,0.104,0.018,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.8891
26.0764,0.01178,84.88,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30023,0.09998,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81428,1.51428,0.09062,1.02245,1.32245,0.11475,0.8,1.5,0.1,1.0,1.3,0.1,0.278,0.007,282.843,22.269,34.967,0.278,0.049,437.431,0.0,0.0,0.00181,-1e-05,7.534,-21.609,-33.54,-27.3,11.655,0.0,-0.005,0.005,-0.021,0.1,0.017,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,25.9472
26.1388,0.02062,48.49,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30022,0.09998,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81419,1.51419,0.09036,1.02231,1.32231,0.11516,0.8,1.5,0.1,1.0,1.3,0.1,0.277,0.007,282.843,22.268,34.97,0.277,0.048,437.431,0.0,0.0,0.00176,-1e-05,7.534,-21.609,-33.541,-27.294,11.656,0.0,-0.005,0.005,-0.021,0.097,0.016,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,26.0096
26.2009,0.01485,67.36,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30022,0.09998,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.8141,1.5141,0.0901,1.02217,1.32217,0.11557,0.8,1.5,0.1,1.0,1.3,0.1,0.277,0.007,282.843,22.268,34.973,0.277,0.046,437.43,0.0,0.0,0.00166,-1e-05,7.533,-21.608,-33.543,-27.288,11.657,0.0,-0.005,0.004,-0.019,0.092,0.015,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,26.0717
26.258,0.0174,57.47,T3_safe_insertion,InsertionSequence,Done,0.9991,0.60754,0.99984,1.30022,0.09998,0.8,1.5,0.1,0.7998,1.50019,0.1,0.99981,1.30019,0.1,0.81401,1.51401,0.08986,1.02203,1.32203,0.11594,0.8,1.5,0.1,1.0,1.3,0.1,0.276,0.007,282.843,22.268,34.976,0.276,0.045,437.43,0.0,0.0,0.00161,0.0,7.533,-21.608,-33.544,-27.283,11.657,0.0,-0.005,0.004,-0.019,0.089,0.015,0.0,1,1,1,project4_multircm_20260619_222549_881.csv,26.1288
