time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok_10mm,tip_target_ok_25mm,skull_ok_0mm,log_file,time_rel_s
0.7186,0.01088,91.88,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.7124,1.19978,0.16005,0.71137,1.20322,0.16028,0.63152,1.47021,0.17813,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,310.428,315.54,310.336,198.369,305.594,310.428,280.729,498.063,28.567,0.0,0.45171,0.0,-0.958,-8.222,-79.85,4.154,71.529,0.0,-1.444,-19.515,1.585,5.822,15.828,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.5894
0.7797,0.01265,79.03,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71227,1.21626,0.15643,0.71123,1.21969,0.15668,0.63069,1.48636,0.17613,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,304.934,299.439,305.037,196.302,300.432,304.934,268.663,511.57,28.451,0.0,0.44488,0.0,-1.044,-9.408,-79.761,4.505,72.485,0.0,-1.359,-19.362,1.434,5.653,15.459,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.6505
0.8491,0.02308,43.32,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71215,1.235,0.15235,0.7111,1.23843,0.15263,0.62963,1.50468,0.17384,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,299.705,281.229,300.039,195.665,295.607,299.705,254.935,527.142,28.296,0.0,0.43845,0.0,-1.134,-10.748,-79.665,4.889,73.541,0.0,-1.245,-19.275,1.392,5.449,15.047,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.7199
0.9002,0.01267,78.95,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71208,1.24881,0.14938,0.71102,1.25224,0.14967,0.62878,1.51815,0.17213,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,296.572,267.901,297.079,196.356,292.785,296.572,244.818,538.726,28.164,0.0,0.43151,0.0,-1.192,-11.728,-79.599,5.158,74.297,0.0,-1.074,-19.161,1.289,5.169,14.649,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.771
0.9613,0.01411,70.89,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71201,1.2653,0.14585,0.71093,1.26872,0.14616,0.62768,1.53419,0.17006,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,293.679,252.101,294.396,198.458,290.28,293.679,232.743,552.68,27.988,0.0,0.42505,0.0,-1.252,-12.895,-79.523,5.465,75.178,0.0,-0.888,-19.078,1.231,4.876,14.249,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.8321000000000001
1.0285,0.02022,49.46,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71193,1.28345,0.14202,0.71084,1.28687,0.14235,0.62637,1.55181,0.16773,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,291.585,234.877,292.535,202.312,288.627,291.585,219.455,568.168,27.771,0.0,0.41843,0.0,-1.302,-14.172,-79.447,5.778,76.12,0.0,-0.655,-18.959,1.07,4.52,13.903,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.8993
1.088,0.01044,95.74,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71188,1.29951,0.13867,0.71078,1.30292,0.13902,0.62512,1.56737,0.16561,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,290.704,219.826,291.858,206.984,288.143,290.704,207.709,581.959,27.558,0.0,0.41123,0.0,-1.329,-15.298,-79.382,6.029,76.928,0.0,-0.326,-18.91,1.058,4.033,13.419,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,0.9588000000000001
1.1418,0.00711,140.68,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71183,1.31231,0.13604,0.71071,1.31572,0.13639,0.62405,1.57975,0.16388,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,290.68,207.985,291.995,211.512,288.44,290.68,198.365,593.014,27.375,0.0,0.40596,0.0,-1.339,-16.193,-79.334,6.211,77.558,0.0,-0.017,-18.859,0.991,3.583,13.098,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.0126
1.1961,0.01843,54.26,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71179,1.32696,0.13306,0.71066,1.33036,0.13343,0.62278,1.59389,0.16184,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,291.351,194.623,292.846,217.474,289.476,291.351,187.667,605.708,27.146,0.0,0.40188,0.0,-1.33,-17.216,-79.28,6.392,78.259,0.0,0.279,-18.839,0.963,3.157,12.819,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.0669
1.2465,0.02349,42.58,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71175,1.34054,0.13035,0.7106,1.34393,0.13072,0.62152,1.60698,0.15988,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,292.665,182.464,294.323,223.708,291.125,292.665,177.766,617.527,26.919,0.0,0.39745,0.0,-1.303,-18.163,-79.233,6.533,78.893,0.0,0.614,-18.789,0.893,2.679,12.538,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.1173
1.3001,0.01282,78.01,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71172,1.35499,0.12751,0.71055,1.35838,0.1279,0.62013,1.62088,0.15772,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,294.77,169.815,296.594,231.008,293.579,294.77,167.242,630.142,26.657,0.0,0.39213,0.0,-1.25,-19.171,-79.185,6.647,79.549,0.0,1.206,-18.8,0.935,1.842,12.067,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.1709
1.4979,0.19777,5.06,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71167,1.36387,0.12579,0.71049,1.36725,0.12618,0.61921,1.62942,0.15636,0.72929,1.57071,0.1,0.8,1.5,0.07774,1.0,1.3,0.135,0.8,1.5,0.1,1.0,1.3,0.1,296.447,162.234,298.369,235.829,295.466,296.447,160.801,637.926,26.489,0.0,0.39129,0.0,-1.206,-19.791,-79.154,6.702,79.945,0.0,1.329,-18.804,0.934,1.669,11.984,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.3687
1.5501,0.00691,144.66,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71161,1.3779,0.12312,0.71042,1.38127,0.12352,0.61772,1.6429,0.15411,0.72929,1.57071,0.1,0.79983,1.49984,0.07774,0.99974,1.29974,0.135,0.8,1.5,0.1,1.0,1.3,0.1,299.619,150.58,301.692,243.855,298.779,299.619,150.623,650.249,26.205,0.0,0.38636,0.0,-1.109,-20.771,-79.11,6.752,80.555,0.0,2.219,-18.775,0.868,0.419,11.475,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.4209
1.6091,0.01024,97.62,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71156,1.39373,0.1202,0.71034,1.39709,0.12059,0.61597,1.65809,0.15143,0.72929,1.57071,0.1,0.79964,1.49964,0.07775,0.99943,1.29943,0.13499,0.8,1.5,0.1,1.0,1.3,0.1,303.958,138.033,306.19,253.517,303.285,303.958,139.158,664.186,25.857,0.0,0.38459,0.0,-0.955,-21.88,-79.06,6.744,81.222,0.0,2.982,-18.773,0.856,-0.646,11.096,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.4799
1.6673,0.01419,70.45,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71149,1.40924,0.11741,0.71025,1.4126,0.11781,0.61414,1.67296,0.14864,0.72929,1.57071,0.1,0.79945,1.49945,0.07775,0.99913,1.29913,0.13498,0.8,1.5,0.1,1.0,1.3,0.1,308.989,126.535,311.367,263.573,308.497,308.989,127.952,677.905,25.488,0.0,0.38492,0.0,-0.753,-22.972,-79.009,6.666,81.853,0.0,3.827,-18.793,0.903,-1.822,10.698,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.5381
1.7252,0.00953,104.92,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.7114,1.42461,0.11475,0.71014,1.42796,0.11515,0.61222,1.68768,0.14568,0.72929,1.57071,0.1,0.79926,1.49926,0.07776,0.99883,1.29883,0.13496,0.8,1.5,0.1,1.0,1.3,0.1,314.697,116.168,317.21,274.041,314.396,314.697,117.267,691.546,25.091,0.0,0.3888,0.0,-0.493,-24.06,-78.955,6.507,82.458,0.0,5.016,-18.799,0.956,-3.473,10.232,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.596
1.7827,0.01404,71.22,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71129,1.43977,0.11224,0.71,1.44311,0.11262,0.61021,1.70219,0.14253,0.72929,1.57071,0.1,0.79907,1.49907,0.07778,0.99854,1.29854,0.13494,0.8,1.5,0.1,1.0,1.3,0.1,320.997,107.219,323.633,284.812,320.894,320.997,107.924,705.061,24.668,0.0,0.39593,0.0,-0.167,-25.143,-78.894,6.255,83.031,0.0,6.172,-18.813,1.091,-5.076,9.78,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.6535
1.847,0.0178,56.17,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71116,1.45644,0.1096,0.70984,1.45977,0.10997,0.60789,1.71813,0.13883,0.72929,1.57071,0.1,0.79886,1.49886,0.0778,0.9982,1.2982,0.13491,0.8,1.5,0.1,1.0,1.3,0.1,328.627,99.224,331.387,297.111,328.747,328.627,99.408,719.993,24.161,0.0,0.39404,0.0,0.273,-26.344,-78.816,5.868,83.632,0.0,6.952,-18.478,1.368,-6.246,8.892,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.7178
1.9021,0.01437,69.61,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71134,1.47004,0.10753,0.71,1.47336,0.10789,0.60612,1.73104,0.13591,0.72929,1.57071,0.1,0.79868,1.49868,0.07782,0.99792,1.29792,0.13488,0.8,1.5,0.1,1.0,1.3,0.1,335.105,94.192,337.96,307.322,335.412,335.105,93.89,732.11,23.715,0.0,0.35999,0.0,0.626,-27.317,-78.742,5.554,84.073,0.0,6.184,-17.261,1.346,-5.479,7.578,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.7729
1.9769,0.02875,34.78,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71185,1.48692,0.10511,0.71048,1.49023,0.10546,0.60404,1.74699,0.13231,0.72929,1.57071,0.1,0.79843,1.49843,0.07785,0.99753,1.29753,0.13483,0.8,1.5,0.1,1.0,1.3,0.1,343.504,90.216,346.467,320.215,344.041,343.504,89.259,747.091,23.116,0.0,0.32946,0.0,1.089,-28.529,-78.617,5.124,84.557,0.0,6.369,-15.477,1.729,-6.138,5.965,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.8477000000000001
2.0374,0.02186,45.75,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71218,1.49813,0.10366,0.71078,1.50143,0.10399,0.60255,1.75757,0.12959,0.72929,1.57071,0.1,0.79823,1.49823,0.07788,0.99722,1.29722,0.13478,0.8,1.5,0.1,1.0,1.3,0.1,349.443,89.316,352.473,328.97,350.117,349.443,87.916,757.073,22.681,0.0,0.30285,0.0,1.504,-29.357,-78.499,4.691,84.846,0.0,6.974,-13.176,2.047,-7.414,4.436,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.9082
2.0888,0.01196,83.59,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71239,1.50625,0.10271,0.71098,1.50955,0.10302,0.60141,1.76524,0.12739,0.72929,1.57071,0.1,0.79806,1.49806,0.07791,0.99696,1.29696,0.13473,0.8,1.5,0.1,1.0,1.3,0.1,353.926,89.579,357.002,335.411,354.689,353.926,87.87,764.331,22.344,0.0,0.28618,0.0,1.876,-29.972,-78.385,4.28,85.035,0.0,7.332,-11.44,2.352,-8.233,3.301,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,1.9596
2.1459,0.01201,83.29,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71258,1.51403,0.10189,0.71115,1.51732,0.10218,0.60026,1.77258,0.12506,0.72929,1.57071,0.1,0.79788,1.49788,0.07794,0.99666,1.29666,0.13468,0.8,1.5,0.1,1.0,1.3,0.1,358.362,90.55,361.48,341.662,359.204,358.362,88.561,771.312,22.002,0.0,0.27392,0.0,2.302,-30.578,-78.246,3.792,85.197,0.0,7.523,-10.031,2.545,-8.75,2.463,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.0167
2.2076,0.01898,52.69,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71272,1.52115,0.10123,0.71128,1.52443,0.1015,0.59913,1.77929,0.12267,0.72929,1.57071,0.1,0.79768,1.49768,0.07798,0.99635,1.29635,0.13462,0.8,1.5,0.1,1.0,1.3,0.1,362.539,92.037,365.694,347.45,363.444,362.539,89.81,777.729,21.669,0.0,0.26517,0.0,2.77,-31.155,-78.075,3.239,85.319,0.0,7.604,-8.931,2.857,-9.063,1.716,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.0784
2.2664,0.02027,49.34,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71282,1.52685,0.10078,0.71136,1.53013,0.10103,0.59817,1.78466,0.12053,0.72929,1.57071,0.1,0.79748,1.49748,0.07803,0.99604,1.29605,0.13455,0.8,1.5,0.1,1.0,1.3,0.1,365.97,93.626,369.153,352.138,366.916,365.97,91.224,782.897,21.387,0.0,0.25579,0.0,3.214,-31.636,-77.898,2.703,85.393,0.0,7.553,-7.921,3.117,-9.173,1.072,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.1372
2.3203,0.01145,87.31,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71288,1.53132,0.10049,0.71141,1.5346,0.10072,0.59738,1.78887,0.11867,0.72929,1.57071,0.1,0.79731,1.49731,0.07807,0.99577,1.29577,0.13448,0.8,1.5,0.1,1.0,1.3,0.1,368.71,95.108,371.915,355.846,369.684,368.71,92.579,786.967,21.154,0.0,0.24724,0.0,3.617,-32.033,-77.717,2.208,85.428,0.0,7.422,-7.03,3.481,-9.158,0.42,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.1911
2.3859,0.02787,35.89,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71293,1.53597,0.10025,0.71145,1.53924,0.10046,0.59651,1.79322,0.11654,0.72929,1.57071,0.1,0.7971,1.4971,0.07812,0.99543,1.29543,0.1344,0.8,1.5,0.1,1.0,1.3,0.1,371.601,96.855,374.828,359.724,372.596,371.601,94.203,791.207,20.9,0.0,0.2408,0.0,4.098,-32.467,-77.48,1.61,85.437,0.0,7.296,-6.4,3.669,-9.094,0.018,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.2567
2.4369,0.01453,68.81,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71295,1.53898,0.10015,0.71146,1.54225,0.10034,0.5959,1.79603,0.11498,0.72929,1.57071,0.1,0.79693,1.49693,0.07817,0.99517,1.29518,0.13433,0.8,1.5,0.1,1.0,1.3,0.1,373.504,98.1,376.746,362.259,374.508,373.504,95.374,793.972,20.727,0.0,0.23244,0.0,4.461,-32.769,-77.279,1.154,85.418,0.0,7.03,-5.756,4.025,-8.852,-0.506,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.3077
2.4975,0.02192,45.62,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71297,1.54207,0.10009,0.71147,1.54534,0.10026,0.59525,1.79891,0.11323,0.72929,1.57071,0.1,0.79674,1.49674,0.07822,0.99487,1.29487,0.13424,0.8,1.5,0.1,1.0,1.3,0.1,375.479,99.464,378.735,364.875,376.485,375.479,96.666,796.819,20.542,0.0,0.2267,0.0,4.879,-33.1,-77.023,0.625,85.372,0.0,6.81,-5.321,4.316,-8.637,-0.894,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.3683
2.5594,0.01498,66.78,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0,0.995,0.71297,1.54471,0.10009,0.71146,1.54797,0.10024,0.59465,1.80135,0.11156,0.72929,1.57071,0.1,0.79654,1.49654,0.07829,0.99455,1.29455,0.13414,0.8,1.5,0.1,1.0,1.3,0.1,377.183,100.697,380.451,367.123,378.186,377.183,97.841,799.261,20.376,0.0,0.21889,0.0,5.288,-33.408,-76.745,0.104,85.3,0.0,6.494,-4.831,4.606,-8.299,-1.301,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.4302
2.6209,0.03477,28.76,T3_safe_insertion,InsertionSequence,PierceEntry,0.0053,0.995,0.71297,1.54689,0.10013,0.71146,1.55015,0.10025,0.59412,1.80336,0.11003,0.72966,1.57034,0.1,0.79634,1.49634,0.07835,0.99424,1.29424,0.13404,0.8,1.5,0.1,1.0,1.3,0.1,378.605,101.762,381.883,368.994,379.6,378.605,98.859,801.288,20.234,0.0,0.21573,0.0,5.667,-33.688,-76.455,-0.382,85.209,0.0,6.299,-4.634,4.881,-8.082,-1.58,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.4917
2.6893,0.02515,39.77,T3_safe_insertion,InsertionSequence,PierceEntry,0.0162,0.995,0.71308,1.54883,0.10021,0.71156,1.55209,0.10031,0.5937,1.80511,0.10841,0.73044,1.56956,0.1,0.79612,1.49612,0.07843,0.9939,1.2939,0.13392,0.8,1.5,0.1,1.0,1.3,0.1,379.784,102.636,383.072,370.603,380.765,379.784,99.692,803.046,20.089,0.0,0.20886,0.0,6.078,-33.976,-76.1,-0.913,85.063,0.0,5.922,-4.085,5.253,-7.664,-2.258,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.5601
2.7443,0.00616,162.35,T3_safe_insertion,InsertionSequence,PierceEntry,0.025,0.995,0.71326,1.55004,0.1003,0.71174,1.5533,0.10038,0.59348,1.80617,0.10718,0.73106,1.56894,0.1,0.79594,1.49594,0.07849,0.99362,1.29362,0.13382,0.8,1.5,0.1,1.0,1.3,0.1,380.442,103.105,383.737,371.558,381.41,380.442,100.135,804.103,19.984,0.0,0.20457,0.0,6.391,-34.186,-75.799,-1.32,84.919,0.0,5.551,-3.713,5.674,-7.239,-2.862,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.6151
2.7964,0.01424,70.24,T3_safe_insertion,InsertionSequence,PierceEntry,0.0334,0.995,0.71349,1.55095,0.10039,0.71196,1.55421,0.10047,0.59336,1.80694,0.10609,0.73165,1.56835,0.1,0.79578,1.49578,0.07856,0.99336,1.29336,0.13372,0.8,1.5,0.1,1.0,1.3,0.1,380.868,103.386,384.168,372.232,381.821,380.868,100.395,804.861,19.892,0.0,0.20251,0.0,6.675,-34.373,-75.498,-1.691,84.762,0.0,5.336,-3.532,5.895,-6.991,-3.171,0.0,0,0,1,project4_multircm_20260619_222549_881.csv,2.6672000000000002
