# entry_rcm threshold = 2.00 mm, tip_target threshold = 3.00 mm, skull threshold = 0 mm
time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,raw_task_qdot_norm_rad_s,nullspace_joint_contrib_norm_rad_s,boosted_damping,jacobian_sigma_min,jacobian_sigma_max,jacobian_condition_number,jacobian_numerical_rank,jacobian_sigma_min_nonzero,jacobian_effective_condition_number,task2_nullspace_disabled,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm
12.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6389,0.99500,0.76480,1.52479,0.10094,0.76261,1.52764,0.10087,0.59235,1.74892,0.09569,0.77447,1.52554,0.10000,0.78426,1.48426,0.10036,0.97566,1.27566,0.10634,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,325.343,46.508,328.901,326.944,326.427,325.343,43.061,761.193,7.501,0.000,0.35979,0.35868,0.00146,0.05500,0.0000000,2.2685677,1000000000000.000,5,0.0304045,74.613,0,0.00000,10.772,-59.753,-10.093,-13.787,33.692,0.000,-0.670,-4.055,13.919,-3.740,-14.154,0.000,0,0,1
12.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6442,0.99500,0.76529,1.52451,0.10090,0.76308,1.52735,0.10084,0.59228,1.74821,0.09582,0.77484,1.52516,0.10000,0.78426,1.48427,0.10057,0.97562,1.27563,0.10606,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,324.799,45.953,328.359,326.416,325.900,324.799,42.502,760.703,7.356,0.000,0.35368,0.35263,0.00143,0.05500,0.0000000,2.2706232,270936468.425,5,0.0305061,74.432,0,0.00000,10.749,-59.882,-9.640,-13.911,33.227,0.000,-0.687,-3.909,13.636,-3.746,-13.962,0.000,0,0,1
13.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6494,0.99500,0.76577,1.52423,0.10086,0.76356,1.52707,0.10080,0.59222,1.74751,0.09595,0.77521,1.52479,0.10000,0.78427,1.48427,0.10078,0.97559,1.27559,0.10578,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,324.255,45.399,327.816,325.886,325.373,324.255,41.944,760.211,7.212,0.000,0.34714,0.34614,0.00140,0.05500,0.0000000,2.2723804,1000000000000.000,5,0.0305305,74.430,0,0.00000,10.726,-60.006,-9.197,-14.035,32.769,0.000,-0.698,-3.759,13.334,-3.758,-13.750,0.000,0,0,1
13.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6547,0.99500,0.76625,1.52394,0.10082,0.76404,1.52678,0.10076,0.59216,1.74681,0.09608,0.77559,1.52442,0.10000,0.78428,1.48428,0.10098,0.97556,1.27556,0.10550,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,323.712,44.845,327.274,325.356,324.847,323.712,41.387,759.718,7.071,0.000,0.34099,0.34005,0.00137,0.05500,0.0000000,2.2740615,601350613.318,5,0.0305892,74.342,0,0.00000,10.703,-60.126,-8.763,-14.160,32.317,0.000,-0.710,-3.619,13.050,-3.769,-13.549,0.000,0,0,1
13.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6600,0.99500,0.76673,1.52366,0.10079,0.76451,1.52649,0.10073,0.59212,1.74612,0.09621,0.77596,1.52404,0.10000,0.78428,1.48428,0.10119,0.97553,1.27553,0.10521,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,323.169,44.293,326.733,324.825,324.322,323.169,40.831,759.224,6.932,0.000,0.33495,0.33407,0.00134,0.05500,0.0000000,2.2763900,1000000000000.000,5,0.0306643,74.236,0,0.00000,10.679,-60.241,-8.338,-14.285,31.873,0.000,-0.720,-3.483,12.771,-3.783,-13.351,0.000,0,0,1
13.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6653,0.99500,0.76721,1.52338,0.10075,0.76498,1.52620,0.10069,0.59207,1.74543,0.09634,0.77633,1.52367,0.10000,0.78429,1.48429,0.10140,0.97550,1.27550,0.10493,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,322.627,43.742,326.193,324.293,323.797,322.627,40.276,758.728,6.795,0.000,0.32864,0.32781,0.00132,0.05500,0.0000000,2.2782946,151546988.191,5,0.0306597,74.309,0,0.00000,10.655,-60.351,-7.923,-14.410,31.435,0.000,-0.730,-3.341,12.481,-3.790,-13.142,0.000,0,0,1
13.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6706,0.99500,0.76769,1.52309,0.10071,0.76545,1.52591,0.10066,0.59204,1.74474,0.09647,0.77671,1.52330,0.10000,0.78430,1.48430,0.10160,0.97547,1.27547,0.10465,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,322.086,43.192,325.653,323.761,323.273,322.086,39.722,758.232,6.661,0.000,0.32245,0.32168,0.00129,0.05500,0.0000000,2.2799519,1000000000000.000,5,0.0306581,74.367,0,0.00000,10.630,-60.456,-7.518,-14.535,31.003,0.000,-0.740,-3.203,12.198,-3.795,-12.936,0.000,0,0,1
13.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6758,0.99500,0.76816,1.52280,0.10067,0.76592,1.52562,0.10062,0.59201,1.74406,0.09660,0.77708,1.52292,0.10000,0.78431,1.48431,0.10181,0.97544,1.27545,0.10437,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,321.546,42.642,325.114,323.228,322.749,321.546,39.170,757.735,6.528,0.000,0.31647,0.31574,0.00128,0.05500,0.0000000,2.2816670,1000000000000.000,5,0.0306640,74.409,0,0.00000,10.605,-60.557,-7.121,-14.661,30.579,0.000,-0.750,-3.069,11.923,-3.801,-12.735,0.000,0,0,1
13.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6811,0.99500,0.76863,1.52251,0.10064,0.76638,1.52532,0.10059,0.59199,1.74338,0.09673,0.77745,1.52255,0.10000,0.78432,1.48432,0.10202,0.97542,1.27542,0.10408,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,321.006,42.093,324.575,322.694,322.225,321.006,38.618,757.236,6.398,0.000,0.31022,0.30954,0.00126,0.05500,0.0000000,2.2832761,1000000000000.000,5,0.0305932,74.634,0,0.00000,10.580,-60.654,-6.734,-14.787,30.161,0.000,-0.755,-2.933,11.638,-3.810,-12.522,0.000,0,0,1
13.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6864,0.99500,0.76910,1.52222,0.10060,0.76685,1.52503,0.10055,0.59198,1.74271,0.09686,0.77783,1.52218,0.10000,0.78434,1.48434,0.10222,0.97540,1.27540,0.10380,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,320.466,41.545,324.037,322.159,321.702,320.466,38.067,756.735,6.269,0.000,0.30453,0.30390,0.00124,0.05500,0.0000000,2.2849697,170165242.919,5,0.0306074,74.654,0,0.00000,10.555,-60.746,-6.356,-14.913,29.750,0.000,-0.765,-2.808,11.377,-3.814,-12.329,0.000,0,0,1
13.5333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6917,0.99500,0.76957,1.52193,0.10056,0.76731,1.52473,0.10052,0.59197,1.74204,0.09699,0.77820,1.52180,0.10000,0.78435,1.48435,0.10243,0.97538,1.27538,0.10352,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,319.927,40.999,323.499,321.624,321.179,319.927,37.517,756.235,6.143,0.000,0.29867,0.29809,0.00123,0.05500,0.0000000,2.2865949,1000000000000.000,5,0.0305407,74.870,0,0.00000,10.529,-60.834,-5.986,-15.038,29.346,0.000,-0.778,-2.682,11.111,-3.799,-12.131,0.000,0,0,1
13.6000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.6970,0.99500,0.77003,1.52164,0.10053,0.76777,1.52444,0.10048,0.59197,1.74137,0.09711,0.77857,1.52143,0.10000,0.78437,1.48437,0.10264,0.97536,1.27536,0.10323,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,319.389,40.453,322.962,321.089,320.656,319.389,36.968,755.733,6.020,0.000,0.29269,0.29216,0.00122,0.05500,0.0000000,2.2883578,1000000000000.000,5,0.0304258,75.211,0,0.00000,10.503,-60.918,-5.626,-15.164,28.948,0.000,-0.784,-2.556,10.839,-3.801,-11.922,0.000,0,0,1
13.6667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7022,0.99500,0.77049,1.52134,0.10049,0.76822,1.52414,0.10045,0.59198,1.74071,0.09724,0.77895,1.52106,0.10000,0.78439,1.48439,0.10284,0.97534,1.27534,0.10295,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,318.851,39.907,322.425,320.552,320.134,318.851,36.419,755.230,5.898,0.000,0.28696,0.28648,0.00121,0.05500,0.0000000,2.2900477,1000000000000.000,5,0.0303307,75.503,0,0.00000,10.477,-60.998,-5.274,-15.290,28.557,0.000,-0.789,-2.435,10.579,-3.803,-11.722,0.000,0,0,1
13.7333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7075,0.99500,0.77096,1.52105,0.10045,0.76868,1.52384,0.10041,0.59199,1.74005,0.09736,0.77932,1.52068,0.10000,0.78441,1.48441,0.10305,0.97532,1.27532,0.10266,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,318.314,39.362,321.889,320.015,319.612,318.314,35.872,754.726,5.779,0.000,0.28126,0.28082,0.00121,0.05500,0.0000000,2.2913358,547570635.152,5,0.0302311,75.794,0,0.00000,10.450,-61.074,-4.931,-15.416,28.173,0.000,-0.792,-2.313,10.318,-3.811,-11.521,0.000,0,0,1
13.8000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7128,0.99500,0.77141,1.52075,0.10042,0.76913,1.52353,0.10038,0.59201,1.73940,0.09749,0.77969,1.52031,0.10000,0.78443,1.48443,0.10325,0.97531,1.27531,0.10238,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,317.778,38.819,321.354,319.478,319.090,317.778,35.326,754.222,5.662,0.000,0.27559,0.27519,0.00121,0.05500,0.0000000,2.2930424,681334578.763,5,0.0300689,76.260,0,0.00000,10.424,-61.146,-4.596,-15.542,27.795,0.000,-0.800,-2.194,10.062,-3.798,-11.322,0.000,0,0,1
13.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7181,0.99500,0.77187,1.52045,0.10038,0.76958,1.52323,0.10035,0.59204,1.73875,0.09761,0.78007,1.51994,0.10000,0.78445,1.48445,0.10346,0.97530,1.27530,0.10210,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,317.242,38.276,320.819,318.941,318.569,317.242,34.780,753.716,5.547,0.000,0.27013,0.26978,0.00120,0.05500,0.0000000,2.2944251,1000000000000.000,5,0.0299458,76.619,0,0.00000,10.397,-61.214,-4.270,-15.668,27.423,0.000,-0.803,-2.082,9.814,-3.801,-11.127,0.000,0,0,1
13.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7234,0.99500,0.77233,1.52015,0.10035,0.77003,1.52293,0.10032,0.59208,1.73810,0.09773,0.78044,1.51956,0.10000,0.78447,1.48447,0.10366,0.97528,1.27528,0.10181,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,316.706,37.733,320.284,318.403,318.048,316.706,34.235,753.210,5.434,0.000,0.26456,0.26425,0.00120,0.05500,0.0000000,2.2957023,1146900763.390,5,0.0297463,77.176,0,0.00000,10.370,-61.279,-3.952,-15.793,27.059,0.000,-0.807,-1.967,9.562,-3.795,-10.928,0.000,0,0,1
14.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7286,0.99500,0.77278,1.51985,0.10031,0.77048,1.52262,0.10028,0.59212,1.73746,0.09785,0.78081,1.51919,0.10000,0.78450,1.48450,0.10387,0.97527,1.27528,0.10153,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,316.170,37.191,319.749,317.865,317.527,316.170,33.691,752.703,5.324,0.000,0.25937,0.25909,0.00120,0.05500,0.0000000,2.2971441,1000000000000.000,5,0.0296092,77.582,0,0.00000,10.343,-61.339,-3.641,-15.918,26.700,0.000,-0.809,-1.860,9.326,-3.796,-10.740,0.000,0,0,1
14.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7339,0.99500,0.77323,1.51955,0.10028,0.77093,1.52232,0.10025,0.59217,1.73683,0.09797,0.78119,1.51882,0.10000,0.78452,1.48453,0.10407,0.97527,1.27527,0.10124,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,315.636,36.650,319.215,317.326,317.006,315.636,33.148,752.195,5.215,0.000,0.25387,0.25364,0.00121,0.05500,0.0000000,2.2982938,1000000000000.000,5,0.0293783,78.231,0,0.00000,10.316,-61.396,-3.339,-16.043,26.348,0.000,-0.811,-1.749,9.078,-3.788,-10.540,0.000,0,0,1
14.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7392,0.99500,0.77368,1.51925,0.10025,0.77137,1.52201,0.10022,0.59222,1.73620,0.09809,0.78156,1.51844,0.10000,0.78455,1.48455,0.10427,0.97526,1.27526,0.10096,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,315.101,36.110,318.682,316.787,316.486,315.101,32.605,751.686,5.109,0.000,0.24882,0.24863,0.00121,0.05500,0.0000000,2.2993695,425813749.790,5,0.0291769,78.808,0,0.00000,10.288,-61.450,-3.045,-16.168,26.002,0.000,-0.818,-1.646,8.851,-3.769,-10.360,0.000,0,0,1
14.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7445,0.99500,0.77413,1.51894,0.10021,0.77181,1.52170,0.10019,0.59228,1.73557,0.09821,0.78193,1.51807,0.10000,0.78458,1.48458,0.10448,0.97526,1.27526,0.10067,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,314.567,35.570,318.148,316.248,315.966,314.567,32.064,751.177,5.005,0.000,0.24376,0.24361,0.00122,0.05500,0.0000000,2.3012155,1000000000000.000,5,0.0289559,79.473,0,0.00000,10.261,-61.500,-2.758,-16.293,25.663,0.000,-0.821,-1.547,8.623,-3.760,-10.174,0.000,0,0,1
14.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7498,0.99500,0.77458,1.51863,0.10018,0.77226,1.52139,0.10016,0.59235,1.73495,0.09833,0.78231,1.51770,0.10000,0.78461,1.48461,0.10468,0.97525,1.27525,0.10039,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,314.034,35.031,317.616,315.709,315.446,314.034,31.523,750.667,4.903,0.000,0.23870,0.23859,0.00122,0.05500,0.0000000,2.3025752,1000000000000.000,5,0.0287514,80.086,0,0.00000,10.234,-61.547,-2.479,-16.417,25.329,0.000,-0.818,-1.447,8.393,-3.765,-9.984,0.000,0,0,1
14.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7550,0.99500,0.77502,1.51833,0.10015,0.77270,1.52108,0.10013,0.59243,1.73433,0.09844,0.78268,1.51732,0.10000,0.78464,1.48464,0.10488,0.97525,1.27525,0.10010,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,313.500,34.492,317.083,315.168,314.926,313.500,30.982,750.156,4.804,0.000,0.23355,0.23347,0.00123,0.05500,0.0000000,2.3037047,1000000000000.000,5,0.0284590,80.948,0,0.00000,10.206,-61.591,-2.208,-16.541,25.002,0.000,-0.821,-1.346,8.163,-3.742,-9.795,0.000,0,0,1
14.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7603,0.99500,0.77546,1.51802,0.10012,0.77313,1.52076,0.10010,0.59251,1.73371,0.09856,0.78305,1.51695,0.10000,0.78468,1.48468,0.10508,0.97525,1.27525,0.09982,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,312.967,33.954,316.551,314.629,314.406,312.967,30.442,749.645,4.706,0.000,0.22863,0.22859,0.00124,0.05500,0.0000000,2.3047064,230804218.518,5,0.0282101,81.698,0,0.00000,10.179,-61.631,-1.944,-16.665,24.681,0.000,-0.820,-1.250,7.941,-3.736,-9.610,0.000,0,0,1
14.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7656,0.99500,0.77590,1.51771,0.10009,0.77357,1.52045,0.10007,0.59260,1.73311,0.09867,0.78343,1.51658,0.10000,0.78471,1.48471,0.10528,0.97525,1.27525,0.09953,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,312.435,33.417,316.019,314.089,313.886,312.435,29.903,749.133,4.610,0.000,0.22391,0.22391,0.00125,0.05500,0.0000000,2.3060549,1000000000000.000,5,0.0279522,82.500,0,0.00000,10.152,-61.669,-1.687,-16.788,24.366,0.000,-0.822,-1.159,7.729,-3.719,-9.434,0.000,0,0,1
14.5333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7709,0.99500,0.77634,1.51740,0.10006,0.77401,1.52013,0.10004,0.59269,1.73250,0.09878,0.78380,1.51620,0.10000,0.78475,1.48475,0.10549,0.97526,1.27526,0.09925,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,311.903,32.880,315.487,313.548,313.366,311.903,29.364,748.620,4.517,0.000,0.21916,0.21920,0.00126,0.05500,0.0000000,2.3074850,221912234.122,5,0.0276993,83.305,0,0.00000,10.124,-61.703,-1.437,-16.911,24.057,0.000,-0.820,-1.068,7.515,-3.709,-9.254,0.000,0,0,1
14.6000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7762,0.99500,0.77678,1.51708,0.10003,0.77444,1.51982,0.10001,0.59279,1.73190,0.09889,0.78417,1.51583,0.10000,0.78478,1.48478,0.10569,0.97526,1.27526,0.09896,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,311.370,32.343,314.956,313.007,312.846,311.370,28.826,748.106,4.426,0.000,0.21462,0.21469,0.00127,0.05500,0.0000000,2.3086095,1000000000000.000,5,0.0274379,84.139,0,0.00000,10.097,-61.734,-1.194,-17.033,23.753,0.000,-0.820,-0.981,7.311,-3.696,-9.081,0.000,0,0,1
14.6667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7814,0.99500,0.77722,1.51677,0.10000,0.77487,1.51950,0.09998,0.59290,1.73130,0.09900,0.78455,1.51546,0.10000,0.78482,1.48482,0.10589,0.97527,1.27527,0.09868,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,310.839,31.807,314.424,312.467,312.327,310.839,28.289,747.593,4.336,0.000,0.21007,0.21017,0.00128,0.05500,0.0000000,2.3096780,253563333.972,5,0.0271900,84.946,0,0.00000,10.069,-61.763,-0.958,-17.155,23.456,0.000,-0.815,-0.895,7.105,-3.693,-8.904,0.000,0,0,1
14.7333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7867,0.99500,0.77765,1.51645,0.09997,0.77530,1.51918,0.09996,0.59301,1.73071,0.09911,0.78492,1.51508,0.10000,0.78486,1.48486,0.10609,0.97528,1.27528,0.09839,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,310.307,31.271,313.893,311.925,311.807,310.307,27.751,747.077,4.249,0.000,0.20549,0.20563,0.00130,0.05500,0.0000000,2.3107221,1000000000000.000,5,0.0268943,85.919,0,0.00000,10.042,-61.788,-0.728,-17.277,23.164,0.000,-0.812,-0.808,6.900,-3.678,-8.728,0.000,0,0,1
14.8000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7920,0.99500,0.77808,1.51613,0.09994,0.77573,1.51886,0.09993,0.59313,1.73012,0.09921,0.78529,1.51471,0.10000,0.78490,1.48490,0.10629,0.97529,1.27529,0.09811,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,309.775,30.735,313.362,311.384,311.287,309.775,27.215,746.562,4.164,0.000,0.20119,0.20136,0.00131,0.05500,0.0000000,2.3117106,1000000000000.000,5,0.0265885,86.944,0,0.00000,10.015,-61.811,-0.505,-17.398,22.877,0.000,-0.816,-0.729,6.708,-3.647,-8.566,0.000,0,0,1
14.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.7973,0.99500,0.77852,1.51582,0.09991,0.77616,1.51854,0.09990,0.59325,1.72954,0.09932,0.78567,1.51433,0.10000,0.78494,1.48494,0.10648,0.97530,1.27530,0.09782,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,309.245,30.201,312.832,310.844,310.768,309.245,26.679,746.047,4.081,0.000,0.19685,0.19705,0.00132,0.05500,0.0000000,2.3126781,1000000000000.000,5,0.0263235,87.856,0,0.00000,9.988,-61.832,-0.289,-17.518,22.597,0.000,-0.812,-0.647,6.513,-3.634,-8.397,0.000,0,0,1
14.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8026,0.99500,0.77895,1.51550,0.09988,0.77658,1.51821,0.09988,0.59338,1.72896,0.09942,0.78604,1.51396,0.10000,0.78499,1.48499,0.10668,0.97531,1.27531,0.09754,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,308.714,29.666,312.302,310.302,310.249,308.714,26.143,745.531,3.999,0.000,0.19276,0.19299,0.00134,0.05500,0.0000000,2.3138762,303685245.984,5,0.0260875,88.697,0,0.00000,9.961,-61.849,-0.078,-17.638,22.321,0.000,-0.807,-0.573,6.328,-3.625,-8.235,0.000,0,0,1
15.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8078,0.99500,0.78003,1.51571,0.09985,0.77766,1.51842,0.09985,0.59376,1.72855,0.09962,0.78641,1.51359,0.10000,0.78503,1.48503,0.10688,0.97533,1.27533,0.09725,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,308.085,28.953,311.675,309.742,309.726,308.085,25.407,744.987,3.808,0.000,0.34485,0.34522,0.00129,0.05500,0.0000000,2.9273079,59297499.906,6,0.0285544,102.517,0,0.48238,9.916,-61.919,0.303,-17.895,21.820,0.000,-1.302,-1.981,10.996,-7.489,-14.415,0.000,0,0,1
15.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8131,0.99500,0.78096,1.51579,0.09983,0.77858,1.51849,0.09983,0.59408,1.72810,0.09980,0.78679,1.51321,0.10000,0.78508,1.48508,0.10708,0.97534,1.27534,0.09697,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,307.480,28.297,311.071,309.181,309.204,307.480,24.736,744.442,3.644,0.000,0.30836,0.30877,0.00132,0.05500,0.0000001,2.9289068,53290558.254,6,0.0279611,104.749,0,0.47312,9.874,-61.974,0.640,-18.129,21.374,0.000,-1.208,-1.551,9.773,-6.835,-12.886,0.000,0,0,1
15.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8184,0.99500,0.78176,1.51577,0.09982,0.77938,1.51846,0.09982,0.59435,1.72761,0.09997,0.78716,1.51284,0.10000,0.78512,1.48512,0.10727,0.97536,1.27536,0.09669,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,306.893,27.681,310.485,308.621,308.683,306.893,24.109,743.900,3.502,0.000,0.27917,0.27964,0.00135,0.05500,0.0000001,2.9309969,51224314.025,7,0.0000296,99016.283,0,0.46368,9.836,-62.016,0.941,-18.345,20.973,0.000,-1.114,-1.212,8.782,-6.356,-11.646,0.000,0,0,1
15.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8237,0.99500,0.78247,1.51566,0.09981,0.78008,1.51836,0.09981,0.59460,1.72710,0.10013,0.78753,1.51247,0.10000,0.78517,1.48517,0.10747,0.97538,1.27538,0.09640,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,306.319,27.090,309.911,308.060,308.160,306.319,23.511,743.359,3.378,0.000,0.25514,0.25566,0.00138,0.05500,0.0000001,2.9325489,57576532.140,6,0.0270705,108.330,0,0.45443,9.800,-62.048,1.214,-18.546,20.608,0.000,-1.039,-0.937,7.965,-5.937,-10.632,0.000,0,0,1
15.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8290,0.99500,0.78310,1.51550,0.09981,0.78070,1.51818,0.09982,0.59482,1.72657,0.10028,0.78791,1.51209,0.10000,0.78522,1.48522,0.10766,0.97540,1.27540,0.09612,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,305.755,26.517,309.349,307.500,307.637,305.755,22.933,742.820,3.267,0.000,0.23560,0.23615,0.00140,0.05500,0.0000001,2.9335302,54329072.060,6,0.0265948,110.305,0,0.44508,9.767,-62.072,1.462,-18.735,20.272,0.000,-0.979,-0.705,7.293,-5.594,-9.812,0.000,0,0,1
15.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8342,0.99500,0.78367,1.51528,0.09981,0.78127,1.51797,0.09982,0.59502,1.72602,0.10042,0.78828,1.51172,0.10000,0.78527,1.48527,0.10786,0.97543,1.27543,0.09584,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,305.200,25.957,308.794,306.941,307.114,305.200,22.369,742.283,3.168,0.000,0.21915,0.21975,0.00143,0.05500,0.0000001,2.9350640,54605671.768,6,0.0261997,112.026,0,0.43566,9.736,-62.089,1.689,-18.914,19.961,0.000,-0.924,-0.512,6.719,-5.314,-9.120,0.000,0,0,1
15.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8395,0.99500,0.78419,1.51503,0.09981,0.78178,1.51771,0.09982,0.59521,1.72547,0.10055,0.78865,1.51135,0.10000,0.78532,1.48533,0.10805,0.97545,1.27545,0.09555,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,304.650,25.405,308.245,306.383,306.589,304.650,21.815,741.748,3.078,0.000,0.20587,0.20651,0.00145,0.05500,0.0000001,2.9363103,52055777.182,6,0.0258709,113.498,0,0.42631,9.706,-62.101,1.900,-19.086,19.671,0.000,-0.879,-0.353,6.247,-5.098,-8.558,0.000,0,0,1
15.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,PierceEntry,0.8448,0.99500,0.78468,1.51475,0.09982,0.78227,1.51742,0.09983,0.59539,1.72491,0.10068,0.78903,1.51097,0.10000,0.78538,1.48538,0.10824,0.97548,1.27548,0.09527,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,304.106,24.860,307.701,305.826,306.065,304.106,21.268,741.214,2.996,0.000,0.19428,0.19495,0.00147,0.05500,0.0000001,2.9375875,54209117.991,6,0.0255307,115.061,0,0.41710,9.677,-62.107,2.097,-19.250,19.397,0.000,-0.839,-0.213,5.830,-4.909,-8.067,0.000,0,0,1
